Gene = Ip259
index = 1234
Annotated 5SS: [35]
Annotated 3SS: [386]
SMsplice 5SS: [35]
SMsplice 3SS: [423]
top_k =  1000
Partition function (log Z): -6.366011544794097

Sorted 5' Splice Sites (High to Low Probability):
Position 35: 0.9363242900703019
Position 270: 0.09367453873960983
Position 360: 0.01760559333947294
Position 188: 0.005347866535185891
Position 378: 0.0029911638450754075
Position 881: 0.0014276416863664189
Position 537: 0.0008812559278196055
Position 631: 0.0006715668197817416
Position 781: 0.0003397698998937554
Position 48: 0.0003352187222007964
Position 759: 0.000176744162608632
Position 69: 0.00016982843674052142
Position 909: 0.00014308697151750648
Position 105: 9.32080806387875e-05
Position 74: 6.95747195338045e-05
Position 274: 6.206782357120127e-05
Position 121: 4.710280201731547e-05
Position 814: 4.563146835691986e-05
Position 352: 4.026781504811048e-05
Position 286: 3.7699825497736194e-05
Position 245: 3.6139577053193614e-05
Position 1061: 3.526943350885647e-05
Position 1166: 2.4696764049354935e-05
Position 392: 2.0650041776962075e-05
Position 1141: 1.7999686114348348e-05
Position 805: 1.6317138040608356e-05
Position 652: 1.5905680215164984e-05
Position 39: 1.4534675845938044e-05
Position 917: 1.3760537566620773e-05
Position 1099: 1.0767999233704007e-05
Position 1048: 9.893428811707075e-06
Position 227: 7.469109023229587e-06
Position 180: 5.873691932546065e-06
Position 792: 5.415299197366228e-06
Position 712: 5.228130575903809e-06
Position 153: 4.835510770182942e-06
Position 135: 3.949048037989371e-06
Position 51: 1.5207069363922288e-06
Position 1094: 1.078883705779714e-06
Position 1066: 7.723851912200063e-07
Position 108: 3.859847776056026e-08
Position 300: 6.087694606985318e-09
Position 453: 5.206006586286584e-09
Position 293: 4.561821276573169e-09
Position 503: 1.7664014244829849e-09
Position 429: 1.1714153046905608e-09
Position 21: 6.30421745164875e-10
Position 877: 4.5497123600835473e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 423: 0.6657522873390023
Position 386: 0.24858824149478576
Position 269: 0.03627666199959333
Position 108: 0.03518212165141726
Position 105: 0.020601019221746012
Position 450: 0.017862451677125902
Position 180: 0.015921487782671502
Position 313: 0.004664425426093812
Position 399: 0.0037430166496865993
Position 293: 0.003445393575184152
Position 689: 0.0028581496118617934
Position 325: 0.001435923562835992
Position 970: 0.001008127494250673
Position 951: 0.0006992999124787702
Position 594: 0.0006350277745034829
Position 948: 0.00035438968654981405
Position 600: 0.0002336914455959204
Position 900: 0.00018104461405749227
Position 1222: 0.00013499557981077438
Position 735: 0.00013175688894895556
Position 1140: 0.00011793272053388619
Position 909: 9.641841790406416e-05
Position 843: 6.53140833415324e-05
Position 220: 6.008282025940808e-05
Position 606: 5.098915969151797e-05
Position 732: 4.549591656727884e-05
Position 837: 4.5488705558358275e-05
Position 274: 4.4888637190532334e-05
Position 868: 4.028269884769753e-05
Position 1059: 2.988171797697102e-05
Position 603: 2.831124688174479e-05
Position 492: 2.716945008456797e-05
Position 1011: 2.649285247812801e-05
Position 570: 2.6111598600221296e-05
Position 135: 2.542961379776034e-05
Position 781: 2.2892172068586407e-05
Position 1180: 2.1381146221562186e-05
Position 1014: 2.1090857603828613e-05
Position 642: 1.92694232579541e-05
Position 814: 1.9039557418194066e-05
Position 495: 1.766076173831496e-05
Position 792: 1.59337363212056e-05
Position 201: 1.5255825605347043e-05
Position 831: 1.4692440331782695e-05
Position 822: 1.2362540576422685e-05
Position 1224: 1.2214165011956736e-05
Position 1117: 1.1560256892247757e-05
Position 627: 1.088474117514408e-05
Position 513: 8.83268790260977e-06
Position 651: 7.839967469313708e-06
Position 573: 6.960480027378844e-06
Position 1156: 6.524288691777095e-06
Position 1075: 6.172926771101508e-06
Position 885: 5.261489429046375e-06
Position 711: 4.9443111044625815e-06
Position 612: 4.661817420585961e-06
Position 691: 4.660436178579809e-06
Position 979: 3.892045192938345e-06
Position 588: 3.429674048545463e-06
Position 630: 3.4112689763026203e-06
Position 738: 3.016691940016656e-06
Position 169: 2.826136044958156e-06
Position 796: 2.5268218168214073e-06
Position 520: 1.852429391498796e-06
Position 704: 1.591849274717044e-06
Position 699: 1.5394054417521991e-06
Position 429: 1.2129722324680326e-06
Position 477: 1.0398355304872628e-06
Position 315: 1.3786872057153378e-08
Position 645: 6.598194488861878e-10
Position 552: 6.437654784241063e-10
Position 639: 5.773628097702608e-10
Position 63: 2.0135432194810102e-11
Position 528: 1.7669371583596635e-11
Position 74: 3.386998605703761e-12
Position 499: 2.9954705074202044e-15
