Gene = BBS1
index = 41
Annotated 5SS: [ 301 1432]
Annotated 3SS: [ 363 1513]
SMsplice 5SS: [ 301  468 1432]
SMsplice 3SS: [ 363  537 1513]
top_k =  1000
Partition function (log Z): 3.9134398826779693

Sorted 5' Splice Sites (High to Low Probability):
Position 1432: 0.9955200826891495
Position 301: 0.9741057472810369
Position 468: 0.6693916466535461
Position 1651: 0.09454533810080892
Position 1993: 0.08389211858390222
Position 630: 0.04531779028827892
Position 1633: 0.01717907404510159
Position 1729: 0.004527000908917681
Position 1436: 0.003965838437908357
Position 312: 0.002720211100765567
Position 1038: 0.0024500958463644995
Position 201: 0.0018499473242511414
Position 639: 0.0009350389536344277
Position 486: 0.0009269394212363754
Position 386: 0.0006873559645253709
Position 1840: 0.000452135626673923
Position 489: 0.00030788961886982577
Position 1661: 0.00027576748091838075
Position 1831: 0.00019083768227512945
Position 499: 0.00015050193637060753
Position 765: 0.00013515101377433242
Position 1593: 0.0001043764721638382
Position 1690: 0.00010029207908941034
Position 363: 9.577193659985124e-05
Position 634: 7.45639639402327e-05
Position 852: 7.15030293922314e-05
Position 265: 6.154179969655191e-05
Position 122: 5.8130027142006545e-05
Position 1252: 5.312322438542609e-05
Position 1199: 5.038886271876841e-05
Position 1059: 4.6753510799692546e-05
Position 659: 4.380310709151248e-05
Position 1903: 4.214964143056354e-05
Position 211: 4.10851718599282e-05
Position 874: 3.567352588701978e-05
Position 1046: 2.7803075955763002e-05
Position 2109: 2.744873439296042e-05
Position 208: 2.6061128797652827e-05
Position 425: 2.4011196395511085e-05
Position 1306: 2.390965380404038e-05
Position 1004: 2.3232215623622778e-05
Position 28: 2.0417938139715663e-05
Position 1255: 1.7762633666991024e-05
Position 855: 1.7443985915106586e-05
Position 117: 1.5372336211522277e-05
Position 1104: 1.4121540569592873e-05
Position 1239: 1.3571122540067372e-05
Position 876: 1.1427765924265552e-05
Position 1279: 1.0817281423346574e-05
Position 1260: 9.240896120090748e-06
Position 698: 7.972938274708255e-06
Position 1185: 6.4838569904800465e-06
Position 1701: 5.962310938798872e-06
Position 1263: 5.857006069240839e-06
Position 1028: 5.8315734884188796e-06
Position 1732: 5.715997625533132e-06
Position 1834: 5.433760061842917e-06
Position 708: 4.217616002333671e-06
Position 801: 3.580949275074642e-06
Position 651: 3.244149416151413e-06
Position 1534: 3.1230151673053372e-06
Position 1754: 3.028766819364247e-06
Position 1819: 2.961763986144179e-06
Position 2050: 2.8463114414446233e-06
Position 2097: 2.4772706823675692e-06
Position 48: 1.7532395347745596e-06
Position 2062: 1.3793431270078244e-06
Position 819: 1.269557348717881e-06
Position 2027: 8.232077032102878e-07
Position 2035: 8.102899919617464e-07
Position 1471: 6.288394915364226e-07
Position 135: 6.245089099476335e-07
Position 97: 4.440303782624219e-07
Position 390: 4.043264808344264e-07
Position 2076: 4.038737018158902e-07
Position 1547: 3.4359178481875675e-07
Position 1807: 2.997223178602241e-07
Position 1166: 2.503517026580726e-07
Position 1526: 3.4745927991333214e-08
Position 372: 2.8809416126172824e-08
Position 1395: 1.7187495396890793e-08
Position 1136: 1.6439471158714794e-08
Position 1350: 1.1854121761295849e-08
Position 1227: 5.02072916325105e-09
Position 1131: 3.894514482352687e-09
Position 1128: 2.5049842933836423e-09
Position 1158: 4.066206339970006e-10
Position 1477: 1.1761830924718336e-10
Position 1283: 1.1448006351119839e-10
Position 1170: 1.0698827020950525e-10
Position 403: 1.9039507673540492e-11
Position 1795: 3.3511451097399906e-12
Position 1793: 2.885146244416949e-12
Position 551: 1.446097725329678e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1513: 0.995965383881395
Position 363: 0.9620257362059478
Position 537: 0.5978288333613636
Position 1148: 0.09079361307489987
Position 1773: 0.07065726181548877
Position 2039: 0.06324681974007283
Position 1713: 0.045167165171725
Position 2112: 0.01824268022615678
Position 773: 0.016477806280333084
Position 443: 0.013825393405892426
Position 682: 0.0044075379320132006
Position 824: 0.0025214120922254324
Position 413: 0.002166876793721471
Position 2043: 0.0015642730906712185
Position 1488: 0.0015568447125410157
Position 2157: 0.001337431071245301
Position 968: 0.001239535860493724
Position 1120: 0.0011676650725569555
Position 752: 0.001011551826965407
Position 1301: 0.0009413053509089919
Position 1016: 0.0008575954792131116
Position 2073: 0.0008563317403402658
Position 2050: 0.0008166897366888213
Position 548: 0.0006319031581557732
Position 1534: 0.0005552808606016394
Position 590: 0.000528478725478125
Position 1037: 0.0005279936421920883
Position 779: 0.00043040982055911467
Position 1804: 0.00041577543160312434
Position 566: 0.00040953629605101547
Position 1268: 0.0004046683432166565
Position 1561: 0.0003280682993354766
Position 620: 0.00032769397060992977
Position 2062: 0.0002831982515594989
Position 911: 0.00017267508011972805
Position 425: 0.00015173849984223127
Position 1564: 9.843285356955051e-05
Position 1373: 9.547926120984912e-05
Position 1322: 8.597831730383233e-05
Position 1526: 7.318505460791102e-05
Position 1181: 7.21418484751827e-05
Position 671: 5.468893543207583e-05
Position 2189: 4.597583883492969e-05
Position 895: 4.413489909129479e-05
Position 593: 4.136325893368638e-05
Position 2019: 3.143402321152796e-05
Position 1874: 2.7899037505361245e-05
Position 1166: 2.7809600318749424e-05
Position 630: 2.5394233780017105e-05
Position 2045: 2.355268010942272e-05
Position 97: 2.0999792832759388e-05
Position 794: 1.9074984260522763e-05
Position 1403: 1.851840960416474e-05
Position 1793: 1.5583942394725055e-05
Position 337: 1.530153544734611e-05
Position 1539: 1.3538486565479566e-05
Position 1025: 1.0109443230470942e-05
Position 1178: 9.838379588009155e-06
Position 1382: 8.533661056808276e-06
Position 746: 5.11649588123029e-06
Position 390: 4.800366089234765e-06
Position 252: 4.758044045404252e-06
Position 1638: 3.9443532199606824e-06
Position 1917: 3.510475843207338e-06
Position 2183: 3.3110607687614394e-06
Position 2027: 3.0056824356601917e-06
Position 1807: 2.198000598331013e-06
Position 1379: 1.9724076435006005e-06
Position 494: 1.9630578728810447e-06
Position 1570: 1.4024672788768536e-06
Position 1220: 1.3991385962781695e-06
Position 836: 1.368194136397281e-06
Position 914: 1.1212223005198624e-06
Position 1125: 8.28391629857603e-07
Position 224: 7.533603247659106e-07
Position 265: 6.969113041818644e-07
Position 200: 5.477530639640437e-07
Position 923: 3.736830479408577e-07
Position 233: 3.730293167221622e-07
Position 2057: 3.505720466624375e-07
Position 122: 1.860091342249512e-07
Position 1975: 1.7041071545567665e-07
Position 1997: 1.5145230969058287e-07
Position 230: 3.7225110644663475e-08
Position 386: 3.2496926872056245e-08
Position 1945: 2.089376483210545e-08
Position 1926: 1.870764548288697e-08
Position 179: 1.763897624743435e-08
Position 1471: 1.0009538426464489e-08
Position 461: 6.951814429877133e-09
Position 499: 4.217596113450407e-09
Position 1830: 4.200293303438793e-09
Position 1599: 3.457497291001511e-09
Position 293: 2.681102299448596e-09
Position 452: 2.1923174323934335e-09
Position 304: 1.423679107538539e-09
Position 182: 1.0329132419728806e-09
Position 287: 6.790035862525289e-10
Position 587: 5.385165051979077e-10
Position 467: 3.188879395158966e-10
Position 112: 2.2889764954851332e-10
Position 599: 1.513893504959005e-13
