Gene = Gbs-76A
index = 1184
Annotated 5SS: [1287 7543]
Annotated 3SS: [7352 7665]
SMsplice 5SS: [1287 7543]
SMsplice 3SS: [7352 7665]
top_k =  1000
Partition function (log Z): -5.578525923533006

Sorted 5' Splice Sites (High to Low Probability):
Position 7543: 0.9574308059720865
Position 1287: 0.8205994591404562
Position 841: 0.3219848375151917
Position 8290: 0.10491040401397293
Position 8046: 0.10448937717882004
Position 7731: 0.10390178858550049
Position 10174: 0.07170314095160106
Position 1291: 0.061468038009546
Position 8297: 0.060956083604576765
Position 8320: 0.058223729977645494
Position 183: 0.054938565815880996
Position 9678: 0.04073501982873199
Position 3530: 0.0366735996295517
Position 10206: 0.02681801319082134
Position 3450: 0.02426136370155882
Position 7549: 0.02357853535787064
Position 3366: 0.023046403750467258
Position 6648: 0.018440209064929335
Position 311: 0.017238641459799312
Position 6544: 0.016512437964939702
Position 7561: 0.016166315675630517
Position 346: 0.015448987910318944
Position 8575: 0.01431493547114999
Position 3410: 0.013312058297368444
Position 4375: 0.010928511373685189
Position 328: 0.009730973765628566
Position 7964: 0.008346282247441019
Position 7223: 0.007677598353928094
Position 10486: 0.007550723551004272
Position 3664: 0.007443733175011361
Position 10226: 0.0067980069410406374
Position 3009: 0.006436466079507425
Position 8877: 0.006197645301770044
Position 317: 0.005882060556237155
Position 7762: 0.005762186543640283
Position 8050: 0.0057048274726536246
Position 10199: 0.0055462904612291015
Position 9290: 0.004762534761008097
Position 9189: 0.004151832180171933
Position 9145: 0.00399037019519441
Position 3566: 0.0038490802769836885
Position 4191: 0.003806424533190015
Position 10526: 0.003657698797417743
Position 5176: 0.003516981906928478
Position 9328: 0.0030476612529396715
Position 11069: 0.0028903769275395587
Position 1133: 0.002822178088392451
Position 7567: 0.0025151217565727523
Position 3175: 0.0021314472950268665
Position 6833: 0.001895446320280815
Position 2291: 0.001657564356751959
Position 201: 0.0014802811272428124
Position 2128: 0.001451175632778049
Position 6613: 0.0013240293232409687
Position 4597: 0.0011184214634394902
Position 6987: 0.0010409685341728448
Position 8911: 0.0008772789443930467
Position 8497: 0.0008325360656686678
Position 1158: 0.0007846850777273411
Position 695: 0.0007466176311208609
Position 7851: 0.0007235411077690073
Position 8257: 0.0007150564630040013
Position 5992: 0.000705406268275347
Position 10083: 0.000695714755532301
Position 437: 0.0006374810374227211
Position 9771: 0.0005689834669141987
Position 843: 0.00046944721564417326
Position 992: 0.0004291151778916719
Position 10106: 0.0003755895739936488
Position 9174: 0.00036805371452435436
Position 7949: 0.0003550706323569725
Position 1047: 0.0003042997615312184
Position 2919: 0.00023528313746478473
Position 2980: 0.0002240712845920738
Position 7857: 0.00011856879788944819
Position 7508: 0.00010470085740985527
Position 2120: 0.00010163689563029898
Position 1564: 9.552728258561433e-05
Position 529: 9.154939934051207e-05
Position 2101: 8.74710640891411e-05
Position 63: 7.963493661424335e-05
Position 994: 7.472529107052082e-05
Position 998: 7.211764318090738e-05
Position 3430: 6.677496193976261e-05
Position 1584: 6.289722872088989e-05
Position 1387: 6.249469859543283e-05
Position 115: 6.112643733143429e-05
Position 2323: 6.051026089868432e-05
Position 8484: 5.594023862861535e-05
Position 996: 5.410458248935174e-05
Position 1739: 5.2594199098144314e-05
Position 2064: 5.251990399278742e-05
Position 1488: 5.014545742746615e-05
Position 45: 4.9271983439699227e-05
Position 1336: 4.578318769570804e-05
Position 1794: 3.839316644636121e-05
Position 2155: 3.7291042659693194e-05
Position 461: 3.641905662516922e-05
Position 2030: 3.264289882833784e-05
Position 742: 3.1738536351483714e-05
Position 1516: 2.588588826176925e-05
Position 1017: 2.1599621553037325e-05
Position 2058: 2.125404751280411e-05
Position 7791: 1.9906082786730727e-05
Position 1614: 1.9736135157360475e-05
Position 3183: 1.9218264211042094e-05
Position 1960: 1.709059493994227e-05
Position 1726: 1.6850252614962192e-05
Position 594: 1.3599388941426187e-05
Position 1228: 1.298175125121481e-05
Position 603: 1.2399834380257175e-05
Position 2588: 1.1457528340863388e-05
Position 8636: 1.035516898900178e-05
Position 1548: 1.0323780932116539e-05
Position 7735: 9.943776019728047e-06
Position 783: 9.32663313196504e-06
Position 215: 8.239297494708488e-06
Position 365: 7.990598670513128e-06
Position 472: 7.500565684202612e-06
Position 759: 7.443925313547118e-06
Position 1865: 7.361492265144474e-06
Position 7911: 7.195864898786148e-06
Position 3560: 7.075700883477952e-06
Position 464: 5.63869925951473e-06
Position 1633: 5.4239469118738605e-06
Position 3370: 5.36535776352693e-06
Position 2050: 5.284454679744792e-06
Position 88: 5.056072007399854e-06
Position 1068: 4.976278712400825e-06
Position 414: 4.964245013404707e-06
Position 1162: 4.7580294555905825e-06
Position 1558: 4.585298249647424e-06
Position 2718: 4.573595599780346e-06
Position 1538: 4.50658872203977e-06
Position 3211: 3.729979647800716e-06
Position 1423: 2.994597452612798e-06
Position 956: 2.69316396660342e-06
Position 2265: 2.1814371566537105e-06
Position 8756: 1.7316209997035791e-06
Position 8095: 1.638190460076345e-06
Position 1002: 1.5283920755109546e-06
Position 1467: 1.5048550529599863e-06
Position 7838: 1.430659424335967e-06
Position 775: 1.3588870534008837e-06
Position 123: 9.626915445483678e-07
Position 106: 4.2733936162205917e-07
Position 470: 3.927749639844514e-07
Position 243: 2.1088684302810438e-07
Position 7827: 1.2900436658296533e-07
Position 1323: 1.1466933326965426e-08
Position 1374: 5.491483458228329e-09
Position 498: 4.144943950047576e-09
Position 1367: 1.4218110383976254e-09
Position 1847: 1.7369612695512232e-10
Position 1023: 1.2520312312973652e-10
Position 958: 6.1822219629619135e-12
Position 1000: 1.4751261619820153e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7352: 0.8312288489905486
Position 7665: 0.5758528902198186
Position 7626: 0.37202225603809064
Position 900: 0.21775565409790545
Position 7363: 0.14253065633205744
Position 10060: 0.14028961434436227
Position 10315: 0.11698980221572651
Position 10599: 0.1048244732257763
Position 10940: 0.09561368845318825
Position 3073: 0.08283096067237432
Position 10280: 0.06630295531721975
Position 920: 0.056033570661970546
Position 6511: 0.034593889492210934
Position 9039: 0.028493337927144913
Position 10443: 0.027448271537458827
Position 11200: 0.022436721316926873
Position 9042: 0.017041589297720004
Position 6957: 0.014668832504293603
Position 3498: 0.01421352153690586
Position 9878: 0.013110557606317805
Position 10495: 0.012836976160647212
Position 3104: 0.012539171176652575
Position 7999: 0.011816373323197514
Position 8629: 0.008706488888217722
Position 10558: 0.008064729162397767
Position 1150: 0.008036771036008894
Position 8557: 0.007368530551671513
Position 6335: 0.007320816067914415
Position 228: 0.007072979781711522
Position 7465: 0.006228621878922395
Position 522: 0.005898895587323096
Position 759: 0.005637153773412676
Position 7194: 0.005579284644783361
Position 8387: 0.005120102174603305
Position 3144: 0.005055959025273023
Position 3721: 0.004778439484082348
Position 970: 0.004068888022325528
Position 2821: 0.004024812169561898
Position 10020: 0.003961358063267815
Position 10636: 0.0036968892037995502
Position 7607: 0.0030979720405181744
Position 8100: 0.0029352985710783927
Position 9988: 0.0028559497149982455
Position 1890: 0.002724758696795978
Position 5784: 0.0024330922970238035
Position 1960: 0.002096675662149202
Position 8154: 0.0020362333344948642
Position 8703: 0.002032905602600733
Position 1197: 0.0018882685558284458
Position 3233: 0.0018611358560764527
Position 3430: 0.0017781043918000774
Position 3109: 0.0017352525913004095
Position 1012: 0.0014877013348865433
Position 4948: 0.0014364804755243286
Position 8160: 0.0013227482250958399
Position 480: 0.000971497628150552
Position 3478: 0.0009487809329302922
Position 1787: 0.0008811643203666112
Position 7078: 0.0008668482750121104
Position 257: 0.0008236402582685741
Position 2965: 0.0008019936186588078
Position 1093: 0.0007769738734346722
Position 6878: 0.0007706038793486058
Position 6887: 0.0007309326295785666
Position 840: 0.0007267067915945879
Position 3362: 0.0006325360678892901
Position 8422: 0.0005593181016375418
Position 1096: 0.0005582359684435346
Position 698: 0.0005170187232653498
Position 8103: 0.0004957536204098266
Position 879: 0.0004865132564827647
Position 243: 0.0004811335199148597
Position 401: 0.00045911993879975876
Position 8133: 0.0004159849378522665
Position 8440: 0.00040883209196612556
Position 4150: 0.00040622232416707017
Position 765: 0.00040613964861404645
Position 5148: 0.00039645900239749284
Position 8524: 0.0003379354351508803
Position 6928: 0.00031848475978211955
Position 492: 0.0003114748781710133
Position 373: 0.00030447768900870143
Position 9393: 0.00029637115304513155
Position 1194: 0.00023056254205044372
Position 1717: 0.00023001475345357333
Position 1435: 0.00022986257947606064
Position 1516: 0.00021202392683981555
Position 1387: 0.0002105238988134652
Position 8106: 0.00018254934876841847
Position 8363: 0.00017241240786320484
Position 9588: 0.0001692148588145213
Position 3867: 0.00016544115909776955
Position 1124: 0.00016410622951307813
Position 956: 0.0001588702784549908
Position 2158: 0.00014935540097090762
Position 8360: 0.00014892657084698718
Position 952: 0.00014876228858294905
Position 8409: 0.00013649133118744921
Position 118: 0.00012764531804925576
Position 9228: 0.00012698140749758266
Position 2996: 0.00010358669847907764
Position 8633: 9.921877920094865e-05
Position 594: 9.523716065282352e-05
Position 1821: 9.471829230133724e-05
Position 7943: 9.213040364840082e-05
Position 707: 8.760010813492608e-05
Position 8211: 8.344699525708662e-05
Position 3592: 8.3182118212063e-05
Position 992: 8.153957401912514e-05
Position 695: 7.218162157627604e-05
Position 1415: 6.609096561143968e-05
Position 742: 6.15760383316747e-05
Position 4628: 5.530144112713381e-05
Position 7758: 5.159710638955404e-05
Position 4596: 4.829964039048551e-05
Position 6756: 4.152354954925208e-05
Position 8136: 3.902568734105673e-05
Position 6600: 2.8051220109451407e-05
Position 8109: 2.607747434261384e-05
Position 2002: 2.2208050980530613e-05
Position 2681: 1.8954677943983397e-05
Position 1336: 1.65054165605444e-05
Position 3298: 1.6330466011980274e-05
Position 321: 1.0458452197154388e-05
Position 5287: 9.927326294846321e-06
Position 2072: 8.453684645654563e-06
Position 8712: 7.490546537850856e-06
Position 8402: 6.854422823641348e-06
Position 437: 6.561703212603842e-06
Position 5910: 6.244482910318934e-06
Position 5639: 5.0479425935192585e-06
Position 1684: 4.81820871141553e-06
Position 141: 4.593108371076035e-06
Position 5745: 4.329499653796055e-06
Position 8776: 4.135995249705631e-06
Position 5731: 3.7921044313050722e-06
Position 3169: 3.7285154168557146e-06
Position 8181: 3.5426218918263777e-06
Position 8256: 3.0285592118724173e-06
Position 789: 2.9904170803637684e-06
Position 8398: 2.8551852446648934e-06
Position 2079: 2.7456844121224327e-06
Position 8121: 2.6831870010020864e-06
Position 1973: 1.9814590401002972e-06
Position 8076: 1.3861340508473665e-06
Position 529: 1.3476507166394044e-06
Position 7940: 1.145475818162449e-06
Position 232: 1.0140092530715232e-06
Position 3634: 7.644952736460887e-07
Position 797: 7.226741096719764e-07
Position 346: 6.905210777565574e-07
Position 7776: 6.728423516044507e-07
Position 177: 6.154617345830567e-07
Position 1017: 5.975117275636865e-07
Position 7721: 4.210847452809492e-07
Position 644: 3.704356164386577e-07
Position 8005: 3.621618061984607e-07
Position 494: 2.8907621966793915e-07
Position 820: 2.8229315382269597e-07
Position 260: 2.7647040332220987e-07
Position 333: 2.3233600737615343e-07
Position 3620: 2.020577105485871e-07
Position 7755: 1.2545927615718214e-07
Position 1639: 9.09906733181507e-08
Position 539: 5.661175302532674e-08
Position 8208: 3.8187398996262005e-08
Position 162: 3.1703711636530094e-08
Position 5101: 2.3376855574839848e-08
Position 8178: 2.144162239222442e-08
Position 1538: 1.062072234613612e-08
Position 1133: 7.525636078746342e-09
Position 1286: 5.895308918578635e-09
Position 1467: 3.764654775652273e-09
Position 289: 3.2350222928706608e-09
Position 215: 3.16598334667806e-09
Position 1525: 1.7005071460099314e-09
Position 938: 8.683840712833296e-11
Position 120: 1.0748571512946032e-11
Position 193: 7.1983754108647104e-12
Position 174: 3.7127405281312596e-12
Position 172: 2.936431056595928e-12
Position 282: 7.353057728618582e-13
Position 88: 4.673162690624583e-13
Position 156: 4.581877886327379e-13
Position 201: 4.3113770300101137e-13
Position 187: 4.018306127043738e-13
Position 158: 2.74282759081081e-16
Position 195: 1.7891828122389254e-22
