Gene = melt
index = 1787
Annotated 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
Annotated 3SS: [4656 4869 5183 6041 6848 7192 7427 7620 7961]
SMsplice 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
SMsplice 3SS: [4656 4869 5183 6041 6848 7210 7427 7620 7961]
top_k =  1000
Partition function (log Z): 30.9775652467686

Sorted 5' Splice Sites (High to Low Probability):
Position 5122: 0.999262603619498
Position 7087: 0.9969476589212473
Position 7903: 0.9968057217322833
Position 5986: 0.9963909610195714
Position 7557: 0.9927610700083851
Position 7363: 0.9837364780917508
Position 6791: 0.9690480553561529
Position 4812: 0.9579901918454452
Position 712: 0.9200216377742908
Position 2462: 0.12864175043592882
Position 2556: 0.11864775382852907
Position 2248: 0.07258919018804177
Position 2064: 0.061136166662291554
Position 1502: 0.05865971868308163
Position 4809: 0.037024403415108605
Position 6760: 0.027047917191267822
Position 2697: 0.0218135914584389
Position 3996: 0.020272057835285386
Position 71: 0.01837385707922099
Position 6632: 0.01835244776228026
Position 927: 0.017170548692066932
Position 75: 0.014313991999599481
Position 1269: 0.013968131267141687
Position 6545: 0.013958393719143541
Position 1516: 0.013294082480376907
Position 1263: 0.01235596621843153
Position 5333: 0.009650698716516271
Position 93: 0.009013149656155519
Position 996: 0.008538874824964838
Position 7351: 0.006482540175351736
Position 6604: 0.00645788407556787
Position 7551: 0.005870064181945146
Position 6495: 0.005602038800249903
Position 205: 0.004862558934375899
Position 1009: 0.004419843923390468
Position 4364: 0.004193728283809274
Position 115: 0.0036533611896746284
Position 8254: 0.003573444206001031
Position 113: 0.0035554703173582294
Position 1553: 0.0033439582482832713
Position 7969: 0.002675089101343608
Position 7907: 0.0020365269671502196
Position 6593: 0.0018751695156715754
Position 4816: 0.0016534438472089793
Position 5400: 0.0015756004335859566
Position 5393: 0.001465812681015121
Position 5337: 0.00137565652540629
Position 8007: 0.0012473967896311456
Position 5391: 0.0012008294471703967
Position 7537: 0.0011118608182720826
Position 5523: 0.0009722364061473693
Position 1198: 0.0009549193374413908
Position 117: 0.0008735372844444507
Position 6206: 0.0008567322210488222
Position 8001: 0.0008485152432050998
Position 5415: 0.0008466674970810268
Position 5254: 0.0007853679857137692
Position 1557: 0.0007482009332327227
Position 362: 0.000720895494480634
Position 5368: 0.0007071248331333211
Position 1579: 0.0006109656363793073
Position 8105: 0.0005754032315553536
Position 6855: 0.000535231766183422
Position 2017: 0.0005051822885132402
Position 5456: 0.0003652376035471547
Position 8130: 0.0003517425989193356
Position 806: 0.0003358421155556381
Position 967: 0.00033473067862640566
Position 1971: 0.00030812545023147344
Position 8485: 0.0002954559647400965
