Gene = Thor
index = 1559
Annotated 5SS: [327]
Annotated 3SS: [750]
SMsplice 5SS: [327]
SMsplice 3SS: [750]
top_k =  1000
Partition function (log Z): -4.161808753084588

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9964453845611925
Position 95: 0.051098483395733724
Position 89: 0.01402570297680246
Position 619: 0.010243785086244897
Position 26: 0.004391018982494583
Position 956: 0.004381426543716681
Position 672: 0.004254342536291864
Position 126: 0.002134386074844107
Position 875: 0.0011568057239637508
Position 963: 0.0007102383309135794
Position 128: 0.0006379863850174424
Position 93: 0.0005301594958149671
Position 583: 0.0005106253459128281
Position 633: 0.00045724662308995064
Position 245: 0.0003749503560997302
Position 651: 0.0003214813931406052
Position 460: 0.00030755612903189824
Position 387: 0.0002539547215544353
Position 363: 0.00025317363600392887
Position 278: 0.00021470496336268313
Position 150: 0.0001963797041995936
Position 392: 0.00018059303874917745
Position 579: 0.00017173064243139303
Position 331: 9.532293281194949e-05
Position 972: 7.7259376230293e-05
Position 528: 5.368884874616777e-05
Position 1007: 4.131117227217626e-05
Position 1049: 3.829361143215097e-05
Position 280: 3.169089679155198e-05
Position 509: 2.9732979925541572e-05
Position 1091: 2.1554058086246263e-05
Position 373: 1.82936025689201e-05
Position 1104: 1.7438219798864752e-05
Position 623: 1.738121962590312e-05
Position 467: 1.5268692026075198e-05
Position 941: 1.1993690356453375e-05
Position 138: 9.434160180910612e-06
Position 611: 7.73677417424662e-06
Position 184: 6.171885511553637e-06
Position 503: 6.1549308195575495e-06
Position 970: 5.9160698806808154e-06
Position 1071: 5.898859296217365e-06
Position 914: 5.20165685145206e-06
Position 512: 3.0618074296516773e-06
Position 587: 3.040759624922271e-06
Position 1078: 3.0324185622245016e-06
Position 859: 2.6404959699878603e-06
Position 1047: 2.2564229448098036e-06
Position 110: 1.6416387258799252e-06
Position 835: 4.89877621676969e-07
Position 828: 4.279592021876013e-07
Position 1095: 3.6017357743660507e-07
Position 204: 3.4057863765933333e-07
Position 885: 2.4570550057136076e-07
Position 1118: 1.3173085902008945e-07
Position 879: 1.2988038415397893e-07
Position 965: 1.169471470170912e-07
Position 248: 1.754098994890933e-10
Position 821: 5.558476622968583e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9670588270511675
Position 176: 0.06857355429482195
Position 410: 0.030958598169876308
Position 619: 0.007978970932639372
Position 1137: 0.003998971187535883
Position 707: 0.0036821012858089456
Position 1165: 0.0021991075005808667
Position 209: 0.0013598109560345316
Position 143: 0.0012098272162586858
Position 1014: 0.0010308897377610867
Position 497: 0.0008452738487884575
Position 181: 0.0006205722970009264
Position 1063: 0.0005367930875366543
Position 423: 0.00043497211480739644
Position 460: 0.0003793228907911236
Position 1007: 0.000265471488926898
Position 387: 0.00026427591122464523
Position 835: 0.0002570558439548247
Position 240: 0.0002553931203874834
Position 89: 0.00024979466201167845
Position 785: 0.00023686948468818036
Position 220: 0.0002330031116870555
Position 1042: 0.000165228083199802
Position 268: 0.00016494994071602573
Position 631: 0.00015146618733652092
Position 875: 0.00010345402754398614
Position 1047: 8.532257952901303e-05
Position 373: 6.889672299767933e-05
Position 116: 6.868129285456112e-05
Position 1078: 5.814455452907785e-05
Position 150: 5.588214359392618e-05
Position 908: 3.326974944404053e-05
Position 959: 2.887533103860401e-05
Position 935: 2.80707132348687e-05
Position 587: 2.7966165574607782e-05
Position 636: 1.973291740498672e-05
Position 660: 1.968578639385456e-05
Position 583: 1.3411546349536807e-05
Position 672: 1.0162176745908938e-05
Position 770: 6.760554897623092e-06
Position 509: 6.6152711467760365e-06
Position 941: 6.363943285367521e-06
Position 987: 5.9647774968792614e-06
Position 905: 4.978653228804182e-06
Position 244: 4.903084651402601e-06
Position 605: 4.565445153244838e-06
Position 1145: 3.6284979018500285e-06
Position 923: 3.094635756878325e-06
Position 1071: 1.786100331118164e-06
Position 594: 1.6205173242092662e-06
Position 808: 1.2053114611576363e-06
Position 914: 1.0377531579481217e-06
Position 126: 3.8796854093869424e-07
Position 633: 1.1891527160325344e-07
Position 277: 5.081701789578564e-08
Position 347: 1.525867144203229e-08
Position 392: 1.1756825302678501e-08
Position 326: 8.93000272709792e-09
Position 331: 2.5951802007418923e-09
Position 579: 1.1087556462753326e-11
Position 352: 6.573116966294083e-15
Position 363: 1.0084707065223855e-16
