Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  1000
Partition function (log Z): 4.759637991720838

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.9860069820900541
Position 1885: 0.9754190410310477
Position 604: 0.9243315846308279
Position 2230: 0.8077696981352083
Position 226: 0.28336092795647444
Position 2234: 0.04212452100464229
Position 1680: 0.025184822239799978
Position 812: 0.01988614293673856
Position 1425: 0.019280592809078855
Position 2750: 0.0122652795182854
Position 1864: 0.012143154893712295
Position 1500: 0.00827959885728882
Position 84: 0.0072200370000631104
Position 132: 0.005632671128045612
Position 762: 0.004045656576070414
Position 2758: 0.0038278049951440307
Position 969: 0.0037852306563876375
Position 608: 0.0031647937479024877
Position 1601: 0.0018655488697760995
Position 2502: 0.00173512282106658
Position 104: 0.0016312692353611451
Position 1377: 0.0013335143913939342
Position 1675: 0.0013322515410907991
Position 826: 0.0010122678212315475
Position 237: 0.0009518135298269633
Position 928: 0.0006544218819994418
Position 2614: 0.0005282423271847071
Position 869: 0.0004735747534892886
Position 448: 0.00046909672203622563
Position 1761: 0.0004559288273860245
Position 1520: 0.00044373689921812723
Position 2170: 0.0002768875605202567
Position 2748: 0.0002764657424502705
Position 1188: 0.0002727266126616639
Position 1717: 0.00026954143616886794
Position 791: 0.00025526008206955806
Position 1173: 0.00025410921578526924
Position 2623: 0.00019895156997594188
Position 476: 0.00018664309467408382
Position 2632: 0.00017857111427533546
Position 122: 0.0001769967809899625
Position 2176: 0.00017540229862919064
Position 243: 0.00017433091698334035
Position 1568: 0.0001648150893025496
Position 1506: 0.00013029055256770454
Position 1511: 0.00012782787752606102
Position 770: 0.00011493157026870613
Position 750: 0.00010670703748701892
Position 156: 0.00010526724275598709
Position 1909: 7.323816426802622e-05
Position 2076: 5.835832207962233e-05
Position 2293: 5.6458472824421855e-05
Position 1832: 5.273599646098993e-05
Position 148: 4.506702878036272e-05
Position 1930: 4.111612407707147e-05
Position 1999: 3.632890989492252e-05
Position 2431: 3.415044728539118e-05
Position 1257: 3.19150755559617e-05
Position 464: 2.1937576369798636e-05
Position 1137: 1.917167711542262e-05
Position 2380: 1.872861135713539e-05
Position 2479: 1.7583808764984624e-05
Position 2210: 1.4139640386786332e-05
Position 1468: 1.3704724960073836e-05
Position 197: 1.3603923421713266e-05
Position 1544: 1.3557941256513157e-05
Position 2029: 1.3200948633399887e-05
Position 2455: 1.1330673338487807e-05
Position 688: 1.0463202841674065e-05
Position 1889: 1.0111726895947009e-05
Position 1818: 9.342974620279213e-06
Position 657: 9.310684053000095e-06
Position 2511: 9.166400931622051e-06
Position 642: 7.135540642121658e-06
Position 1916: 6.08644136685911e-06
Position 39: 5.69468768947023e-06
Position 66: 4.901713736462354e-06
Position 651: 4.839183306968305e-06
Position 1836: 4.833145919050031e-06
Position 1684: 4.250377475737265e-06
Position 2548: 4.0102139026721155e-06
Position 683: 3.769986923427465e-06
Position 2485: 3.364616886364068e-06
Position 2413: 2.877954862408129e-06
Position 2284: 2.4005250063727356e-06
Position 714: 2.3691452810554287e-06
Position 728: 2.11863157162139e-06
Position 1714: 1.91340395383081e-06
Position 2269: 1.422773180028741e-06
Position 1495: 1.2491015147088048e-06
Position 2500: 1.1386855387008982e-06
Position 349: 7.989644117737299e-07
Position 1315: 7.980858520013603e-07
