Gene = Tsp68C
index = 1573
Annotated 5SS: [262]
Annotated 3SS: [358]
SMsplice 5SS: [262]
SMsplice 3SS: [358]
top_k =  1000
Partition function (log Z): -6.082762766372511

Sorted 5' Splice Sites (High to Low Probability):
Position 262: 0.9806793466455426
Position 692: 0.04145354564935618
Position 377: 0.01529767240966486
Position 121: 0.007135646360339135
Position 539: 0.005929243828629737
Position 1163: 0.004043492965409172
Position 199: 0.0021839627819837996
Position 764: 0.0021273772893249253
Position 310: 0.0021081707520748533
Position 279: 0.0016416495007491778
Position 1464: 0.0015570391809828815
Position 285: 0.0014587947280542736
Position 245: 0.0011973939606161079
Position 769: 0.0011578664541635995
Position 83: 0.0009588919289676499
Position 1503: 0.0009538423923773801
Position 700: 0.0008563475626449044
Position 1021: 0.0005412228835146524
Position 543: 0.0004891574438505619
Position 288: 0.0004724627494030175
Position 498: 0.00044143291526829584
Position 1281: 0.0004366092843439184
Position 1533: 0.0004150366890645927
Position 71: 0.0004016991857824414
Position 161: 0.0003435079510611609
Position 266: 0.00033168560972876614
Position 1009: 0.0002957460676016015
Position 172: 0.00018907811862165308
Position 387: 0.0001684510213875186
Position 1542: 0.0001626654438574289
Position 1521: 0.00011559496116447472
Position 1423: 8.578039327800078e-05
Position 854: 8.082479691003106e-05
Position 626: 7.462264018896429e-05
Position 380: 6.894237276063462e-05
Position 864: 5.0475916631190995e-05
Position 315: 4.7176948517486604e-05
Position 1518: 4.102932091675984e-05
Position 146: 3.84262699014045e-05
Position 817: 3.768479122104508e-05
Position 1507: 3.5899552617639796e-05
Position 25: 3.085956654240417e-05
Position 936: 3.067980943606461e-05
Position 156: 3.057090153414892e-05
Position 777: 2.970529270144804e-05
Position 38: 2.9525889841436846e-05
Position 1479: 2.7012882185388052e-05
Position 605: 2.4628409403715582e-05
Position 780: 2.4458220871878135e-05
Position 599: 1.7631862823844613e-05
Position 1274: 1.73909117354402e-05
Position 52: 1.6367191881801383e-05
Position 792: 1.5130142171480944e-05
Position 719: 1.3371396183246977e-05
Position 602: 1.1905148604682474e-05
Position 631: 9.198881827280943e-06
Position 255: 8.635700588316091e-06
Position 363: 6.598385857811678e-06
Position 1297: 6.143677651987867e-06
Position 518: 5.1759800220048135e-06
Position 127: 4.434622150064359e-06
Position 1321: 4.312143550833935e-06
Position 318: 3.9092903545849274e-06
Position 1385: 3.85010541389823e-06
Position 1300: 3.7878506138313655e-06
Position 649: 2.7713427343250182e-06
Position 232: 2.588765655236887e-06
Position 215: 2.574479314582887e-06
Position 736: 1.7428334069057303e-06
Position 1481: 8.13243036936753e-07
Position 536: 2.296856672599518e-08
Position 870: 8.899795550297872e-09
Position 1073: 7.534183758656332e-09
Position 555: 5.701853709658632e-09
Position 1044: 4.007960173781109e-09
Position 500: 5.11000182687988e-10
Position 1139: 3.6635804538390713e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 358: 0.9070613590116019
Position 429: 0.0964467475392411
Position 763: 0.05127696512011341
Position 1236: 0.0039289444631616195
Position 1597: 0.00360676075935476
Position 829: 0.0033608875826650897
Position 706: 0.0015730778134237968
Position 172: 0.0014395100457665168
Position 1341: 0.0007633216343770301
Position 940: 0.0006556294612439424
Position 1269: 0.0006358639903228746
Position 880: 0.0006205926262260877
Position 1560: 0.0005839143659672863
Position 306: 0.0005798103258340097
Position 491: 0.0005083165586996652
Position 672: 0.0005056417443767999
Position 386: 0.000450481934707551
Position 677: 0.000358046735485887
Position 1125: 0.00025261014995392244
Position 1640: 0.000207163002904022
Position 1144: 0.00020650537802547432
Position 180: 0.00018268850880910517
Position 1241: 0.00014116195064530965
Position 380: 0.00013540987782089745
Position 916: 0.00011818339833543815
Position 315: 0.00011131971545832572
Position 472: 0.00010438228651574599
Position 1266: 8.973220774858907e-05
Position 447: 8.552415519957212e-05
Position 966: 8.288844056301306e-05
Position 318: 7.709006841755673e-05
Position 1021: 7.190973985992863e-05
Position 1521: 4.7374602656823016e-05
Position 310: 4.592589384656498e-05
Position 1651: 3.9187510921782715e-05
Position 1347: 2.4937194634665087e-05
Position 730: 2.4251717163478233e-05
Position 733: 1.6470482269407796e-05
Position 555: 1.2002253711418368e-05
Position 1542: 1.123529684907814e-05
Position 736: 9.472344083540001e-06
Position 92: 5.57772586521348e-06
Position 1428: 5.023819376840866e-06
Position 1044: 4.9257231183964355e-06
Position 1026: 4.323547070094101e-06
Position 83: 3.2468078148047454e-06
Position 293: 3.242087484162484e-06
Position 1503: 2.7830743590519662e-06
Position 1281: 2.5771402109602616e-06
Position 1500: 2.494656749116648e-06
Position 1518: 2.4634827227845257e-06
Position 688: 1.3420513911870736e-06
Position 279: 1.6116558320364337e-08
Position 266: 2.773645221814479e-09
Position 76: 1.929785703611806e-09
Position 843: 1.7614398885814084e-09
Position 285: 1.1477113050025342e-09
Position 864: 9.018462932636534e-10
Position 459: 1.7510965722282423e-13
