Gene = stwl
index = 1900
Annotated 5SS: [325]
Annotated 3SS: [3101]
SMsplice 5SS: [325]
SMsplice 3SS: [3101]
top_k =  1000
Partition function (log Z): -9.842898479108591

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.8750901227882253
Position 3382: 0.37200432332065697
Position 1194: 0.1974518047786754
Position 2193: 0.08000061435635177
Position 3015: 0.07005106846078407
Position 5200: 0.058645432108517616
Position 332: 0.055288666160182284
Position 1767: 0.05401347291161019
Position 4449: 0.050733541725341336
Position 3870: 0.041064565154034956
Position 2600: 0.03818561647422901
Position 6105: 0.03378811996918035
Position 6607: 0.022030953519400903
Position 6780: 0.019674024032838286
Position 1527: 0.014570487239775881
Position 3417: 0.0135581410438977
Position 1523: 0.012588749142562632
Position 1722: 0.01075339998655479
Position 629: 0.008445589086198482
Position 588: 0.008434260206693578
Position 215: 0.007564078859511529
Position 1669: 0.007505198325377072
Position 2466: 0.007355062722903487
Position 465: 0.007352922151036673
Position 4323: 0.006563088656467528
Position 1511: 0.005821284493225819
Position 3413: 0.005656431579224045
Position 3710: 0.0038543752799895907
Position 2221: 0.0035295175939530203
Position 1952: 0.002990284082937478
Position 1003: 0.0028841699992627934
Position 4533: 0.0026723593758882693
Position 974: 0.0025285341124041245
Position 280: 0.00251181308838284
Position 4058: 0.0023216570622233168
Position 1684: 0.0022229364445697265
Position 2462: 0.0019624905184541922
Position 195: 0.0019422300898406268
Position 916: 0.001829520185543299
Position 1996: 0.0017601780637052265
Position 1578: 0.0014395573468929718
Position 573: 0.0010856529292212795
Position 992: 0.0010780326855286055
Position 1492: 0.0010760588520950262
Position 408: 0.001060068274232877
Position 3009: 0.0010516134602183262
Position 1798: 0.0010293018392210811
Position 1372: 0.0008908988446274512
Position 925: 0.0008675809872806158
Position 1937: 0.0005588815561705942
Position 4315: 0.0004937948531164785
Position 440: 0.0004834544804861907
Position 1007: 0.0004379031094389321
Position 4199: 0.0003912683704466409
Position 2167: 0.00037724579967560667
Position 68: 0.00035979843892578037
Position 1279: 0.00032686951041266393
Position 5633: 0.00032356661713001166
Position 33: 0.0002989759065844358
Position 2844: 0.0002718296639238741
Position 981: 0.0002672376685204211
Position 98: 0.00024412741581576733
Position 1692: 0.000194874820607136
Position 950: 0.00018878624861415287
Position 3624: 0.0001550388657139075
Position 645: 0.00015436546047605177
Position 1420: 0.0001487497477390504
Position 3542: 0.00012940079371252428
Position 4202: 0.00012736070884083493
Position 653: 0.00011828023061225486
Position 1673: 0.00010389721787309725
Position 528: 0.00010244622995271601
Position 445: 8.661611531749878e-05
Position 336: 7.976768292158943e-05
Position 37: 7.335083114929272e-05
Position 4187: 7.171742747808298e-05
Position 1501: 6.65872558539381e-05
Position 6134: 5.652639241401153e-05
Position 364: 4.7536322889450996e-05
Position 300: 4.42141899170637e-05
Position 1249: 3.821836439360033e-05
Position 1313: 3.6747926005314e-05
Position 75: 3.610817210525354e-05
Position 81: 3.532794899081433e-05
Position 83: 3.503352904294171e-05
Position 166: 2.851318981767927e-05
Position 72: 2.4648943177345956e-05
Position 2218: 2.312224771590667e-05
Position 1641: 2.031540762492591e-05
Position 92: 1.966701178080373e-05
Position 247: 1.9375941378861575e-05
Position 1771: 1.6672283451911766e-05
Position 312: 1.4322251262467944e-05
Position 102: 1.2053851907492828e-05
Position 43: 1.1330428769755698e-05
Position 1109: 8.30774236039849e-06
Position 1399: 7.1150932960342575e-06
Position 50: 6.226753519020784e-06
Position 559: 6.13383386422651e-06
Position 1267: 5.4600775864296535e-06
Position 443: 4.673710240655893e-06
Position 1241: 4.616749883994549e-06
Position 601: 4.546082068897023e-06
Position 320: 3.91775461407221e-06
Position 660: 3.443767314763782e-06
Position 837: 3.0506916825111026e-06
Position 657: 3.0376977112453274e-06
Position 1316: 2.8639471675362e-06
Position 390: 2.789535058544191e-06
Position 1120: 2.591672234970903e-06
Position 451: 2.3826625226404677e-06
Position 512: 2.269039387974072e-06
Position 716: 2.121063811444161e-06
Position 1048: 2.066512167653582e-06
Position 531: 2.0640878622878824e-06
Position 519: 1.8025116641206311e-06
Position 1046: 1.5757471241304353e-06
Position 1042: 1.4458421417952486e-06
Position 1377: 1.2494677958618868e-06
Position 329: 1.2291468643303818e-06
Position 828: 8.485558539639811e-07
