Gene = spag4
index = 1886
Annotated 5SS: [ 174  802 1024]
Annotated 3SS: [ 231  856 1082]
SMsplice 5SS: [ 346 1024]
SMsplice 3SS: [ 856 1145]
top_k =  1000
Partition function (log Z): -3.9450847269054385

Sorted 5' Splice Sites (High to Low Probability):
Position 1024: 0.9132020885261423
Position 346: 0.7464578495185785
Position 174: 0.3837070163703484
Position 136: 0.12409461822480887
Position 802: 0.1071947705943898
Position 765: 0.09509088314316658
Position 796: 0.07489034593368742
Position 776: 0.0233057932898504
Position 999: 0.021200283787953602
Position 151: 0.018891225639671744
Position 1090: 0.00578735987396983
Position 316: 0.003672219072516198
Position 566: 0.003191466252787719
Position 544: 0.003096102496543137
Position 769: 0.002112076156456525
Position 57: 0.0018340948282657055
Position 619: 0.0009550654018872234
Position 527: 0.0008205274339988584
Position 424: 0.0004256431948645624
Position 1014: 0.000412400487207403
Position 685: 0.0002639466870198551
Position 28: 0.0002472290466134654
Position 66: 0.00024372264674835123
Position 650: 0.00016223311516396245
Position 1057: 0.00014805544569325977
Position 1178: 0.00013114536764035524
Position 593: 0.00012890790744973294
Position 285: 0.00012283773207859083
Position 715: 0.00011325564438647895
Position 1084: 0.0001109732472219891
Position 944: 7.583515255047466e-05
Position 51: 6.672778599861155e-05
Position 942: 6.277481086663125e-05
Position 584: 6.056207642463508e-05
Position 452: 5.3383278586075074e-05
Position 330: 5.0757994255257954e-05
Position 350: 4.728661191795986e-05
Position 159: 3.667720636636196e-05
Position 1028: 3.5205210559623156e-05
Position 265: 2.9191541141481847e-05
Position 358: 2.0478561444087096e-05
Position 185: 1.5319959885469314e-05
Position 403: 1.3118370817124398e-05
Position 1044: 1.2692790712118345e-05
Position 739: 1.261003343388175e-05
Position 982: 9.516670479318756e-06
Position 242: 8.816109306790537e-06
Position 78: 8.359999615921382e-06
Position 431: 7.83158487802223e-06
Position 927: 5.93461489653047e-06
Position 813: 4.137382403675626e-06
Position 1030: 4.088261192206238e-06
Position 182: 2.1882272701314545e-06
Position 369: 1.9186835397434815e-06
Position 903: 1.827910612382776e-06
Position 481: 7.960347170676614e-07
Position 898: 7.531309989007725e-07
Position 31: 7.523135593937674e-07
Position 279: 4.420099528763721e-07
Position 1104: 3.951661312476756e-07
Position 889: 1.4334276849506673e-11
Position 831: 4.721597792901079e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.962692613819981
Position 1145: 0.5601768451345572
Position 1082: 0.38345983881454937
Position 231: 0.3205538388961048
Position 200: 0.11199998834924993
Position 420: 0.06805870160902319
Position 203: 0.031257158470244906
Position 452: 0.02372662025674847
Position 584: 0.017484027164089106
Position 417: 0.016964656548658225
Position 704: 0.016416873263628593
Position 249: 0.005388408170583772
Position 605: 0.00303258185306348
Position 252: 0.0027130193146445206
Position 375: 0.0025334488744859405
Position 1067: 0.0014663543699560862
Position 220: 0.001200406204752351
Position 581: 0.0011779144591188239
Position 246: 0.0005916276802438224
Position 1236: 0.00045715259198106796
Position 674: 0.0002709772595877122
Position 1090: 0.00025698983004245594
Position 1248: 0.00011118739699153302
Position 831: 9.402421713266388e-05
Position 121: 8.383544872809034e-05
Position 124: 7.190562428432782e-05
Position 495: 6.228428489636793e-05
Position 431: 6.072367108560272e-05
Position 381: 5.892708176581253e-05
Position 549: 4.509949281947589e-05
Position 1166: 4.140410826037978e-05
Position 1220: 3.408506779713228e-05
Position 424: 2.6261372114860638e-05
Position 880: 2.3258242756043782e-05
Position 519: 1.0932068219889325e-05
Position 774: 1.0870808716160234e-05
Position 898: 9.981116209233683e-06
Position 273: 7.43331371057233e-06
Position 1178: 7.050106159667188e-06
Position 1100: 5.058261014028966e-06
Position 533: 3.048755953248937e-06
Position 285: 2.898339442652601e-06
Position 212: 2.248910863764836e-06
Position 867: 2.1925934203769032e-06
Position 178: 1.7528223559690365e-06
Position 350: 1.4439355531952336e-06
Position 312: 1.2655895131946435e-06
Position 1147: 1.1776695509547095e-06
Position 934: 1.1216078075600442e-06
Position 925: 6.712373182329852e-07
Position 522: 6.118473422645523e-07
Position 942: 4.26759529522828e-07
Position 1028: 3.9364484962480426e-07
Position 319: 2.567914033629592e-07
Position 886: 1.95609615151604e-07
Position 260: 1.5077424173390722e-07
Position 256: 1.4615805017546756e-07
Position 301: 1.0209965206278752e-07
Position 265: 4.6247815790255127e-08
Position 155: 5.295661668925703e-10
Position 316: 2.8878493639939166e-11
