Gene = blot
index = 1630
Annotated 5SS: [16927 18022 19904 22928 23120]
Annotated 3SS: [17779 19671 22781 22982 23183]
SMsplice 5SS: [  104 12290 19904 22928 23120]
SMsplice 3SS: [11641 19671 22781 22982 23183]
top_k =  1000
Partition function (log Z): 0.93920079813043

Sorted 5' Splice Sites (High to Low Probability):
Position 23120: 0.9920494972561502
Position 22928: 0.9763269754406868
Position 19904: 0.9118831677937616
Position 12290: 0.8856573955819607
Position 2615: 0.3434045979230466
Position 20195: 0.20555980631601306
Position 2262: 0.16981591250455683
Position 1353: 0.15324723140229318
Position 761: 0.14910001487670094
Position 104: 0.13446007803952112
Position 265: 0.1342338538735524
Position 161: 0.12075866162712379
Position 63: 0.10381624695900929
Position 12956: 0.09335112257653254
Position 1040: 0.08742165778680241
Position 980: 0.0669467061967178
Position 1894: 0.0654044087403876
Position 2419: 0.060100682133855096
Position 19992: 0.052876995905026876
Position 45: 0.04957678858370189
Position 13918: 0.04276829691096837
Position 1357: 0.04207198433172018
Position 20243: 0.032638304879228884
Position 13530: 0.030936079458588554
Position 18022: 0.028310543107920215
Position 22932: 0.022754811093932674
Position 12924: 0.02216087003931249
Position 12312: 0.019603414761552057
Position 12639: 0.018409106692412972
Position 2576: 0.015987246827825995
Position 227: 0.015332421918624056
Position 12307: 0.015101406174806698
Position 2204: 0.011950492890705964
Position 1558: 0.01164568230630864
Position 21028: 0.010340741560546384
Position 20439: 0.010028509783131028
Position 83: 0.009795133827614528
Position 224: 0.009184394222766077
Position 22129: 0.008778138063871465
Position 29: 0.008141557964643116
Position 593: 0.007857736408258865
Position 21309: 0.007488079719623539
Position 12373: 0.0073622154877179095
Position 23446: 0.007225667087581773
Position 21412: 0.006886312413468421
Position 20235: 0.006573155517897191
Position 23272: 0.006430170242867091
Position 23458: 0.0062081055564869175
Position 20239: 0.005879432688619378
Position 611: 0.0056368696219162295
Position 19788: 0.005623563534464042
Position 13071: 0.005496877586543956
Position 14297: 0.005244637251813321
Position 3633: 0.004980004876566041
Position 1489: 0.004919819609129276
Position 24302: 0.004795143688135341
Position 116: 0.0047202952352508615
Position 20318: 0.004450601094815479
Position 13664: 0.004168475218088877
Position 1182: 0.004135932068695919
Position 16115: 0.004134262351071848
Position 21266: 0.004056633005026828
Position 1323: 0.003815795394671398
Position 12388: 0.0032694824649489706
Position 24269: 0.003213583982156125
Position 20507: 0.0027743489381808805
