Gene = Iyd
index = 1238
Annotated 5SS: [ 507 1698 2051]
Annotated 3SS: [ 602 1889 2105]
SMsplice 5SS: [2051]
SMsplice 3SS: [2105]
top_k =  1000
Partition function (log Z): -7.0608948069427555

Sorted 5' Splice Sites (High to Low Probability):
Position 2051: 0.9825152584818626
Position 1622: 0.14582995625077444
Position 40: 0.10111265107517864
Position 296: 0.04726281424679962
Position 437: 0.04375828738775667
Position 1136: 0.043450954459326084
Position 69: 0.019921188228111508
Position 1820: 0.01982183591820095
Position 2443: 0.015869277189355675
Position 54: 0.009153315369285542
Position 545: 0.007854559504249686
Position 218: 0.00677366189255093
Position 1287: 0.006081473330595365
Position 88: 0.004209400507944186
Position 300: 0.003297490128026907
Position 1978: 0.003174296988673926
Position 1054: 0.002362664760884791
Position 153: 0.001800291341758612
Position 1946: 0.0015768730341222156
Position 13: 0.0015575901527802747
Position 1438: 0.0012935129230834013
Position 583: 0.0007612036890225298
Position 690: 0.0005313682067932754
Position 1412: 0.0005256359270295052
Position 1537: 0.00034227189611492695
Position 1803: 0.00027979471661723803
Position 1698: 0.0002783380122397185
Position 1289: 0.0002665562064770758
Position 1074: 0.00017067360136376232
Position 1754: 0.00015160810079958037
Position 2038: 0.0001254237477559697
Position 478: 0.00011391700127931277
Position 677: 8.392657143099034e-05
Position 2447: 7.358993938550495e-05
Position 250: 6.151229052666905e-05
Position 2735: 5.5898261561381806e-05
Position 2414: 3.566843263061149e-05
Position 2347: 3.213834029130576e-05
Position 165: 3.159734650055729e-05
Position 2739: 2.498951725393922e-05
Position 849: 2.1507620605884265e-05
Position 2480: 1.9787602617082498e-05
Position 2354: 1.617577908972526e-05
Position 1198: 1.4149726393121053e-05
Position 2762: 1.2487230164636525e-05
Position 2357: 1.207441444935584e-05
Position 2607: 1.1808044694865557e-05
Position 2282: 9.927060141405912e-06
Position 2506: 9.412025140565393e-06
Position 230: 8.11280310998672e-06
Position 2488: 7.775605014931615e-06
Position 692: 7.629590233054204e-06
Position 2238: 7.6196390603168645e-06
Position 1463: 5.932467023619505e-06
Position 861: 5.4129365623508205e-06
Position 607: 4.912221505720822e-06
Position 1336: 4.354482324738783e-06
Position 494: 4.058238790316066e-06
Position 2008: 4.047305878650183e-06
Position 1555: 3.5958763328010105e-06
Position 2801: 3.592303995454973e-06
Position 2174: 3.4468486621378913e-06
Position 626: 2.3288342318207426e-06
Position 1048: 2.255691832710838e-06
Position 1234: 1.657349872876169e-06
Position 2396: 1.5937132194389855e-06
Position 1033: 1.5524433237816804e-06
Position 745: 1.258450045976027e-06
Position 284: 1.2344182044215801e-06
Position 1343: 1.1655463544254802e-06
Position 2788: 9.821454139218723e-07
Position 402: 8.917202187529246e-07
Position 893: 8.216833101032952e-07
Position 707: 3.4906839454157374e-07
Position 141: 1.7857472866213748e-07
Position 2165: 4.8782712989109914e-08
Position 242: 9.263894324606258e-09
Position 1509: 6.233238180171468e-09
Position 852: 4.6683734244993625e-09
Position 788: 4.399995114374135e-10
Position 116: 7.93597506441272e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2105: 0.9976762043383006
Position 128: 0.10599663651890147
Position 1873: 0.060790509463314796
Position 1683: 0.05417911630101508
Position 1667: 0.043746399737223864
Position 1692: 0.03070055953674753
Position 503: 0.024362136759494953
Position 1778: 0.02119079311571722
Position 1876: 0.017087047911197185
Position 2029: 0.015664187831154308
Position 1343: 0.01290588347063228
Position 2530: 0.010362167985482128
Position 278: 0.00879980432348315
Position 359: 0.007597384692712411
Position 1373: 0.006557235441037407
Position 1889: 0.004550401216838159
Position 1509: 0.004172067726528303
Position 1999: 0.0036429086559481485
Position 1357: 0.003097029084650905
Position 605: 0.0030245749410031876
Position 1820: 0.0029518707601684444
Position 137: 0.0028209299916953454
Position 1227: 0.0026720648302693928
Position 507: 0.002332179340224992
Position 578: 0.0023034169669062486
Position 2527: 0.002230823970811235
Position 2630: 0.002159766429599998
Position 1670: 0.0014385138649088342
Position 1378: 0.001362806719110732
Position 1273: 0.001272098709107869
Position 979: 0.0011397588896763526
Position 835: 0.0010454410661354338
Position 81: 0.0009024632165591263
Position 1566: 0.000887350361852663
Position 1173: 0.0008608004917379361
Position 148: 0.0008543138414686445
Position 1250: 0.0007068155850887771
Position 1181: 0.0006456403792759818
Position 1794: 0.0006123020216304598
Position 1006: 0.0005594891050471195
Position 1255: 0.0004936420589664222
