Gene = MCU
index = 1255
Annotated 5SS: [  132  1212 11681 12102 40098 40262 40423 40680]
Annotated 3SS: [ 1025 11583 11828 39865 40155 40320 40475 40740]
SMsplice 5SS: [ 1212 11681 12102 40098 40250 40423 40680]
SMsplice 3SS: [11583 11828 39865 40155 40320 40475 40740]
top_k =  1000
Partition function (log Z): 1.7513289042914044

Sorted 5' Splice Sites (High to Low Probability):
Position 12102: 0.9999999999999983
Position 40098: 0.9967364409138432
Position 40423: 0.9940427429804174
Position 11681: 0.9780494225719929
Position 40680: 0.9753978376701935
Position 1212: 0.48573755144845004
Position 40250: 0.3800153487256914
Position 40262: 0.3080984713775826
Position 529: 0.2499713396040118
Position 40245: 0.22986847537859492
Position 41119: 0.16700120437268431
Position 1429: 0.05262778353016572
Position 520: 0.04367785077520409
Position 40267: 0.0433694714334856
Position 235: 0.0414031392045385
Position 41333: 0.03730936493247695
Position 2129: 0.03526032144196703
Position 42287: 0.031510640218425194
Position 883: 0.03106582535112142
Position 40241: 0.021285139624982564
Position 2133: 0.019484629748625602
Position 40652: 0.017721915077971474
Position 132: 0.017036128509226464
Position 11685: 0.014180844178411934
Position 2107: 0.010047768880480134
Position 823: 0.009391441304714027
Position 40232: 0.009224310377433506
Position 41096: 0.007199368978065737
Position 42741: 0.0069883514349668215
Position 41591: 0.006657440391627951
Position 11689: 0.006510790481239672
Position 4: 0.005016966383394217
Position 42320: 0.004792968792295922
Position 40918: 0.004311850421956205
Position 41872: 0.0037507410580065034
Position 40583: 0.003193285105607561
Position 42311: 0.0028828566205609967
Position 41876: 0.0024627495025388558
Position 41170: 0.002442434333572246
Position 41367: 0.00198343173596407
Position 41656: 0.0018315577926556357
Position 41498: 0.0016839313947932732
Position 41856: 0.0015770822925020279
Position 41262: 0.0015452564117783725
Position 42402: 0.0014579549904919287
Position 41149: 0.0013085647964938595
Position 42093: 0.0011534945318418944
Position 41929: 0.0010948775817674612
Position 40807: 0.0010588142976472102
Position 42315: 0.0010007141964690639
Position 41280: 0.0009047642621536888
Position 42745: 0.0008356008025568854
Position 41002: 0.0006537498801715399
Position 41793: 0.0006311612208378193
Position 40991: 0.0005824650109160812
Position 11736: 0.00039059440735073975
Position 42010: 0.00037143100097519413
Position 41069: 0.0003393911083197864
Position 41107: 0.00016461756742378836
Position 40547: 0.0001634194818655691
Position 41570: 0.00015982609277155548
Position 41090: 0.00015236696736432368
Position 40863: 0.00015186551551979682
Position 41152: 0.00013941706861705342
Position 41154: 0.00012276927384095816
Position 40819: 0.00011285507791770785
Position 41319: 0.00011019811437933163
Position 42003: 0.00010381416965389719
Position 42697: 7.767126521512541e-05
Position 41860: 6.404612052576162e-05
Position 42907: 6.215327182574422e-05
Position 41466: 6.161975472223555e-05
Position 40614: 6.03601124229452e-05
Position 40848: 6.034911884172209e-05
Position 41369: 3.952575019293152e-05
Position 2324: 3.925417423193228e-05
Position 40534: 3.595729185715764e-05
Position 3975: 3.56646870045324e-05
Position 40551: 3.340477532883865e-05
Position 41110: 3.273071516953764e-05
Position 41865: 2.608619289524e-05
Position 41687: 2.239695202325763e-05
Position 41885: 2.1316413076682574e-05
Position 2224: 1.2650222069007511e-05
Position 5968: 1.130198206350207e-05
Position 2902: 1.0802331162613708e-05
Position 40668: 1.0079568442407218e-05
Position 42086: 8.475588178322686e-06
Position 41647: 7.438207351013727e-06
Position 1484: 4.723862037936067e-06
Position 1372: 4.261938177793947e-06
Position 41918: 3.891941321240433e-06
Position 40626: 3.7165764151335324e-06
