Gene = morgue
index = 1793
Annotated 5SS: [217]
Annotated 3SS: [278]
SMsplice 5SS: [217]
SMsplice 3SS: [278]
top_k =  1000
Partition function (log Z): -3.401524559373735

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9922592343721838
Position 1341: 0.0127986146763447
Position 193: 0.007193846125490766
Position 477: 0.000934030259810685
Position 14: 0.0007541650844372882
Position 221: 0.0005314826994759477
Position 21: 0.00039667352528561584
Position 1544: 0.0003078310304409734
Position 1140: 0.00026033056043750985
Position 846: 0.00022143475437963312
Position 1586: 0.00015628767407737082
Position 1577: 8.508798816257044e-05
Position 1449: 8.245818318742419e-05
Position 1646: 4.791903029232845e-05
Position 1289: 4.4902121865232916e-05
Position 1165: 2.4526123396287914e-05
Position 1557: 2.287279290324536e-05
Position 1025: 2.0801769824841768e-05
Position 1016: 1.4968586056998495e-05
Position 1671: 8.973878297571386e-06
Position 962: 7.797754177655638e-06
Position 1689: 5.386987781916006e-06
Position 1701: 5.170516091399578e-06
Position 1345: 5.146410323455262e-06
Position 994: 3.8309279426879084e-06
Position 903: 3.2403786514680307e-06
Position 362: 3.1024137058811787e-06
Position 700: 3.050636146301476e-06
Position 525: 2.5918506887222213e-06
Position 898: 2.5573423389884994e-06
Position 1668: 2.499621221410956e-06
Position 825: 1.9068311835702705e-06
Position 805: 1.8373937828473149e-06
Position 1392: 1.5701912280862417e-06
Position 1217: 1.4720967307711183e-06
Position 297: 1.0798760373976475e-06
Position 609: 1.0330633888163575e-06
Position 236: 9.112944417086187e-07
Position 1484: 8.975639803063737e-07
Position 25: 8.817477644694118e-07
Position 953: 7.083852239882649e-07
Position 437: 6.820918579212097e-07
Position 68: 5.573464521499402e-07
Position 986: 5.06898593326743e-07
Position 638: 5.024721869084687e-07
Position 1087: 4.483277243819394e-07
Position 1440: 3.206045308274439e-07
Position 1298: 2.859051190082818e-07
Position 338: 2.809262152310336e-07
Position 1494: 2.5364006597904024e-07
Position 1270: 2.400328732157952e-07
Position 40: 2.168484305795932e-07
Position 1424: 2.1000002869359925e-07
Position 588: 1.1836390993827802e-07
Position 1081: 1.1595318756889288e-07
Position 283: 6.45906167008909e-08
Position 1704: 5.7422235029843117e-08
Position 1687: 4.985284400013248e-08
Position 52: 2.990181385802752e-08
Position 140: 2.8419615154399798e-08
Position 63: 8.56610507913351e-09
Position 887: 7.03881071341493e-09
Position 840: 5.291468396108203e-09
Position 927: 4.368761908970062e-09
Position 768: 4.008414220056719e-09
Position 85: 4.46071860269515e-10
Position 1374: 2.797674644440811e-10
Position 1040: 2.3269298479287776e-10
Position 117: 2.293767542636866e-10
Position 881: 9.003804064041137e-11
Position 335: 8.487383799265654e-11
Position 299: 6.981674014673024e-11
Position 1461: 3.728956026369233e-11
Position 1054: 9.861803717585755e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 278: 0.9985490973724265
Position 1415: 0.006274326243706607
Position 1412: 0.005878453701126958
Position 548: 0.0010904012410147081
Position 80: 0.0010727458052140347
Position 283: 0.0009231635595740118
Position 1696: 0.0006372770987008112
Position 1466: 0.0003812275184745317
Position 1757: 0.00027359404548863396
Position 1494: 0.00024115279771420067
Position 374: 0.00020491359556979434
Position 1341: 0.00018935202634514487
Position 91: 7.427078743941498e-05
Position 1244: 6.307340962127203e-05
Position 1610: 6.0202660676736895e-05
Position 1613: 5.195871559310835e-05
Position 1186: 4.6441345703861315e-05
Position 911: 3.47948724959923e-05
Position 1701: 2.7127529463014592e-05
Position 262: 2.689372521286211e-05
Position 1535: 2.0474602461844573e-05
Position 898: 1.935021815589018e-05
Position 1270: 1.175556179825913e-05
Position 994: 7.589405730602529e-06
Position 1199: 7.408951634301033e-06
Position 566: 6.347650308875003e-06
Position 974: 5.47444670365883e-06
Position 1002: 5.361360102592412e-06
Position 1170: 4.998483198252292e-06
Position 605: 4.351457782961983e-06
Position 1543: 4.322808409408805e-06
Position 588: 3.4259621002029174e-06
Position 698: 3.4094320512942777e-06
Position 1100: 3.324431844437005e-06
Position 443: 2.6505266087293303e-06
Position 594: 2.194452198195316e-06
Position 947: 2.018685170008574e-06
Position 1091: 1.7661691470351524e-06
Position 1769: 1.1703236042992422e-06
Position 1281: 9.981792834975842e-07
Position 790: 9.568065591221058e-07
Position 105: 9.54837333134682e-07
Position 903: 9.152926211003918e-07
Position 1115: 8.972927388695769e-07
Position 140: 8.416203936773856e-07
Position 1448: 8.279103446625244e-07
Position 480: 5.59512193722635e-07
Position 63: 5.306792806198362e-07
Position 99: 3.614415611195673e-07
Position 560: 3.1093271287649967e-07
Position 452: 3.018355831087296e-07
Position 114: 2.6279132206904845e-07
Position 522: 2.5269583862672976e-07
Position 971: 2.507360947860258e-07
Position 126: 2.3955486944802916e-07
Position 575: 1.4384307106795324e-07
Position 111: 1.335873157551472e-07
Position 1630: 1.1077915593591627e-07
Position 497: 1.0638958133809164e-07
Position 413: 7.025046192630159e-08
Position 449: 5.9474735586569224e-08
Position 768: 5.499989098835044e-08
Position 506: 4.888132421884031e-08
Position 117: 3.750965727307926e-08
Position 137: 1.6707081110501706e-08
Position 1289: 1.9678711340851713e-09
Position 845: 1.1943593050969771e-09
Position 177: 9.851675594777135e-10
Position 1316: 8.816363477436874e-10
Position 746: 8.621403769747381e-10
Position 959: 7.269631887279625e-10
Position 1073: 3.3261800421817224e-10
Position 760: 3.0782256127033736e-10
Position 189: 4.8331274120243686e-11
Position 383: 9.841258526219969e-12
Position 150: 6.024171799724347e-12
Position 579: 5.479780245170957e-12
Position 236: 4.369003932723428e-12
Position 431: 3.32148429923113e-12
Position 386: 1.3906540353700758e-12
Position 817: 7.800291119174015e-13
Position 231: 4.75830262177236e-13
Position 814: 2.487097067196821e-13
Position 647: 2.2656846065745063e-13
Position 196: 1.6230132100186442e-13
Position 796: 1.5749563545079823e-13
Position 332: 4.246445435455037e-14
Position 456: 2.6499635783608442e-14
Position 398: 2.3110798176021232e-14
Position 464: 1.0967597591469223e-14
Position 461: 1.9391745461704887e-16
Position 198: 1.7970944808514546e-17
