Gene = vri
index = 1930
Annotated 5SS: [17223 18969]
Annotated 3SS: [18620 19076]
SMsplice 5SS: [  566 18969]
SMsplice 3SS: [18620 19076]
top_k =  1000
Partition function (log Z): -3.2433002850133508

Sorted 5' Splice Sites (High to Low Probability):
Position 18969: 0.9990797540443606
Position 566: 0.9602104485177114
Position 13324: 0.6195607293029761
Position 11801: 0.3875959723843676
Position 19649: 0.37175076518130773
Position 10502: 0.3424058385673847
Position 13521: 0.22752067588458227
Position 10808: 0.12350123969704918
Position 21373: 0.09249645971900335
Position 12366: 0.0815815914819213
Position 10918: 0.07249581087026906
Position 6493: 0.06684272775122646
Position 11796: 0.053648507033765926
Position 21099: 0.044422809689169625
Position 20949: 0.03995501086681434
Position 8810: 0.032243420247552966
Position 19484: 0.030955142506489845
Position 12488: 0.02432206998322628
Position 10506: 0.024102548283292016
Position 10846: 0.024020415424777633
Position 600: 0.023292463278283417
Position 10149: 0.02309311856747348
Position 14150: 0.022584212800161065
Position 15115: 0.015629851093271675
Position 20213: 0.012157943604037628
Position 9820: 0.011944518470241876
Position 10812: 0.01133173501154687
Position 22102: 0.00940887132166281
Position 1307: 0.00858256377894378
Position 3192: 0.008467388377432248
Position 12604: 0.007759991061862395
Position 6076: 0.00737498956735919
Position 604: 0.0073340951520442154
Position 10814: 0.007144786584600324
Position 8674: 0.007023901412571137
Position 21391: 0.0061850183575767725
Position 946: 0.00572831974152409
Position 13858: 0.005401223540145801
Position 615: 0.005286731264809678
Position 20773: 0.005214152574949783
Position 13490: 0.004788726685118371
Position 13690: 0.0034739950584430704
Position 20684: 0.003210167114790432
Position 13463: 0.003073151844708854
Position 6388: 0.002782465814094753
Position 19712: 0.0027227691362652798
Position 13450: 0.002684644424927176
Position 20933: 0.0026767993923518824
Position 6357: 0.0026747983799335407
Position 21095: 0.002562627716194634
Position 21192: 0.0024762089271516373
Position 9824: 0.00240468488929532
Position 6092: 0.0023978585725629763
Position 10822: 0.0023386096776324586
Position 10824: 0.0022868212945447333
Position 15158: 0.002238453357523603
Position 9187: 0.0022295589595428466
Position 926: 0.002076695100845778
Position 13785: 0.0020271678708403554
Position 6082: 0.002026268450616454
Position 2115: 0.0020061371006299994
Position 12260: 0.0017336099871073638
Position 10957: 0.0017106554983123577
Position 10818: 0.001686957870537523
Position 4317: 0.0016410534838719349
Position 21608: 0.0015564415076087428
Position 6072: 0.0014384357291261363
Position 21369: 0.0013359118520241801
Position 204: 0.0013146790333655658
Position 12647: 0.0012058137120482405
Position 21345: 0.0011380436037171282
Position 389: 0.0011265374660733307
Position 13748: 0.0011146253649115105
Position 10820: 0.0011124237496681465
Position 1148: 0.0011115398748726773
Position 3527: 0.0008740084371067048
Position 7745: 0.0008280351305368005
Position 19629: 0.0007983042754744141
Position 20937: 0.0007832785161041376
Position 579: 0.0006529221926560875
Position 20189: 0.0006444979841472143
Position 14092: 0.0005971789158387777
Position 827: 0.0005711739377725404
Position 10950: 0.0005298569482923585
Position 2729: 0.00046718176282021764
Position 18975: 0.00044023657933645684
Position 860: 0.00032359248755333726
Position 22227: 0.0003214456385544724
Position 8113: 0.0003109813197569584
Position 10722: 0.00030475377268310435
Position 8678: 0.00029907854852145567
Position 6670: 0.00029691848356477873
Position 3451: 0.0002872731196171794
Position 2814: 0.0002495304527328164
Position 19976: 0.0002201955416410944
Position 20078: 0.00016541936316879054
Position 2333: 0.0001577452304843363
Position 19529: 0.0001220724354236892
Position 8130: 0.00010841528686266466
Position 331: 0.00010532900222651901
Position 2818: 8.67691437610171e-05
Position 624: 6.837562435176084e-05
Position 20912: 5.070727446536073e-05
Position 2796: 4.813919501872064e-05
Position 5546: 4.6226710244886776e-05
Position 5784: 4.5928352459848164e-05
Position 8978: 3.6744651286652314e-05
Position 2459: 3.1161842050637444e-05
Position 4354: 3.0189947859338017e-05
Position 4753: 2.9601341066537134e-05
Position 5236: 2.884525079533792e-05
Position 2835: 2.6992771533129914e-05
Position 18905: 2.4511836246049197e-05
Position 18845: 2.4137668144239293e-05
Position 19382: 2.2592945746870415e-05
Position 2620: 2.2265145107841085e-05
Position 2807: 2.1488535840395812e-05
Position 19914: 1.8022520855572192e-05
Position 3420: 1.614314243152124e-05
Position 5325: 1.39812262729694e-05
Position 19774: 1.2353263198402468e-05
Position 1570: 1.0607157823941953e-05
Position 6515: 1.0239862205112751e-05
Position 215: 9.804201040935469e-06
Position 7711: 9.444888682307498e-06
Position 456: 8.893624832114503e-06
Position 2668: 8.224315471707967e-06
Position 651: 8.040787389122957e-06
Position 1753: 7.789212141755398e-06
Position 964: 6.174130507194382e-06
Position 20879: 5.893434038522522e-06
Position 69: 5.194225340356147e-06
Position 3182: 4.332531044739357e-06
Position 175: 4.298281893680797e-06
Position 572: 4.060133233620821e-06
Position 2762: 3.1594640925086765e-06
Position 7673: 2.9054344947086207e-06
Position 1048: 2.769339543828091e-06
Position 2779: 2.3752576579568296e-06
Position 1424: 2.0286455446512603e-06
Position 972: 1.8294723113739808e-06
Position 1416: 1.7082159419852674e-06
Position 19896: 1.5141140654413646e-06
Position 1389: 1.5067548801531988e-06
Position 588: 1.4952071509048764e-06
Position 1412: 1.4712055752170143e-06
Position 311: 1.4499158893991882e-06
Position 240: 1.187599444284586e-06
Position 1780: 1.1669154496144252e-06
Position 1129: 1.1304165829046282e-06
Position 21118: 1.10032655531509e-06
Position 162: 9.643326722335841e-07
Position 1311: 8.973999088427167e-07
Position 1858: 8.699952714645049e-07
Position 570: 7.130037295067756e-07
Position 1035: 6.453603575469517e-07
Position 1368: 4.496260986314993e-07
Position 446: 3.80846394194584e-07
Position 19459: 3.324549185161018e-07
