Gene = Tim23
index = 1562
Annotated 5SS: [250 631 860]
Annotated 3SS: [347 689 923]
SMsplice 5SS: [250 631 860]
SMsplice 3SS: [347 689 923]
top_k =  1000
Partition function (log Z): -3.159332648191871

Sorted 5' Splice Sites (High to Low Probability):
Position 860: 0.9678941027176148
Position 250: 0.8886127169978032
Position 631: 0.698249793946439
Position 617: 0.044490821897391064
Position 91: 0.011266109821194487
Position 686: 0.009763336580489862
Position 533: 0.008067426079229747
Position 567: 0.004679886083674792
Position 269: 0.004075254952304245
Position 817: 0.0023418307572113015
Position 79: 0.0013204337884844474
Position 740: 0.001301818208868106
Position 27: 0.00038593826804554936
Position 621: 0.00032673007541652026
Position 852: 0.0003264598664915959
Position 579: 0.00030346918194995863
Position 6: 0.00010546516449587156
Position 657: 7.878324078229636e-05
Position 716: 6.525126217811669e-05
Position 690: 5.5345960786828955e-05
Position 415: 5.500945978384079e-05
Position 396: 5.233425161441386e-05
Position 407: 4.107281846637985e-05
Position 320: 4.015177202858632e-05
Position 202: 3.728060876710672e-05
Position 546: 3.659869652280415e-05
Position 142: 3.007939869379309e-05
Position 57: 2.2966182633985714e-05
Position 1056: 1.7533102728065034e-05
Position 1053: 1.7147318554345314e-05
Position 460: 1.4391439054767713e-05
Position 1011: 8.751595142698071e-06
Position 107: 8.626807648032667e-06
Position 505: 7.451016253354645e-06
Position 387: 6.196712386454704e-06
Position 110: 3.930526487282522e-06
Position 751: 3.581520881207525e-06
Position 937: 3.358749903687186e-06
Position 587: 2.5469346276228153e-06
Position 569: 2.276360257696792e-06
Position 948: 1.6530545790849917e-06
Position 1023: 1.2802130290964398e-06
Position 756: 6.680650922292877e-07
Position 492: 4.941818882836026e-07
Position 939: 3.4162021353497795e-07
Position 772: 2.824334234071923e-07
Position 783: 1.9746241635414842e-07
Position 767: 1.3614690890791015e-07
Position 913: 1.350776303136377e-07
Position 304: 9.936346835690632e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 923: 0.9615076763658703
Position 347: 0.7659135794486284
Position 689: 0.7536230287154873
Position 297: 0.05091793130154433
Position 445: 0.028331716020573574
Position 399: 0.02197167159905523
Position 739: 0.010855928766187802
Position 905: 0.010405929933678745
Position 396: 0.008358157310041518
Position 476: 0.0069135744053944685
Position 711: 0.006127476836402182
Position 783: 0.004151549422357301
Position 151: 0.004131102115977778
Position 715: 0.002306234985182842
Position 933: 0.0018600610451710935
Position 998: 0.001663172487360043
Position 127: 0.0016469972367245782
Position 587: 0.0010990902531666158
Position 727: 0.0004775789492637713
Position 520: 0.000386107088614183
Position 524: 0.00027292820399198034
Position 449: 0.00019824806121397802
Position 607: 0.00012979051086409204
Position 799: 0.00010435589354627367
Position 490: 9.422162955862869e-05
Position 387: 9.161353954128454e-05
Position 596: 8.875149480508851e-05
Position 356: 8.531499643447774e-05
Position 101: 5.370731624139856e-05
Position 631: 5.237227022047593e-05
Position 1109: 4.202236173398321e-05
Position 817: 3.317068299322052e-05
Position 217: 3.1103702134130964e-05
Position 1039: 3.0388239489828926e-05
Position 454: 2.533567372866375e-05
Position 1003: 2.006085905572585e-05
Position 566: 1.9446584172599186e-05
Position 1063: 1.7834154472218493e-05
Position 772: 1.722845150615597e-05
Position 838: 1.365908388704643e-05
Position 69: 1.3298197660201656e-05
Position 859: 1.0658591556578242e-05
Position 1011: 5.9353729826551245e-06
Position 1085: 4.741256478105032e-06
Position 635: 4.6557413516581555e-06
Position 1056: 4.057802935045955e-06
Position 487: 2.7559395757874732e-06
Position 54: 2.308689183733295e-06
Position 91: 1.9271486521915883e-06
Position 610: 1.7575681623914267e-06
Position 1073: 1.431351575055821e-06
Position 458: 1.1938377147793331e-06
Position 563: 8.294763453253313e-07
Position 352: 5.006294262661853e-07
Position 1023: 4.5949467234888954e-07
Position 460: 3.445940135664253e-07
Position 79: 3.16572711920041e-07
Position 202: 1.1708672825438634e-07
Position 796: 1.0281799299893395e-07
Position 617: 1.461432167065103e-08
Position 254: 1.0281311171921423e-08
Position 604: 6.854869248577563e-09
Position 262: 5.0894347403830854e-09
Position 129: 7.356879682846604e-10
Position 505: 3.223368014223142e-13
