Gene = axo
index = 1619
Annotated 5SS: [  350 11936 12362 14145 15492 17200 22895 23191 27241 27838 30758 31345
 36381 36997 40494 41758 43274 43921 44380 44641]
Annotated 3SS: [11369 12087 13924 15355 16914 22363 22993 26907 27304 30542 30944 36132
 36540 40292 41136 43091 43590 44072 44509 57084]
SMsplice 5SS: [  459 11936 12362 14145 15492 17200 22895 23191 27241 27838 30758 31345
 36381 36997 37352 40494 41758 42942 43274 43921 44380 44641]
SMsplice 3SS: [11464 12087 13924 15355 16914 22363 22993 26996 27304 30542 30944 36132
 36540 37118 40292 41136 42755 43192 43590 44072 44509 57132]
top_k =  1000
Partition function (log Z): 33.43193526219507

Sorted 5' Splice Sites (High to Low Probability):
Position 36997: 0.9988895843118382
Position 30758: 0.9949836102621961
Position 23191: 0.99387428054138
Position 44380: 0.9932601057259081
Position 36381: 0.9925055919716386
Position 31345: 0.9842119178616068
Position 43274: 0.9802027330205031
Position 15492: 0.9679748900966466
Position 43921: 0.9670236457522062
Position 44641: 0.9619453786994218
Position 40494: 0.941542197200522
Position 22895: 0.9391958026289136
Position 14145: 0.9196458370006948
Position 27838: 0.9195168641937345
Position 17200: 0.9157585324968299
Position 41758: 0.8808751923529717
Position 27241: 0.8253403250259329
Position 12362: 0.7719860851801086
Position 37352: 0.6304380203347704
Position 11936: 0.5940408789230944
Position 42942: 0.5758912839260255
Position 2144: 0.48997053270468743
Position 914: 0.3463336226213184
Position 459: 0.32945209204881004
Position 30460: 0.2711848359743473
Position 27429: 0.22563304706831205
Position 42609: 0.21448033567895597
Position 3626: 0.19807400338089926
Position 40964: 0.15547796879615727
Position 30470: 0.14690952254718254
Position 41520: 0.13157208559382497
Position 31695: 0.11033769005116009
Position 932: 0.10177481642797831
Position 51130: 0.0999316462383156
Position 37367: 0.08520540762650868
Position 28896: 0.08058651630412747
Position 13139: 0.07890241593023489
Position 33121: 0.0743623774171394
Position 350: 0.07405005091961646
Position 245: 0.05759529563609148
Position 41957: 0.048641141946341684
Position 40913: 0.04282820203514974
Position 24368: 0.041829827041308096
Position 15994: 0.04149104717826466
Position 549: 0.03819810522921045
Position 41341: 0.03798609716359348
Position 37420: 0.036839564042650264
Position 36637: 0.036785455788112174
Position 40839: 0.03408861206637008
Position 7898: 0.032826417393777875
Position 44755: 0.032431164257665526
Position 16186: 0.03015481766733208
Position 38204: 0.029751228651194526
Position 42907: 0.029234418073393647
Position 36606: 0.026965573950880343
Position 42667: 0.02685483140772199
Position 32904: 0.026674975370782537
Position 28397: 0.02664745446213712
Position 42569: 0.026519640233531847
Position 41062: 0.022953115740692684
Position 40420: 0.022516155768370148
Position 28479: 0.021695945649616993
Position 43106: 0.021248726590691575
Position 1575: 0.019340884827502992
Position 37655: 0.019181109462994218
Position 36723: 0.0187017095082941
Position 1694: 0.01836636033046663
Position 1054: 0.016936483727783776
Position 37660: 0.016828717853597384
Position 1803: 0.015873839319071728
Position 959: 0.015642202256223977
Position 36003: 0.015328651149698308
Position 15625: 0.014957869016860968
Position 18776: 0.01246712390012597
Position 783: 0.011509047359948054
Position 22824: 0.011447308808231456
Position 34912: 0.010831150013891148
Position 40976: 0.009815239023829091
Position 20689: 0.0098002130763182
Position 10905: 0.009669308687937564
Position 3134: 0.00953466011956501
Position 35239: 0.009475240031085526
Position 13164: 0.008515912082054574
Position 658: 0.008446108703588896
Position 463: 0.008398775308721077
Position 34686: 0.008287613546997875
Position 28406: 0.007983079706726882
Position 42494: 0.007623776691411957
Position 16159: 0.00717287537020317
Position 40689: 0.0069554458433654645
Position 32721: 0.006940319740535961
Position 38403: 0.00681076449506661
Position 38305: 0.006789451802677349
Position 42637: 0.006764652341778601
Position 40498: 0.006747277912994642
Position 27626: 0.006481265381942436
Position 2610: 0.006393023411677129
Position 31192: 0.006365008324794837
Position 34894: 0.006130168845732774
Position 41947: 0.005917511811340747
Position 43066: 0.0054112343069903195
Position 107: 0.005136266396110812
Position 14310: 0.004977677159804142
Position 44863: 0.004972924859408049
Position 22666: 0.004916168821828356
Position 31155: 0.004887735671800436
Position 27380: 0.004881150220071117
Position 515: 0.004794676095948364
Position 34575: 0.004675277360510547
Position 22469: 0.004548049529222507
Position 487: 0.00450775027201846
Position 34571: 0.004380859575686646
Position 4541: 0.004302094192169761
Position 42465: 0.004179768262673219
Position 36331: 0.004132512080319658
Position 24155: 0.004015507642455585
