Gene = Sam-S
index = 1466
Annotated 5SS: [  98  936 1907 3581 3975 5117 6467]
Annotated 3SS: [ 861 1684 3502 3851 5003 5786 6530]
SMsplice 5SS: [1907 3581 3975 4215 6467]
SMsplice 3SS: [3502 3851 4134 5786 6530]
top_k =  1000
Partition function (log Z): 2.2671810815393165

Sorted 5' Splice Sites (High to Low Probability):
Position 6467: 0.9935799428392361
Position 1907: 0.9632939234125738
Position 3975: 0.9519202624924422
Position 3581: 0.9271600639462868
Position 4215: 0.6391298875330352
Position 4723: 0.2968130272579795
Position 5117: 0.23101061216852525
Position 456: 0.20664238436966514
Position 4272: 0.18474289035765204
Position 6684: 0.14736398944805776
Position 872: 0.1325330361913254
Position 1199: 0.12871347376724523
Position 3093: 0.11460757899406719
Position 936: 0.10170351089679851
Position 1444: 0.06909401020405989
Position 4781: 0.06856359636816192
Position 4762: 0.05565154892631448
Position 359: 0.05222938424124518
Position 4276: 0.04776899482932741
Position 5245: 0.04680873611118909
Position 1433: 0.04382830793437292
Position 4268: 0.0388075968511933
Position 733: 0.03152621174104679
Position 3709: 0.02573671325988643
Position 1054: 0.02442452976035035
Position 5720: 0.02371445546270046
Position 3767: 0.021570143154449765
Position 5133: 0.020939704529132793
Position 3990: 0.020660871924164013
Position 3656: 0.019396524379578402
Position 2409: 0.018012563654988302
Position 570: 0.0157134206195363
Position 2413: 0.01512148628135195
Position 4280: 0.015055821446561514
Position 1611: 0.013747656656676724
Position 1324: 0.013388067658372924
Position 492: 0.012962948793941028
Position 2918: 0.01081382334761096
Position 2940: 0.010072455133491177
Position 269: 0.008976390062432215
Position 3926: 0.008004533145766855
Position 5344: 0.007997571300939444
Position 4258: 0.007087770279397311
Position 3219: 0.005421536579370686
Position 6741: 0.0053954503927784395
Position 2697: 0.005025134188602443
Position 141: 0.004720003859567606
Position 2700: 0.0039620308693999896
Position 363: 0.0038827055016624644
Position 5579: 0.003526230719399026
Position 303: 0.0032928763071240668
Position 6654: 0.0032078266944751354
Position 753: 0.0028708203914482706
Position 4270: 0.0025866163872942903
Position 5004: 0.0025406124365118135
Position 4870: 0.002534879435110744
Position 2003: 0.002515256842144094
Position 1308: 0.002346255349244626
Position 156: 0.002333108602207622
Position 4618: 0.0022766266301356853
Position 5242: 0.00224597435660791
Position 5931: 0.002206430674429883
Position 1265: 0.0021081798985645144
Position 6711: 0.0020920953921639927
Position 4788: 0.0019595427622533606
Position 308: 0.001914924509912592
Position 4747: 0.0019000807389330514
Position 2891: 0.0018340709177364083
Position 109: 0.0017373017812835558
Position 2417: 0.0017332706502508027
Position 6868: 0.0017143017621227602
Position 7127: 0.0016703333919665143
Position 7211: 0.0016395250367566665
Position 4013: 0.0015165167495153134
Position 5339: 0.0012833293156782014
Position 483: 0.0012325996686429145
Position 587: 0.0011746784796425925
Position 741: 0.0011096864511335994
Position 98: 0.0010810312075777008
Position 3933: 0.0009926718903650023
Position 57: 0.0009592759950464243
Position 667: 0.0009207181727955549
Position 5119: 0.000894778705881433
Position 7: 0.0008764859211840999
Position 6987: 0.0008355400356347328
Position 1598: 0.0008289177274028031
Position 349: 0.000821394946818359
Position 3283: 0.00081469408243056
Position 1958: 0.0007998034385746935
Position 4707: 0.0007609220952751128
Position 750: 0.0007078204178418531
Position 1437: 0.0006656748078671786
Position 339: 0.0006105239865435337
Position 5221: 0.0006011670211191811
Position 4207: 0.000583989982599683
Position 1328: 0.000571103201230905
Position 1225: 0.0005589812107177734
Position 2692: 0.0005474781168100929
Position 5141: 0.0005323733415223711
Position 5455: 0.0005268431577046767
Position 845: 0.0005203247966171402
Position 430: 0.00045943921379531475
Position 383: 0.00045863360849175347
Position 189: 0.00045391611370543136
Position 888: 0.000451072302872762
Position 1037: 0.0004470466008734565
Position 3602: 0.0004305174178355076
Position 37: 0.00042490346890973273
Position 5668: 0.0003953716573287848
Position 7014: 0.00039483274009206057
Position 5103: 0.0003859233172009414
Position 3571: 0.0003537018809157998
Position 3153: 0.0003262602053408063
Position 151: 0.000318896361644695
Position 4568: 0.0003138639201274551
Position 2380: 0.00029883668912583
Position 3929: 0.00029007381757030487
Position 7264: 0.0002785475758925912
Position 12: 0.0002738368719182273
Position 1160: 0.0002533326453815502
Position 7306: 0.0002464774847767151
Position 4298: 0.00023850633779120414
Position 1964: 0.0002317392777642246
Position 4289: 0.00020496404778196767
Position 1290: 0.00018715921525497137
Position 1600: 0.00017527602875145638
Position 763: 0.00015990662254584113
Position 68: 0.00015548290720386897
Position 2665: 0.00015518927437731288
Position 2504: 0.00015219711053625015
Position 683: 0.00014956928542927131
Position 1070: 0.00013652190696906828
Position 254: 0.0001330477519072513
Position 3189: 0.00013287572797647776
Position 218: 0.00013224637378093533
Position 129: 0.00012408551391717996
Position 2483: 0.00011431525760635407
Position 1525: 0.00011281235790888306
Position 2494: 0.00010825328685929402
Position 1192: 0.0001050314506346948
Position 3121: 0.00010308483916737649
Position 609: 0.00010227570682810639
Position 4363: 0.00010020026745419136
Position 3281: 9.581078946804415e-05
Position 4034: 9.392283891580324e-05
Position 1448: 8.478222847390192e-05
Position 2240: 8.233238040267443e-05
Position 533: 8.163451520511564e-05
Position 6772: 7.983540082156254e-05
Position 1115: 6.592333729279814e-05
Position 2519: 6.519039876984553e-05
Position 14: 6.090066541421053e-05
Position 4303: 6.010337760659101e-05
Position 940: 5.747983001953233e-05
Position 2347: 5.220074583167848e-05
Position 1410: 4.7187988818672715e-05
Position 3808: 4.717690101688661e-05
Position 1357: 4.673501205218693e-05
Position 7070: 3.981636266061104e-05
Position 3981: 3.5985942002444434e-05
Position 2421: 3.45560841955821e-05
Position 2704: 3.225163121794587e-05
Position 4038: 3.163573096355339e-05
Position 3941: 2.8873324948037387e-05
Position 3954: 2.6807372337462172e-05
Position 4005: 2.1684185603518446e-05
Position 1326: 2.078329515420352e-05
Position 861: 1.96884178525036e-05
Position 4480: 1.6998023535850537e-05
Position 640: 1.6028563657496464e-05
Position 7457: 1.5236071921812924e-05
Position 2019: 1.2183663653417098e-05
Position 4232: 1.1730515540358656e-05
Position 4665: 8.932003047656418e-06
Position 4645: 8.830981685143486e-06
Position 4197: 6.359965850202779e-06
Position 649: 4.446488356735081e-06
Position 768: 3.862927450522062e-06
Position 6045: 3.145360210625247e-06
Position 4319: 2.567182817639777e-06
Position 841: 2.5398199963773683e-06
Position 3979: 2.3803529493528528e-06
Position 4681: 2.2743853420114885e-06
Position 5991: 2.2268733043523585e-06
Position 911: 2.0937007074579285e-06
Position 638: 1.8030677386090974e-06
Position 673: 1.7628172017642587e-06
Position 273: 1.5559711824795148e-06
Position 3587: 1.5183911345792562e-06
Position 4284: 1.4654914398725205e-06
Position 51: 1.3337306489626166e-06
Position 923: 8.921515277358365e-07
Position 342: 8.576985555592154e-07
Position 1884: 8.469693383816118e-07
Position 5903: 8.142941825875476e-07
Position 560: 6.346222538365898e-07
Position 814: 5.946493645096511e-07
Position 239: 5.872700234532461e-07
Position 2071: 5.165222247190402e-07
Position 5602: 3.734321197398339e-07
Position 6249: 3.4061461134178486e-07
Position 5827: 3.362535704697725e-07
Position 6872: 2.171946163837872e-07
Position 6666: 7.007715665367422e-08
Position 531: 5.688647355464995e-08
Position 6603: 3.0477120322046473e-08
Position 434: 1.877146158241225e-08
Position 446: 4.97838276968538e-11
Position 2000: 1.0017838780810223e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6530: 0.9905393811315647
Position 4134: 0.9078469002471442
Position 5786: 0.6120773558869116
Position 4465: 0.5831284832579455
Position 1684: 0.5732998207896369
Position 3851: 0.5717856557224237
Position 3502: 0.4835239537012134
Position 2994: 0.4796784233325433
Position 3690: 0.38867813135842455
Position 4857: 0.37030195889633677
Position 936: 0.1543367752694612
Position 6765: 0.0905161518494098
Position 2214: 0.06533876007256557
Position 4352: 0.06514454789345679
Position 6751: 0.03151520107156578
Position 1244: 0.02854878281061024
Position 861: 0.023045237611582576
Position 2583: 0.02290224225743172
Position 1378: 0.0210818373984627
Position 5404: 0.020957857346100252
Position 4101: 0.02011301603111491
Position 5746: 0.019655116862849355
Position 4115: 0.019043599253329005
Position 4822: 0.017704915158838517
Position 3025: 0.01732797466998768
Position 2426: 0.0171268999329268
Position 2099: 0.0161374875620846
Position 4639: 0.01591053669422675
Position 5003: 0.01557054568131376
Position 5502: 0.015536203870163318
Position 2054: 0.014911864423988067
Position 7358: 0.01405073760623432
Position 4430: 0.013665509962529165
Position 3629: 0.01219736144289526
Position 3730: 0.011430074423162158
Position 3156: 0.010227113280965702
Position 3766: 0.01005112885283531
Position 3189: 0.008851304086781248
Position 555: 0.008090716606659084
Position 3524: 0.007317951212750234
Position 7329: 0.007138447560047925
Position 218: 0.007022776873979394
Position 6875: 0.006737873772741135
Position 1723: 0.006698990075618153
Position 424: 0.005675047139662002
Position 406: 0.004908599760772461
Position 2534: 0.004704858273707194
Position 1349: 0.004357285449196288
Position 1552: 0.004343397372207585
Position 4510: 0.003715525790543409
Position 7292: 0.003138030912348711
Position 6931: 0.0030289071234195354
Position 3655: 0.002960434227915551
Position 7258: 0.0029177221110898164
Position 1794: 0.002891908383474638
Position 1808: 0.002803277016769797
Position 3087: 0.0027577150076227835
Position 3196: 0.0025967193837496713
Position 3153: 0.002483621499399713
Position 3746: 0.0024804331680948603
Position 1956: 0.002476911102456275
Position 643: 0.0024709452759286623
Position 527: 0.002377784614169027
Position 976: 0.0020095615376402465
Position 7193: 0.0018790002197700349
Position 7526: 0.001709574992876603
Position 3345: 0.0016975582123147609
Position 1701: 0.0016269959703654638
Position 2663: 0.001608517409474588
Position 3048: 0.0015969638185389266
Position 732: 0.0015849307260958384
Position 3348: 0.001513693465498111
Position 4148: 0.001477272763416297
Position 5994: 0.0013940718245894301
Position 2800: 0.0012655975400657636
Position 6709: 0.001262967786708658
Position 965: 0.0012461684320758267
Position 1115: 0.0012287646610161251
Position 531: 0.001086106841444779
Position 5720: 0.0009636343263831825
Position 5870: 0.0009123161468821154
Position 6894: 0.0008930141451543247
Position 3225: 0.0008367593834193267
Position 3808: 0.0008298046940127501
Position 6005: 0.0008082048286181407
Position 560: 0.0007958708011675526
Position 5465: 0.0007762727483636712
Position 6724: 0.000758147513543808
Position 2999: 0.0007578938265800701
Position 6549: 0.0006506431315635693
Position 3701: 0.0006014279296905285
Position 3865: 0.0005890779329520122
Position 7484: 0.0005529016820320088
Position 5213: 0.0005201808888571766
Position 7097: 0.0004596289915437888
Position 359: 0.0004382031021333942
Position 3713: 0.0004294533174779672
Position 1595: 0.00036417255044398993
Position 5605: 0.00035629507354732835
Position 6976: 0.0003468859585245127
Position 1962: 0.0003349326604205091
Position 871: 0.00033243988692261615
Position 5752: 0.0003282047421963935
Position 1525: 0.0003194587585520002
Position 6733: 0.0003139493399813411
Position 3242: 0.00029357398568977095
Position 952: 0.00028498641056312634
Position 4303: 0.00025757018715144044
Position 1451: 0.00024996910828677566
Position 4611: 0.0002477037411640282
Position 2855: 0.0002471292430761142
Position 740: 0.00020351865526854133
Position 1493: 0.00020190210672303179
Position 1101: 0.00019701004278627134
Position 4486: 0.00019437492068815707
Position 6772: 0.000191690341231237
Position 189: 0.00015773557467015304
Position 3552: 0.00013715271776748182
Position 1382: 0.0001364954119509409
Position 7388: 0.00012503412038948562
Position 5339: 0.00010847452333840063
Position 2682: 0.0001083524120888565
Position 3555: 0.00010781959857051317
Position 6981: 0.00010660430082273236
Position 1353: 9.91405200011961e-05
Position 1410: 9.856508878493497e-05
Position 1474: 9.538032887464999e-05
Position 2832: 9.058564486566541e-05
Position 1415: 8.9328520054655e-05
Position 2333: 8.602686711468974e-05
Position 6900: 8.560154223154693e-05
Position 474: 8.457989895839015e-05
Position 247: 8.316603988582999e-05
Position 1829: 8.078723839209165e-05
Position 1257: 7.95243701519797e-05
Position 1756: 7.804983374441485e-05
Position 2023: 7.31129151573276e-05
Position 492: 7.092858787659968e-05
Position 156: 6.738026498292096e-05
Position 1403: 6.305505482309882e-05
Position 1017: 6.0967330572095075e-05
Position 4384: 5.882959426170982e-05
Position 3989: 5.307576400027864e-05
Position 2078: 5.253081671737277e-05
Position 2817: 5.17591267042221e-05
Position 4188: 4.8876191353534896e-05
Position 7306: 4.710055323860771e-05
Position 988: 4.6102270470694764e-05
Position 6561: 4.4154019479532e-05
Position 278: 4.309534284723652e-05
Position 778: 4.307884780992655e-05
Position 1634: 4.2850876616598e-05
Position 1261: 4.1597541450029786e-05
Position 161: 3.909095073888864e-05
Position 1855: 3.694272551997984e-05
Position 602: 3.243783129229551e-05
Position 6569: 2.9060292263468207e-05
Position 1973: 2.9009480809378744e-05
Position 596: 2.700061048076617e-05
Position 2222: 2.654405797197106e-05
Position 1225: 2.581176169705052e-05
Position 2949: 2.350033160430082e-05
Position 3973: 2.2827705190467148e-05
Position 3925: 2.239021322545035e-05
Position 880: 1.9771216193604673e-05
Position 6776: 1.4839627869537227e-05
Position 2813: 1.4105925073421336e-05
Position 1174: 1.4015590611030611e-05
Position 691: 1.3808197827523559e-05
Position 696: 1.3791178281800783e-05
Position 718: 1.3247129942812214e-05
Position 1138: 1.2915331003956267e-05
Position 4142: 1.2277276544813858e-05
Position 326: 9.953922992073353e-06
Position 4194: 9.75282187543406e-06
Position 574: 9.153848268479812e-06
Position 369: 8.27252453567172e-06
Position 498: 5.629826259043962e-06
Position 4191: 4.769029029980654e-06
Position 1134: 4.528575977498618e-06
Position 2679: 4.481701950460007e-06
Position 2276: 3.1732023537013136e-06
Position 104: 2.3794312310673577e-06
Position 141: 3.3312876164247896e-07
Position 581: 3.253905040687598e-07
Position 1085: 2.742424626693991e-07
Position 585: 2.524399331218542e-07
Position 4656: 2.1826534373489632e-07
Position 297: 1.1259523578385565e-07
Position 226: 7.67393036569674e-08
Position 3979: 4.906729852131609e-08
Position 85: 2.5203369274643302e-08
Position 109: 1.1278191680116014e-08
Position 756: 8.516644026199068e-11
Position 460: 7.948828976085601e-11
Position 64: 4.305270553897581e-12
