Gene = Atox1
index = 38
Annotated 5SS: [201 368]
Annotated 3SS: [291 978]
SMsplice 5SS: [201 368]
SMsplice 3SS: [291 978]
top_k =  1000
Partition function (log Z): -2.099018617741853

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.950483339315922
Position 368: 0.8968763973496933
Position 1161: 0.14649461262126945
Position 395: 0.0319496571910509
Position 399: 0.025529995284366024
Position 1337: 0.0231397833600753
Position 666: 0.019461446217850058
Position 1139: 0.01324665363878733
Position 438: 0.012608408573715318
Position 645: 0.010527567152352956
Position 205: 0.006738898309115093
Position 649: 0.00590506650130565
Position 388: 0.004695617960458285
Position 889: 0.0039048589470716192
Position 636: 0.0036563564075797737
Position 1168: 0.0036052402770150663
Position 640: 0.0032328243571796257
Position 1101: 0.003035926667291013
Position 675: 0.002776606752161885
Position 1365: 0.002237365718662114
Position 224: 0.0020959182324569404
Position 414: 0.0020526329761002193
Position 522: 0.001914783349823274
Position 442: 0.0017014660552310845
Position 1020: 0.001097007217443122
Position 518: 0.0010111501912018427
Position 918: 0.000933624934254794
Position 876: 0.0009214288238736437
Position 1229: 0.0009118476118207313
Position 1240: 0.0008753564619154606
Position 454: 0.0008138349284764166
Position 672: 0.0006765948362882008
Position 432: 0.0006379793920092741
Position 886: 0.000578147161857447
Position 655: 0.000538660699238251
Position 372: 0.0004781663021487299
Position 1130: 0.00045813682275672044
Position 756: 0.00037998091729843944
Position 219: 0.0002731530394522414
Position 1348: 0.0002511111664621065
Position 468: 0.000198854128553019
Position 1341: 0.00014040819683092725
Position 789: 0.00013170999776297823
Position 634: 0.00012413787426400263
Position 405: 6.95562817865743e-05
Position 1095: 6.912026463653273e-05
Position 1118: 6.90380903799756e-05
Position 1316: 6.517556377438273e-05
Position 1235: 6.171815208669131e-05
Position 169: 4.103599836797818e-05
Position 749: 3.926377360940107e-05
Position 794: 3.778647841227868e-05
Position 1351: 2.554200635100005e-05
Position 12: 2.495652208469426e-05
Position 426: 2.4240159857966543e-05
Position 381: 1.4955592948019066e-05
Position 574: 1.2925168006987544e-05
Position 1367: 1.1214179303341175e-05
Position 1464: 1.0864215410011568e-05
Position 456: 9.12047354921203e-06
Position 403: 8.109765938844279e-06
Position 552: 5.593993158773215e-06
Position 141: 4.876429650684823e-06
Position 1052: 3.7659297810167282e-06
Position 101: 3.136252346757645e-06
Position 1456: 2.9426670591413718e-06
Position 1479: 1.7985221815987965e-06
Position 72: 1.5953813313827373e-06
Position 802: 1.0247558954801304e-06
Position 458: 8.882122682256166e-07
Position 307: 5.13889496760249e-07
Position 880: 3.701463616167809e-07
Position 80: 3.678326534604836e-07
Position 349: 1.7770687426123199e-07
Position 292: 1.660689430022931e-07
Position 87: 1.6439631812847425e-07
Position 733: 1.596348502697508e-07
Position 125: 1.5547944929070663e-07
Position 340: 1.1846482339088975e-07
Position 536: 1.0371122405144868e-07
Position 696: 7.598296152804273e-08
Position 117: 4.091080687786818e-08
Position 335: 1.3019358074086128e-08
Position 329: 1.264753510448676e-08
Position 1201: 2.1039989502162986e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9562097159960112
Position 978: 0.9381149697670674
Position 1439: 0.11039074652226893
Position 552: 0.06640442466764822
Position 1396: 0.05089815351569152
Position 1316: 0.021924486236821878
Position 1291: 0.01715856151558906
Position 719: 0.004569583933211464
Position 1344: 0.004105060030042867
Position 1216: 0.0029472960521803888
Position 886: 0.002779437408785811
Position 789: 0.002267181844649435
Position 569: 0.0018284240750856163
Position 809: 0.0016602635857738124
Position 816: 0.0014603116537660237
Position 983: 0.0014211456669548708
Position 1240: 0.0011784896231570889
Position 526: 0.0008079883945896647
Position 1476: 0.000690611224003375
Position 794: 0.000569599195717336
Position 634: 0.00040655180030877867
Position 1501: 0.00035674130658653767
Position 1456: 0.000310035091282016
Position 1351: 0.000289737594575107
Position 1402: 0.00023792448120039275
Position 921: 0.00016094209344870225
Position 306: 0.00015945916212524797
Position 1525: 0.00012423015278890365
Position 1463: 0.00011145382076873216
Position 853: 0.00010854784130105932
Position 1166: 4.136128826512505e-05
Position 574: 3.1758129397824686e-05
Position 903: 3.105556491161232e-05
Position 918: 2.9247020882497483e-05
Position 1064: 2.8083652895707928e-05
Position 666: 2.747181082756012e-05
