Gene = fwe
index = 1710
Annotated 5SS: [ 137  475 2992 3165]
Annotated 3SS: [ 353 2783 3056 5561]
SMsplice 5SS: [ 475 2992 3165]
SMsplice 3SS: [2783 3056 5561]
top_k =  1000
Partition function (log Z): 1.4360124645853092

Sorted 5' Splice Sites (High to Low Probability):
Position 2992: 0.9867362972052545
Position 3165: 0.9564315161457728
Position 475: 0.9119980190789148
Position 5482: 0.0774843058817144
Position 4076: 0.05087899852525402
Position 5347: 0.043208028839893595
Position 2518: 0.03947145442360607
Position 705: 0.03919794895872114
Position 796: 0.03568753739483101
Position 694: 0.034981113027112445
Position 2151: 0.030995633901582487
Position 5234: 0.02811366551710854
Position 84: 0.023625930448425835
Position 3874: 0.019908557481534365
Position 3963: 0.019809898635606518
Position 137: 0.018526190023880115
Position 3671: 0.01721254539067869
Position 5218: 0.016899984691644
Position 4307: 0.015526916901590096
Position 5339: 0.013892174728739302
Position 894: 0.011297968498588709
Position 248: 0.00941102705975471
Position 3976: 0.009205215699948597
Position 3362: 0.009185126712014354
Position 428: 0.007894384948296565
Position 2996: 0.0077423516039893
Position 3581: 0.007604679165013357
Position 3403: 0.007431493880282157
Position 5758: 0.006828236818509057
Position 5489: 0.006671353173612972
Position 4924: 0.006425785201209139
Position 2509: 0.006224327531759748
Position 1110: 0.005577061307725471
Position 5449: 0.0045411043934029454
Position 2652: 0.004457391020242934
Position 843: 0.00440827432406837
Position 3169: 0.004201245714554985
Position 2612: 0.0037160295196261668
Position 2498: 0.0036896976167154366
Position 221: 0.00344000539076859
Position 37: 0.0032874241291654806
Position 2219: 0.0031166033660387235
Position 482: 0.003033994806537145
Position 2948: 0.0029504009437525004
Position 3816: 0.0022653994789650477
Position 75: 0.002148585465999962
Position 1903: 0.0021453342227476632
Position 1284: 0.002091409809680448
Position 4376: 0.002070081938921055
Position 4334: 0.001963510451481406
Position 2927: 0.0019507382380714478
Position 1049: 0.0018381473355291817
Position 1898: 0.0017566166678104913
Position 5099: 0.0017041164039265754
Position 4185: 0.0016917025173763117
Position 425: 0.0014401068644648437
Position 838: 0.0013951818090210215
Position 3893: 0.0012836144841841084
Position 202: 0.0012797497503053512
Position 5751: 0.0012294216394604757
