Gene = pkaap
index = 1839
Annotated 5SS: [ 182  583 1912]
Annotated 3SS: [ 309  852 1980]
SMsplice 5SS: [ 182  583 1912]
SMsplice 3SS: [ 309  852 1980]
top_k =  1000
Partition function (log Z): -1.0871503324624594

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9734993807271576
Position 1912: 0.9652514188819777
Position 583: 0.9264992877474264
Position 746: 0.04250218786810388
Position 6: 0.015948920518162355
Position 1089: 0.0093827047970315
Position 1902: 0.006175441549161928
Position 765: 0.005848898099519474
Position 148: 0.0050321566279172
Position 688: 0.003400741082675534
Position 526: 0.0013806766855081888
Position 774: 0.0010753727322540168
Position 400: 0.000970261661782886
Position 2626: 0.0008671220805856198
Position 762: 0.0008213907122228184
Position 1506: 0.0008073750165548321
Position 771: 0.0007960279986371476
Position 2829: 0.0006717201107630196
Position 565: 0.0006419965311663971
Position 538: 0.0005771254733393556
Position 1299: 0.000549687335493643
Position 1844: 0.0005441686920083466
Position 700: 0.0004649493395706782
Position 239: 0.00045019074990693635
Position 2814: 0.0003705209238552967
Position 535: 0.00032211848903399546
Position 1210: 0.0003209075835361017
Position 2611: 0.00029175910505184943
Position 2491: 0.0002900957198845978
Position 727: 0.00027486242900913004
Position 532: 0.0002691690456782926
Position 1916: 0.0002642554983423902
Position 2421: 0.00026202023774870854
Position 604: 0.00024594247153158285
Position 1196: 0.0002448504598989624
Position 1271: 0.0002300877927097085
Position 186: 0.00022561350331004877
Position 661: 0.0002239710168200682
Position 1409: 0.00019758467447184922
Position 2084: 0.00018766006841890097
Position 2168: 0.00018565906016664144
Position 529: 0.00015450725359072623
Position 935: 0.00013314647677264773
Position 2344: 0.00012953030586881808
Position 2635: 0.00012660983074804554
Position 1582: 0.00010476462388665534
Position 156: 0.00010285646450386249
Position 1829: 9.541532454070238e-05
Position 1818: 9.18706075811258e-05
Position 2376: 9.170758212807988e-05
Position 1281: 8.305069852796487e-05
Position 89: 6.880308257080615e-05
Position 365: 6.582198839309022e-05
Position 621: 6.106330636441509e-05
Position 1212: 5.963971976918328e-05
Position 1358: 5.851980027855039e-05
Position 930: 5.115128068654588e-05
Position 1887: 4.3448995167953504e-05
Position 2779: 4.0636361942310773e-05
Position 1480: 3.9332402284066575e-05
Position 1440: 3.924495166959156e-05
Position 1944: 3.438742920028931e-05
Position 748: 3.002022261493815e-05
Position 1109: 2.578435471045353e-05
Position 387: 2.3391452600851813e-05
Position 750: 2.289253860026142e-05
Position 2337: 2.2131708399758692e-05
Position 900: 2.0669576422683126e-05
Position 2445: 1.9356620455014595e-05
Position 2397: 1.700865039495367e-05
Position 2454: 1.6428259275814867e-05
Position 1487: 1.2134878114319227e-05
Position 54: 1.0601249843005094e-05
Position 2232: 1.0091234918066166e-05
Position 1364: 9.908504563209836e-06
Position 2464: 9.322398316193083e-06
Position 2039: 9.131472301986811e-06
Position 2637: 8.105334549068962e-06
Position 2251: 7.541453126223592e-06
Position 492: 6.5360917337176795e-06
Position 1366: 6.0501101013084886e-06
Position 2589: 4.289881741070386e-06
Position 2792: 3.971817184791757e-06
Position 1865: 2.5883955265716453e-06
Position 2436: 2.48418823780847e-06
Position 1938: 2.403602282014597e-06
Position 2452: 2.2198491528945586e-06
Position 448: 2.103398868448432e-06
Position 1715: 1.95983674466879e-06
Position 1936: 1.0828263136393958e-06
Position 215: 1.0461910476717442e-06
Position 1726: 8.783877362026961e-07
Position 287: 8.357399620753177e-07
Position 462: 7.911790061662598e-07
Position 464: 4.697955119997811e-07
Position 2327: 4.6241012205778225e-07
Position 2730: 4.5979239324793397e-07
Position 267: 4.219084450750331e-07
Position 2324: 3.781072726520874e-07
Position 2256: 3.1573835530671154e-07
Position 2144: 2.942754120390769e-07
Position 2574: 2.803551202257906e-07
Position 372: 2.650960480768819e-07
Position 2304: 1.6906332473631488e-07
Position 316: 5.521059938775664e-08
Position 294: 1.8369705663571587e-08
Position 1314: 3.385362223273437e-09
Position 349: 1.5836684701454982e-09
Position 1559: 8.834402218954962e-11
Position 1595: 1.762993846806894e-11
Position 1730: 1.682129173016057e-11
Position 1721: 5.734764669570961e-13
Position 1774: 5.726170262030179e-13
Position 1790: 5.706799075117035e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 309: 0.9725668255441388
Position 852: 0.8916400344741315
Position 1980: 0.8368526656807873
Position 2009: 0.13295757602186173
Position 1140: 0.05851613131122978
Position 89: 0.014207795031360153
Position 659: 0.013271858362796549
Position 1715: 0.009170876296151138
Position 1531: 0.006793743593403459
Position 953: 0.004723873756656872
Position 2900: 0.0037494111585783716
Position 1721: 0.003417101981069689
Position 691: 0.003255976070698339
Position 2740: 0.003163160840832085
Position 935: 0.0019299176283671489
Position 448: 0.001797571672534747
Position 1077: 0.001792730498564731
Position 2108: 0.0009746973157373027
Position 2088: 0.0009540189006949402
Position 1281: 0.0008554491237408698
Position 1961: 0.0007398949266682328
Position 363: 0.0006641146682904661
Position 1865: 0.0005271157302917634
Position 2060: 0.0005040974504867553
Position 1271: 0.0004900924109741327
Position 2225: 0.0004021407019422248
Position 1103: 0.00039693503962959334
Position 1457: 0.00038410340899234586
Position 325: 0.00034929504048278673
Position 1745: 0.0003326348540584972
Position 1387: 0.0002936747398716279
Position 1790: 0.00028662774966534284
Position 746: 0.0002706710209067339
Position 1571: 0.00026945714713228717
Position 762: 0.00016421271224912768
Position 1742: 0.00013055223314517778
Position 474: 0.00012880331760863788
Position 107: 0.00011946522500728868
Position 471: 0.00011601495630728192
Position 714: 0.00010812403020332848
Position 2194: 9.413806556718794e-05
Position 1424: 9.272653781595306e-05
Position 462: 8.579051395036195e-05
Position 322: 7.91770793607565e-05
Position 2154: 7.360990799084852e-05
Position 1291: 7.287547200517722e-05
Position 2138: 6.445708840894638e-05
Position 998: 6.081199547021987e-05
Position 1625: 6.035744090105141e-05
Position 1829: 5.560673564777742e-05
Position 1649: 5.1718620735460085e-05
Position 1181: 4.798975218204004e-05
Position 2559: 4.3672795834415164e-05
Position 1369: 3.547861062311274e-05
Position 2696: 3.365801188498569e-05
Position 1151: 2.8424901115892016e-05
Position 138: 2.395786433155717e-05
Position 2168: 2.2160889844237423e-05
Position 1646: 2.057192735036351e-05
Position 2868: 1.9460702103264128e-05
Position 1559: 1.70313109264898e-05
Position 1189: 1.6354298883573642e-05
Position 1351: 1.572191778559717e-05
Position 2746: 1.4899600035849252e-05
Position 2586: 1.146789603225447e-05
Position 1056: 1.1066987934902548e-05
Position 922: 9.557323999270726e-06
Position 1901: 8.853719132931933e-06
Position 116: 8.659648364255669e-06
Position 2029: 7.0737942074682514e-06
Position 1022: 6.4274888597208574e-06
Position 1844: 5.896270409949625e-06
Position 1210: 5.803479612173156e-06
Position 1178: 5.537879554698043e-06
Position 1405: 5.266405080740402e-06
Position 1049: 5.2600017334666566e-06
Position 2321: 5.250354566905715e-06
Position 408: 5.094142903255328e-06
Position 1086: 4.935324013928374e-06
Position 2589: 4.822869119601915e-06
Position 989: 4.476158763515821e-06
Position 1421: 4.428356005894286e-06
Position 2583: 4.033712136479683e-06
Position 113: 3.792301268828307e-06
Position 1497: 3.473300010810969e-06
Position 2872: 2.9341812760968142e-06
Position 1246: 2.608710732419986e-06
Position 2372: 2.3642119450949217e-06
Position 1487: 2.0571604808806337e-06
Position 504: 2.0503767851069327e-06
Position 2464: 1.930873466794396e-06
Position 717: 1.6636693392079196e-06
Position 1445: 1.652572111618291e-06
Position 2347: 1.6428945409643272e-06
Position 2771: 1.5479229185192904e-06
Position 1401: 1.4746794640663687e-06
Position 2611: 1.4340258556552793e-06
Position 1240: 1.3888890035879044e-06
Position 2198: 1.03169480067123e-06
Position 507: 7.18803091756236e-07
Position 479: 7.115913536873576e-07
Position 396: 2.437237647819922e-07
Position 330: 1.288300346925146e-07
Position 510: 9.2237791167826e-08
Position 171: 6.290069449835272e-08
Position 201: 3.3608847855122966e-08
Position 513: 2.6955807474550938e-08
Position 565: 2.421398051533591e-08
Position 516: 2.1941951505566305e-08
Position 482: 1.2214775289626536e-08
Position 153: 6.163068764597665e-09
Position 574: 3.1748362974965315e-09
Position 173: 2.925580499381732e-09
Position 485: 1.7898146466414549e-09
Position 519: 1.0489578475591658e-09
Position 144: 1.0156100017971943e-10
Position 192: 1.6190552268932728e-11
Position 182: 1.4029563020631268e-11
Position 522: 2.8506279467298973e-12
Position 525: 1.7192649993580825e-12
Position 543: 2.440572299013354e-13
Position 186: 1.8489468307967872e-13
