Gene = TfIIEbeta
index = 1554
Annotated 5SS: [174 351 589 940]
Annotated 3SS: [245 425 648 995]
SMsplice 5SS: [174 351 599 940]
SMsplice 3SS: [245 425 648 995]
top_k =  1000
Partition function (log Z): 4.509774117650762

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.996003633697918
Position 174: 0.9377496048728126
Position 940: 0.7794328822705981
Position 599: 0.5149652444343331
Position 589: 0.47050926880394567
Position 844: 0.06273285972690763
Position 880: 0.010403567085168477
Position 620: 0.0034157808888795023
Position 1237: 0.002746491186890857
Position 580: 0.0012706454420831521
Position 877: 0.0009863633337262084
Position 603: 0.0007526272978406147
Position 711: 0.0004455203404886932
Position 42: 0.00038281870601418585
Position 178: 0.00034053047479720884
Position 1250: 0.00032033304693165443
Position 1206: 0.00029217512659051567
Position 944: 0.0002761379273617799
Position 685: 0.00025772526165494174
Position 610: 6.969973074056166e-05
Position 355: 6.718203474324834e-05
Position 388: 6.50760577296288e-05
Position 31: 4.837741929431232e-05
Position 761: 3.602457762738529e-05
Position 5: 2.6883034310330656e-05
Position 1239: 2.447360582976458e-05
Position 716: 1.5266924734012576e-05
Position 49: 1.368346321886277e-05
Position 70: 9.789444894118476e-06
Position 1035: 8.607651066098292e-06
Position 814: 4.609073792273889e-06
Position 481: 3.864462203216325e-06
Position 1067: 3.346172001974557e-06
Position 453: 3.277160311493533e-06
Position 189: 2.9745736557387293e-06
Position 727: 1.8142862372162965e-06
Position 446: 5.338811505114957e-07
Position 701: 3.621734280300455e-07
Position 400: 2.8098408815039914e-07
Position 80: 2.6471363071731274e-07
Position 996: 2.2876296307270308e-07
Position 500: 2.036749199463315e-07
Position 1160: 2.0215922245819722e-07
Position 438: 1.0546966528749277e-07
Position 466: 6.758117820648875e-08
Position 1197: 6.394994756640501e-08
Position 613: 3.075085929870513e-08
Position 247: 2.870320131908908e-08
Position 258: 1.7685460138287436e-08
Position 695: 2.9710500436698635e-09
Position 648: 1.0960929672763298e-10
Position 984: 8.350774742918637e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 425: 0.9789409968401663
Position 648: 0.9783029574736776
Position 245: 0.9235306730630057
Position 995: 0.836656794573722
Position 972: 0.01846116754858829
Position 446: 0.01054951799505821
Position 272: 0.00835080451635357
Position 684: 0.005782099320053118
Position 923: 0.004763773007533623
Position 659: 0.004525384321218703
Position 1303: 0.0033287258461709526
Position 507: 0.0023981538663994033
Position 305: 0.002290286779818561
Position 258: 0.0012047532834004867
Position 453: 0.0008867398883524514
Position 786: 0.0006658316048117736
Position 255: 0.0006587793433918934
Position 432: 0.0006041038498700736
Position 293: 0.0005188112328951922
Position 121: 0.00033922046436535817
Position 1100: 0.0001814534103251513
Position 277: 0.00011413951251605564
Position 900: 9.126436735974038e-05
Position 903: 6.661835633817912e-05
Position 477: 6.153926512877884e-05
Position 335: 5.7400980052754005e-05
Position 771: 4.791135779960623e-05
Position 83: 4.0143066622966494e-05
Position 1267: 3.6820063863173806e-05
Position 264: 3.0178055258256516e-05
Position 711: 2.5167347165287452e-05
Position 1013: 2.38885939769094e-05
Position 716: 2.162491790047903e-05
Position 66: 1.9399126758653567e-05
Position 1253: 1.4806430196193224e-05
Position 1016: 1.1707058318436787e-05
Position 1058: 1.1244859434695883e-05
Position 884: 9.246862562884692e-06
Position 466: 8.306109858643022e-06
Position 1260: 7.370767253374465e-06
Position 695: 6.569544029212747e-06
Position 63: 6.067565195600523e-06
Position 1258: 5.666590574102973e-06
Position 727: 4.612562520076926e-06
Position 735: 4.403219604204474e-06
Position 1139: 3.474065373901376e-06
Position 1130: 3.3713628613892543e-06
Position 723: 3.2014857141482196e-06
Position 819: 3.194217888355033e-06
Position 1007: 2.6955709547954397e-06
Position 540: 1.5178387228032305e-06
Position 843: 1.0562880291645404e-06
Position 585: 9.888637686862793e-07
Position 1082: 8.838709104670989e-07
Position 1136: 8.544960530312225e-07
Position 741: 6.571919756918271e-07
Position 1079: 5.475529609501158e-07
Position 691: 4.860680987553048e-07
Position 593: 3.238428387601672e-07
Position 382: 2.3727945688702413e-07
Position 561: 2.2119002115510783e-07
Position 153: 2.1583786299942424e-07
Position 619: 9.89696531337124e-08
Position 663: 8.17846779231461e-08
Position 1235: 8.005604000610607e-08
Position 1115: 6.855878909372323e-08
Position 206: 6.776409783206597e-08
Position 1119: 6.01629486472948e-08
Position 1154: 2.578584459307212e-08
Position 141: 7.680359580119686e-09
Position 364: 7.565379238945586e-09
Position 355: 1.570631809941795e-09
Position 70: 7.104339217301456e-10
Position 599: 6.585307126138704e-10
Position 552: 7.916507229649454e-11
Position 178: 6.141859047885356e-11
Position 610: 5.374246222838315e-12
Position 85: 4.914423439058276e-12
Position 366: 1.759933793530296e-21
