Gene = pr
index = 1848
Annotated 5SS: [  75  501  688 1268]
Annotated 3SS: [ 138  607 1121 1329]
SMsplice 5SS: [  75  501  688 1268]
SMsplice 3SS: [ 138  607 1121 1329]
top_k =  1000
Partition function (log Z): 3.248763017288758

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9875717015009959
Position 1268: 0.954841850755579
Position 501: 0.9176940418868915
Position 688: 0.9142628332641259
Position 799: 0.0544812718121777
Position 1650: 0.029304159023649315
Position 326: 0.010807120236719484
Position 340: 0.00981560517408464
Position 1682: 0.005792791517686381
Position 1069: 0.005092873636615597
Position 42: 0.005038186824948849
Position 415: 0.0017644191782497768
Position 1411: 0.001452935402629968
Position 1665: 0.0013421618361908047
Position 213: 0.0013372326294488319
Position 294: 0.0011694352053636687
Position 1205: 0.0010511584006565157
Position 1071: 0.000948841067760865
Position 936: 0.0006158626421146195
Position 1247: 0.0005289589897119313
Position 1001: 0.00038824275854423417
Position 954: 0.00035266979469435617
Position 963: 0.0003509869542849229
Position 875: 0.0003174726008112328
Position 815: 0.00029938187110813174
Position 818: 0.00024385454941130817
Position 1686: 0.0001857615189411132
Position 227: 0.0001767922978103158
Position 1404: 0.00012944097611074622
Position 1458: 7.954824283154767e-05
Position 740: 6.434291259194247e-05
Position 650: 6.097131859743264e-05
Position 464: 6.0465312464284845e-05
Position 1629: 3.9396228949550555e-05
Position 32: 3.843208615921986e-05
Position 236: 2.9605794212691115e-05
Position 238: 2.146951626932197e-05
Position 1166: 1.5743493513737216e-05
Position 262: 1.5313562132651453e-05
Position 1300: 1.5032549285717604e-05
Position 1556: 1.4295218509733605e-05
Position 1527: 1.1899559952722462e-05
Position 639: 1.05081137937516e-05
Position 956: 8.71307630501501e-06
Position 79: 4.264939062008074e-06
Position 250: 3.2804169841065955e-06
Position 901: 3.2652440908339198e-06
Position 96: 2.9064480303701815e-06
Position 491: 2.021207286924393e-06
Position 1512: 8.637951781913739e-07
Position 279: 8.480136663507305e-07
Position 3: 6.006774693890259e-07
Position 435: 5.375404469658273e-07
Position 720: 5.060026205217227e-07
Position 1133: 4.332117992796814e-07
Position 1376: 3.9487562153888003e-07
Position 19: 3.313898295433346e-07
Position 568: 2.8413061480785904e-07
Position 1121: 2.068338548019945e-07
Position 448: 2.752069592652059e-08
Position 129: 3.6270066089790745e-09
Position 1137: 2.6084448567516227e-09
Position 100: 2.4462274049248958e-09
Position 1091: 1.8323114415311345e-09
Position 607: 9.320457147951077e-11
Position 1109: 1.3394298052445133e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 138: 0.9830796952811535
Position 1121: 0.9686394727044016
Position 1329: 0.9564086931335752
Position 607: 0.8030990209960943
Position 568: 0.10028347716914786
Position 1732: 0.037959433070008285
Position 777: 0.01861954019216401
Position 395: 0.018012067842252656
Position 1078: 0.002709874669322864
Position 875: 0.0024613291297548383
Position 1334: 0.0024092484824719982
Position 1342: 0.0018551046156455966
Position 831: 0.0017469319311412795
Position 1383: 0.001728096290177554
Position 479: 0.0016626000167858602
Position 147: 0.0013765255627539643
Position 356: 0.0010661487613682888
Position 740: 0.0009145345946901883
Position 1008: 0.0005797966229048609
Position 997: 0.00048700104369360655
Position 294: 0.00044052426780898666
Position 160: 0.0004067218602822815
Position 401: 0.00038150218042568154
Position 1552: 0.00035123152753440003
Position 189: 0.00013263241728322345
Position 889: 0.0001287772817528565
Position 115: 0.0001267276215693408
Position 815: 8.874632672567763e-05
Position 500: 6.882761057336702e-05
Position 363: 6.390091743620742e-05
Position 1445: 5.3219927277573506e-05
Position 1268: 4.9929344342122655e-05
Position 1597: 4.828337699281331e-05
Position 1682: 4.3172912105632375e-05
Position 720: 3.6713163579867715e-05
Position 850: 3.338782005693138e-05
Position 1088: 3.311738332906414e-05
Position 325: 3.2535643977987424e-05
Position 1028: 2.993332104013249e-05
Position 1389: 2.6376770307632032e-05
Position 407: 2.6000699836095435e-05
Position 441: 2.302529298434201e-05
Position 213: 2.0608062956814502e-05
Position 250: 1.8541411273633995e-05
Position 415: 1.7213113295931138e-05
Position 1632: 1.1665580407483122e-05
Position 1621: 1.0792936870875252e-05
Position 199: 6.724640416263833e-06
Position 309: 6.692633603407217e-06
Position 1020: 5.516108223146089e-06
Position 1216: 5.343883668499927e-06
Position 1392: 3.8838669762825675e-06
Position 629: 3.625387731469446e-06
Position 619: 3.4852052943154576e-06
Position 1434: 3.0503924359547004e-06
Position 978: 3.0037404743723652e-06
Position 218: 2.9950848762898882e-06
Position 1126: 2.970913451475159e-06
Position 508: 2.623871562819613e-06
Position 322: 2.5232306394809717e-06
Position 1183: 2.03601680514279e-06
Position 220: 1.4214253853936189e-06
Position 65: 8.200174344137321e-07
Position 1279: 7.80539956315329e-07
Position 1243: 5.283852953834466e-07
Position 371: 4.573944139233085e-07
Position 687: 4.3917901132865334e-07
Position 639: 4.334735002151482e-07
Position 650: 4.043652191587205e-07
Position 1231: 3.917449692944766e-07
Position 1689: 3.518047526445415e-07
Position 1602: 2.822278293194212e-07
Position 1608: 2.8001436017685896e-07
Position 1654: 2.673636332135404e-07
Position 227: 2.395467910722484e-07
Position 1199: 2.1326997011226175e-07
Position 74: 3.748355803700719e-08
Position 96: 1.7551826128884866e-08
Position 234: 1.2219911204386568e-08
Position 168: 9.865879612401959e-09
Position 79: 3.0030821270308186e-10
Position 1283: 1.169701411756801e-10
