Gene = mrn
index = 1795
Annotated 5SS: [330]
Annotated 3SS: [384]
SMsplice 5SS: [330]
SMsplice 3SS: [384]
top_k =  1000
Partition function (log Z): -7.97851862403759

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9585715284302557
Position 975: 0.03506207750776682
Position 131: 0.02436167877320903
Position 1148: 0.010803442764469541
Position 981: 0.008364864721613916
Position 1161: 0.007875410656792174
Position 1120: 0.006306274312757262
Position 311: 0.004604592957181813
Position 788: 0.00393976554172791
Position 320: 0.0031772784441671926
Position 1285: 0.0026918246146023475
Position 732: 0.002203040040703521
Position 494: 0.0016762532310620685
Position 1590: 0.0016137338706936097
Position 503: 0.0016007516632940133
Position 267: 0.0010068533632571618
Position 295: 0.0009437127679106581
Position 338: 0.0008767600868592497
Position 717: 0.0006261911839561426
Position 1372: 0.0004372416228964805
Position 1097: 0.00037726342949777705
Position 1156: 0.00030212709714304444
Position 820: 0.0003016724333440551
Position 1248: 0.0002314468918940519
Position 189: 0.00022308995841182616
Position 323: 0.00018372899794897096
Position 1310: 0.00015327800688631922
Position 50: 0.0001496130507392006
Position 1100: 0.0001430725750418958
Position 1625: 9.903782175200656e-05
Position 1315: 9.815114858184342e-05
Position 1086: 9.112230180899868e-05
Position 808: 7.367575598974338e-05
Position 629: 4.2204367464472395e-05
Position 209: 3.14234425782806e-05
Position 147: 2.5153380240224684e-05
Position 1273: 2.4551474828688564e-05
Position 129: 1.8564086579204815e-05
Position 463: 1.6903550612346513e-05
Position 113: 1.6243463289175988e-05
Position 1613: 1.6084398804297485e-05
Position 80: 1.5768273985522572e-05
Position 1118: 1.324730912000004e-05
Position 249: 1.2771001766548872e-05
Position 921: 1.153745775709567e-05
Position 56: 1.0993348979815978e-05
Position 1154: 1.0541831301720418e-05
Position 298: 9.96954076553e-06
Position 174: 8.143923227615193e-06
Position 271: 6.762050843357808e-06
Position 1226: 5.828341380623112e-06
Position 862: 5.647581030167764e-06
Position 1355: 5.4126641392313775e-06
Position 1564: 4.687683728384723e-06
Position 1578: 3.9225859936554365e-06
Position 1575: 3.859740426973465e-06
Position 1551: 3.0725004516848103e-06
Position 217: 2.893198134987476e-06
Position 283: 2.683609398825685e-06
Position 965: 4.2802551024325555e-07
Position 672: 2.688139188476832e-07
Position 683: 2.401292325240759e-07
Position 760: 1.396072617830866e-07
Position 1022: 1.1248572786929146e-07
Position 876: 1.0971655329372405e-07
Position 434: 1.0812222385505723e-07
Position 903: 1.0410053404945904e-07
Position 1352: 6.768500762460167e-08
Position 955: 6.268232076464125e-08
Position 609: 5.832314501223372e-08
Position 614: 4.3800772175595035e-08
Position 450: 4.220453138678595e-08
Position 865: 3.885491582769683e-08
Position 91: 3.789373368475608e-08
Position 53: 3.3491135670227616e-08
Position 425: 1.3133753124851968e-08
Position 28: 1.1464341963564893e-08
Position 1165: 7.978420334026924e-09
Position 598: 6.541971100381629e-09
Position 4: 2.4105516694239505e-09
Position 856: 1.478051674793714e-09
Position 790: 1.1426045586335785e-09
Position 616: 8.115363367206741e-10
Position 96: 6.551961322559541e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.9895622959345941
Position 1442: 0.028434063778576237
Position 1036: 0.01632866280493788
Position 1226: 0.016040301423330187
Position 1147: 0.007130930546159254
Position 1352: 0.00425360761597673
Position 1033: 0.0027662193305245902
Position 871: 0.0025005452036481065
Position 1382: 0.002285675188194302
Position 1029: 0.0014617319959517535
Position 1652: 0.001405447969598338
Position 943: 0.000964512324775439
Position 808: 0.0008218601948920444
Position 876: 0.0005911603108922595
Position 1409: 0.0005901575120526988
