Gene = bc10
index = 1625
Annotated 5SS: [141]
Annotated 3SS: [295]
SMsplice 5SS: [867]
SMsplice 3SS: [996]
top_k =  1000
Partition function (log Z): -8.724077872366898

Sorted 5' Splice Sites (High to Low Probability):
Position 867: 0.5768501806162141
Position 235: 0.3932130124228711
Position 620: 0.12219189380069147
Position 141: 0.08549416149090878
Position 901: 0.05524062945525131
Position 637: 0.04117647753482146
Position 892: 0.03889962913978496
Position 202: 0.03413594032468308
Position 197: 0.03248469272356059
Position 834: 0.026999997486892326
Position 39: 0.024383847768063058
Position 685: 0.021132691060582017
Position 209: 0.0163143765536808
Position 694: 0.014618696993195098
Position 49: 0.013465748618597893
Position 644: 0.008947720288197748
Position 493: 0.0030389939931146095
Position 709: 0.0027452229414535426
Position 469: 0.0026192170957251484
Position 396: 0.002546552669824784
Position 830: 0.001916702722949227
Position 553: 0.0018279627141995838
Position 860: 0.0013417259371115062
Position 421: 0.0012339327979199787
Position 115: 0.0011303836914477703
Position 688: 0.00071073463870108
Position 844: 0.0006061339014322297
Position 871: 0.0004216271526005544
Position 206: 0.0002860272307485746
Position 896: 0.00026640530627872736
Position 538: 0.00026572430200090666
Position 967: 0.0002328927124368838
Position 313: 0.000230012944877508
Position 784: 0.00017412057828517058
Position 481: 0.0001669287665608619
Position 1110: 0.0001653884724841168
Position 851: 0.0001427611465426689
Position 1170: 0.00013912797412421083
Position 474: 8.31193980393093e-05
Position 164: 7.210240929508367e-05
Position 894: 6.013267544995162e-05
Position 978: 5.860134529334515e-05
Position 577: 4.388130475300869e-05
Position 1130: 2.8868356411066342e-05
Position 572: 2.5437063129902182e-05
Position 57: 1.4820225769298907e-05
Position 191: 1.3622762963195932e-05
Position 275: 1.203681800208422e-05
Position 742: 3.2885100483074944e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 996: 0.5829072671727716
Position 295: 0.3979193250061365
Position 757: 0.2681285681680747
Position 1001: 0.07015204176884804
Position 925: 0.06843498327302426
Position 392: 0.053108547943306966
Position 481: 0.0178934116636424
Position 152: 0.01252928927406918
Position 1181: 0.008327055687289427
Position 572: 0.0071139207642618345
Position 1022: 0.005627949402329569
Position 1149: 0.005265321405521183
Position 1011: 0.004601977680716455
Position 550: 0.004552099228037723
Position 244: 0.0041890183350881864
Position 773: 0.0028270582496138785
Position 1190: 0.0023517684184509286
Position 675: 0.002203344951723043
Position 533: 0.002173277957610524
Position 1064: 0.0020097547177659065
Position 347: 0.0008686538486304506
Position 350: 0.0008498106292342992
Position 220: 0.0006366604934536738
Position 254: 0.0005792244879640958
Position 1130: 0.0004760265590349136
Position 1232: 0.00047108743744669836
Position 688: 0.0004311150082644992
Position 84: 0.00035134956547342035
Position 679: 0.0002631478203030893
Position 332: 0.00022462133453371593
Position 901: 0.00017871405975867502
Position 356: 0.00011655171456365291
Position 1026: 7.74726451116963e-05
Position 112: 7.172637661305507e-05
Position 1085: 5.9963929453212307e-05
Position 125: 4.85213663893398e-05
Position 184: 3.759890091038088e-05
Position 694: 2.530193889587971e-05
Position 709: 2.3266966217964125e-05
Position 307: 2.0242027141882648e-05
Position 516: 1.51831322735993e-05
Position 119: 9.983909050990127e-06
Position 703: 5.252012138116995e-06
Position 784: 4.621569161071539e-06
Position 235: 2.127204011997576e-06
Position 170: 1.754415081553113e-06
Position 844: 1.5307906781281788e-06
Position 510: 1.4310129439459293e-06
Position 633: 1.020041893724073e-06
Position 820: 7.610821404935662e-07
Position 114: 1.0850248278216093e-07
Position 128: 5.80115120460109e-08
Position 88: 1.489475911509952e-08
Position 140: 8.699719479513114e-09
Position 154: 7.906279231194952e-09
Position 609: 2.5462778005534155e-10
