Gene = Gart
index = 1181
Annotated 5SS: [ 370 4764 5468 5750 6354 7462]
Annotated 3SS: [4515 4817 5523 5931 6411 7523]
SMsplice 5SS: [ 370 4764 5468 5750 6354 7462]
SMsplice 3SS: [4515 4817 5523 5931 6411 7523]
top_k =  1000
Partition function (log Z): 4.376194559027143

Sorted 5' Splice Sites (High to Low Probability):
Position 5468: 0.9949986152484179
Position 7462: 0.9934939091432206
Position 370: 0.9546846642554198
Position 4764: 0.9342280563908741
Position 6354: 0.879141196370642
Position 5750: 0.6491678346264704
Position 1624: 0.37969029871619336
Position 5839: 0.07492300351809278
Position 6350: 0.06502423826720218
Position 99: 0.03725241691212542
Position 6532: 0.033286800088791806
Position 374: 0.03206926400980138
Position 1619: 0.02659661297806562
Position 6340: 0.024323527921296217
Position 652: 0.022031500947348466
Position 7014: 0.01909698033613863
Position 5760: 0.01885032177293637
Position 2590: 0.011344135790525199
Position 1163: 0.009963999746396668
Position 7905: 0.009129601164980898
Position 2161: 0.007201687138980522
Position 2818: 0.00714994582642855
Position 5299: 0.004929436446233033
Position 2018: 0.004654513503019374
Position 103: 0.004161918386873091
Position 3296: 0.004154608710568585
Position 6698: 0.003342273467433391
Position 2399: 0.0032016218425708373
Position 1759: 0.002871923059169401
Position 550: 0.002853000888710577
Position 2778: 0.002794468344650712
Position 5395: 0.0024554932892306832
Position 2535: 0.002397837469653516
Position 1002: 0.0022391938475523018
Position 3735: 0.0022240185780865135
Position 440: 0.00207801791107093
Position 4346: 0.0019816177819097862
Position 1667: 0.0015984084823736685
Position 1206: 0.001595868573521774
Position 1430: 0.001523801871235204
Position 7035: 0.0014918408301213431
Position 1794: 0.0013599128401585515
Position 721: 0.0012777159885630515
Position 4122: 0.0012519036171117846
Position 5714: 0.0012295902247587188
Position 4724: 0.0012208486871333162
Position 3696: 0.0011429863084856887
Position 6547: 0.0010815752511939229
Position 3856: 0.0010375872136493601
Position 6615: 0.0010328301647304766
Position 1561: 0.0010275686443819868
Position 5787: 0.0009961181556286036
Position 6175: 0.0009610137907383556
Position 1454: 0.000923100762638164
Position 1815: 0.0009206571139805265
Position 7293: 0.0009150422047392454
Position 6415: 0.000884679982572444
Position 4646: 0.0007327861700177923
Position 2751: 0.000678455241614274
Position 455: 0.0006146692900611748
