Gene = klar
index = 1740
Annotated 5SS: [   716  32640  34510  34728  78434  86506  87777  89488  90618  94883
  96014  96125  96380  96703  97222  97395 103941 104393]
Annotated 3SS: [ 31814  34257  34565  78055  86208  87125  88842  90443  94702  95046
  96094  96237  96469  96766  97288 103764 104000 104454]
SMsplice 5SS: [   716  32640  34510  34728  40253  40533  68005  78434  86506  87777
  89488  90618  94883  96014  96380  96703  97222  97395 103941 104393]
SMsplice 3SS: [ 31814  34257  34565  40109  40315  67927  78055  86208  87125  88842
  90443  94702  95046  96237  96469  96766  97288 103764 104000 104454]
top_k =  1000
Partition function (log Z): 36.12498416937703

Sorted 5' Splice Sites (High to Low Probability):
Position 34510: 0.9998348325442026
Position 716: 0.9996310191264443
Position 104393: 0.9995713110393318
Position 103941: 0.9994246016678426
Position 97222: 0.9968378332611798
Position 86506: 0.9950015906994396
Position 89488: 0.9939865448582272
Position 34728: 0.9933724219335429
Position 94883: 0.9933286982502566
Position 96703: 0.9931973308164116
Position 90618: 0.9878804405337005
Position 96380: 0.9860371909192711
Position 97395: 0.9835466483783746
Position 96014: 0.9761236672693624
Position 87777: 0.8824583620923637
Position 40253: 0.875892786459855
Position 68005: 0.8586926326060578
Position 40533: 0.7617269877655917
Position 32640: 0.5631484765770943
Position 104663: 0.3146497950544028
Position 98787: 0.21528092629143464
Position 86835: 0.1826070801548838
Position 90189: 0.17640376455976178
Position 103119: 0.16136735310681202
Position 41086: 0.14012095189065207
Position 26003: 0.13738045544898836
Position 104523: 0.07569179585152352
Position 35771: 0.0700696935708706
Position 93383: 0.06995673325867614
Position 103155: 0.04888829284311899
Position 93562: 0.047295198869996606
Position 39073: 0.043926487654590465
Position 6985: 0.0418396330158161
Position 6596: 0.0404062805601196
Position 98376: 0.04037188760469725
Position 87228: 0.03679637255594085
Position 105929: 0.03399905579371228
Position 90358: 0.03331488566452005
Position 96125: 0.03158997109778736
Position 38706: 0.024804137680914426
Position 105694: 0.021993010003898396
Position 38788: 0.02147993453043641
Position 98311: 0.019915791001937723
Position 89811: 0.015844270219520257
Position 92832: 0.015402350851216004
Position 104657: 0.015360003248026189
Position 100121: 0.015332215560808467
Position 91061: 0.0136133173612716
Position 90371: 0.012942254433103324
Position 92904: 0.012229008527068826
Position 100887: 0.012213208254704313
Position 105737: 0.01096379010305777
Position 105535: 0.010446381203789046
Position 98505: 0.00944686787995052
Position 97704: 0.008938593583010187
Position 91512: 0.008770322471656664
Position 92052: 0.008508306167307331
Position 98328: 0.007662459547589641
Position 40593: 0.007125487575314224
Position 100349: 0.006912877980104767
Position 102556: 0.006434513146765925
Position 101727: 0.006192383369410677
Position 35953: 0.006103836323963222
Position 39133: 0.006037754089537428
Position 97018: 0.005369572172177885
Position 92434: 0.005340758874629373
Position 95261: 0.005323144454548858
Position 86531: 0.004998409300562451
Position 95213: 0.004858814176065972
Position 89761: 0.0045438840683081115
Position 105767: 0.004339703658496514
Position 103608: 0.004149314431839937
Position 98546: 0.0038285503115522497
Position 90337: 0.003171640920871063
Position 40213: 0.0030724461797645907
Position 92885: 0.002878478963638625
Position 95380: 0.0027853451784238177
Position 96183: 0.0027797186348912277
Position 91010: 0.0023643040235673714
Position 95958: 0.0023274389150615936
Position 104624: 0.001973676466634402
Position 98305: 0.0019680946726373283
Position 40217: 0.0019455362956394622
Position 34931: 0.0018123297090686635
Position 96407: 0.001671065990472995
Position 39810: 0.0016145573392855024
Position 93804: 0.0015418599919484284
Position 90259: 0.0014238272798788297
Position 98173: 0.001361782185900414
Position 104913: 0.0013019980191146486
Position 95389: 0.0012746794373955316
Position 99103: 0.001082918422891573
Position 106076: 0.0009570270404251014
Position 97688: 0.0008190569941292415
