Gene = Membrin
index = 1276
Annotated 5SS: [281]
Annotated 3SS: [349]
SMsplice 5SS: [281]
SMsplice 3SS: [349]
top_k =  1000
Partition function (log Z): -3.805237133579534

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9998549357253008
Position 36: 0.0011386574615845828
Position 44: 0.0010189095459881036
Position 613: 0.0005025089820871732
Position 384: 0.0004034098874466095
Position 134: 0.00010394129471418228
Position 285: 5.486487901393029e-05
Position 9: 4.892792615212354e-05
Position 628: 3.989059677170387e-05
Position 362: 3.868608343206107e-05
Position 177: 3.796560419430697e-05
Position 136: 2.1284335898415112e-05
Position 211: 1.313436846009363e-05
Position 240: 7.30950264270136e-06
Position 155: 6.360791141800972e-06
Position 377: 5.335779246728708e-06
Position 321: 4.8369417585520904e-06
Position 739: 4.628545247816131e-06
Position 29: 3.880273367724792e-06
Position 317: 3.879646964024224e-06
Position 790: 2.869495859712505e-06
Position 810: 2.8181406049494855e-06
Position 4: 2.587248565930642e-06
Position 174: 2.459563849980684e-06
Position 220: 1.8345773420234733e-06
Position 369: 1.4065158943373627e-06
Position 813: 8.086493204199543e-07
Position 418: 4.783036977167189e-07
Position 374: 4.152110956680406e-07
Position 780: 3.4756153655778833e-07
Position 420: 1.0090715786240951e-07
Position 344: 5.2073598810042004e-08
Position 816: 4.9629231922541386e-08
Position 630: 3.2273637337338854e-08
Position 342: 2.468250320342798e-08
Position 743: 9.164937328674647e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 349: 0.9955900973706052
Position 133: 0.0021314175179193086
Position 398: 0.001407772735521968
Position 455: 0.0011956726696072395
Position 428: 0.0011724196519334296
Position 683: 0.0005405905411670039
Position 383: 0.00046399529889316297
Position 467: 0.0003304044927344307
Position 203: 0.00016280218012437606
Position 596: 0.00014964578516250793
Position 550: 4.9149894763247896e-05
Position 182: 2.7649681016551073e-05
Position 535: 2.7330329703681963e-05
Position 855: 2.092867610487776e-05
Position 406: 1.8676001211703076e-05
Position 149: 1.3755202661401939e-05
Position 608: 8.456922491742027e-06
Position 655: 5.895384059509155e-06
Position 263: 3.5539017105177324e-06
Position 521: 2.282601779630646e-06
Position 883: 1.3461825503110618e-06
Position 500: 1.0865081019370318e-06
Position 272: 1.0658521937714763e-06
Position 227: 4.821279731911969e-07
Position 668: 4.641494488981733e-07
Position 870: 3.981158777426641e-07
Position 807: 3.038597476030106e-07
Position 488: 3.0338782576121773e-07
Position 191: 2.8098989463532497e-07
Position 215: 2.450707870797292e-07
Position 557: 2.14519809461384e-07
Position 726: 2.1442541578780138e-07
Position 685: 1.4776114856644103e-07
Position 484: 1.1662302359449585e-07
Position 445: 1.0485587442989414e-07
Position 730: 8.730600478716514e-08
Position 220: 8.037031126558757e-08
Position 719: 4.6663485096419836e-08
Position 563: 4.31415367746972e-08
Position 888: 3.7977349072368654e-08
Position 317: 2.358207670168009e-08
Position 312: 1.815936683467232e-08
Position 503: 1.2893563579552133e-08
Position 710: 8.883499237220998e-09
Position 48: 1.6907689719763674e-09
Position 702: 1.0912428166571872e-09
Position 785: 5.411567593388429e-10
Position 810: 3.4478918848568657e-10
Position 211: 5.793290017885739e-12
Position 314: 1.9550980994754913e-12
Position 151: 3.412977588466582e-14
Position 285: 2.6151888674582667e-14
