Gene = fs(2)ltoPP43
index = 1709
Annotated 5SS: [ 312 1269 2628]
Annotated 3SS: [ 807 2448 2692]
SMsplice 5SS: [ 312 1269 2628]
SMsplice 3SS: [ 807 2448 2692]
top_k =  1000
Partition function (log Z): 5.518692206726913

Sorted 5' Splice Sites (High to Low Probability):
Position 2628: 0.9988585234080711
Position 1269: 0.9796564361023061
Position 312: 0.7337501928111076
Position 735: 0.6531587080944853
Position 554: 0.3168259377170823
Position 2953: 0.035349127588462315
Position 1842: 0.01206183420905118
Position 728: 0.008792311245045956
Position 1282: 0.00825598993085973
Position 340: 0.005051750616986383
Position 1543: 0.0031969888870372995
Position 696: 0.002550856086540898
Position 1582: 0.0020854929925718632
Position 438: 0.0010269118293459334
Position 287: 0.0008864214917247271
Position 2187: 0.0007301012229680285
Position 645: 0.000694080486192335
Position 1641: 0.0006467934461122804
Position 1729: 0.0006450894874864539
Position 1527: 0.000612629139114
Position 1782: 0.000576683120977883
Position 1411: 0.0005086427140879175
Position 40: 0.00047396623989428996
Position 2258: 0.00039336773318122796
Position 623: 0.0003825161790285798
Position 723: 0.0003737591097781307
Position 593: 0.0003548250445828081
Position 1423: 0.00034812326095790013
Position 1417: 0.00030435886418371435
Position 1323: 0.0002986811757761511
Position 1437: 0.000269197411124438
Position 2617: 0.00026545463379391073
Position 1719: 0.0002336025955975513
Position 1427: 0.00022634412182884127
Position 1639: 0.0002249142085289109
Position 640: 0.00020575118907283037
Position 1431: 0.0001664043636271339
Position 2596: 0.00016240935880695433
Position 515: 0.00015786013482161935
Position 249: 0.00015070147014097923
Position 2023: 0.00013400169907859064
Position 364: 0.00013066153907565758
Position 1421: 0.00012071067805245754
Position 1376: 0.0001125347023810715
Position 567: 0.00011161694538910798
Position 1944: 0.00010564997075148804
Position 965: 0.00010160452769849208
Position 2583: 0.00010001424327270384
Position 1901: 8.368234385234296e-05
Position 1186: 7.244883327655197e-05
Position 279: 7.144184717392457e-05
Position 976: 6.74423762455231e-05
Position 408: 6.416445203118056e-05
Position 1415: 6.133787526863415e-05
Position 2268: 5.8900577946365274e-05
Position 412: 5.329321346032151e-05
Position 2281: 4.7784266547015764e-05
Position 1040: 3.637323282316506e-05
Position 1546: 3.506561587078104e-05
Position 2637: 3.470334139108918e-05
Position 237: 3.0487640643102544e-05
Position 57: 2.9709444561066792e-05
Position 871: 2.9215541904938742e-05
Position 1007: 2.8410466406089203e-05
Position 1299: 2.827679019278997e-05
Position 908: 2.5880637318941327e-05
Position 1384: 1.8547566244595294e-05
Position 597: 1.6477171681470593e-05
Position 2882: 1.6190346040625288e-05
Position 824: 1.5755023588980433e-05
Position 1112: 1.4847872108479171e-05
Position 1836: 1.4394270195600804e-05
Position 225: 1.3857337846854191e-05
Position 616: 7.481567353156901e-06
Position 444: 6.882899328147099e-06
Position 77: 6.794488508825029e-06
Position 2639: 6.082760080345655e-06
Position 28: 5.311439401934247e-06
Position 863: 4.953556821674737e-06
Position 2790: 4.2906736617962486e-06
Position 74: 3.907309580191953e-06
Position 2646: 3.8140668266848695e-06
Position 569: 2.4495300917063908e-06
Position 2599: 2.109315380190123e-06
Position 600: 1.0355021980227863e-06
Position 114: 9.832516322457688e-07
Position 117: 8.593409666881224e-07
Position 2761: 7.845787969530407e-07
Position 973: 6.261430631111205e-07
Position 791: 5.859551977019272e-07
Position 84: 5.388070066238156e-07
Position 1457: 2.9002345773220434e-07
Position 162: 2.664581333428067e-07
Position 421: 2.6395584474878136e-07
Position 633: 2.405752335556265e-07
Position 390: 1.9770809146447115e-07
Position 1441: 1.946268197202979e-07
Position 1047: 1.1663068828923135e-07
Position 2803: 9.563941991453169e-08
Position 1403: 6.498701345004059e-08
