Gene = Cpsf6
index = 1106
Annotated 5SS: [ 431 1546 2492 3219 3729 3856]
Annotated 3SS: [ 825 2350 2751 3428 3786 4275]
SMsplice 5SS: [ 431 1111 3219 3729 3856 4477]
SMsplice 3SS: [ 825 2751 3428 3786 4275 4767]
top_k =  1000
Partition function (log Z): 18.6327250534818

Sorted 5' Splice Sites (High to Low Probability):
Position 3729: 0.9991025508245356
Position 3219: 0.9966716898634012
Position 4477: 0.9675818248511772
Position 431: 0.9595493445956079
Position 3856: 0.9210966032098568
Position 2492: 0.5832982929326715
Position 1111: 0.4445506375752528
Position 1510: 0.33806758883418747
Position 1546: 0.28445919088914995
Position 1874: 0.029847142794526934
Position 4070: 0.026368674437194234
Position 1697: 0.02504042102957673
Position 3514: 0.016070626003062884
Position 291: 0.014140615689846923
Position 568: 0.013232985790414462
Position 3083: 0.013001599405844014
Position 83: 0.01228773810593404
Position 473: 0.012196163322296186
Position 2433: 0.011188349195715312
Position 1157: 0.011130698722783031
Position 1129: 0.010902110155926664
Position 1839: 0.010323851683429863
Position 4200: 0.010204674494938658
Position 4084: 0.00940120002947766
Position 2873: 0.008307943781182723
Position 1585: 0.007541909247440067
Position 3904: 0.00737165844328729
Position 2523: 0.0071844811859855424
Position 1007: 0.007018622114413986
Position 2332: 0.004784170934689222
Position 2843: 0.00475135002610602
Position 621: 0.0038256875387807387
Position 2101: 0.003799010176474974
Position 254: 0.0036904459442802665
Position 4582: 0.0024545339149806824
Position 1593: 0.002336753415591524
Position 1995: 0.0023337164634595143
Position 3231: 0.002190450740408696
Position 484: 0.0015018335136207917
Position 1501: 0.0014485234362517072
Position 563: 0.0013301145684895795
Position 988: 0.0013282260551705706
Position 2178: 0.0013095408971240724
Position 4521: 0.00130696623196733
Position 1780: 0.0012063796531573661
Position 2460: 0.001120105940156278
Position 3864: 0.0010839119013131956
Position 235: 0.0009711965722665733
Position 3104: 0.000955697960177384
Position 1048: 0.0009339377646604143
Position 4511: 0.0009208013830982682
Position 556: 0.0009019288876861437
Position 64: 0.0008884584011270317
Position 1134: 0.0008835665820236258
Position 4446: 0.00071888291269024
Position 2199: 0.0006803035337837077
Position 714: 0.0006455684325486676
Position 2825: 0.0006340637525584465
Position 522: 0.0006039106628311341
Position 469: 0.0005851977329236321
Position 1004: 0.0005603574429493262
Position 703: 0.0005494320084004868
Position 1597: 0.000523692247439835
Position 4147: 0.0005082417278675361
Position 1421: 0.00048721673280523154
Position 4053: 0.00047645482655974953
Position 1065: 0.00045651635308841616
Position 974: 0.0004495022850825246
Position 4369: 0.00041794734673063346
Position 664: 0.00039969334505102514
Position 3080: 0.00039506093803079353
Position 4016: 0.0003876737657874326
Position 2514: 0.000358509036460723
Position 1266: 0.0003407186157462077
Position 2963: 0.00033609921688988585
Position 3707: 0.00030343411153105967
Position 2908: 0.0003004051562959025
Position 1115: 0.00029558793011693257
Position 728: 0.00028928052182309157
Position 4643: 0.0002786342839505186
Position 1730: 0.00026966511615611217
Position 2644: 0.0002407241437047601
Position 573: 0.00022333130143401824
Position 3991: 0.00020999396115918561
Position 3606: 0.0002034392013114891
Position 4001: 0.00018628235216700169
Position 283: 0.0001861986915286709
Position 4011: 0.00018335802447879527
Position 3967: 0.00017520278702258706
Position 896: 0.00015231321609898322
Position 3452: 0.0001496595797597399
Position 1370: 0.00013076043216661491
Position 4003: 0.00012663379752475388
Position 1476: 0.00012171140774216914
Position 90: 0.00010753739939721514
Position 76: 0.00010633973004890037
Position 289: 9.894198012626516e-05
Position 4519: 9.020799673789372e-05
Position 1613: 8.542167072754537e-05
Position 4948: 8.500350774473128e-05
Position 489: 7.985990003333877e-05
Position 4386: 7.680619637656938e-05
Position 1177: 7.67647908202791e-05
Position 4487: 7.475956064537902e-05
Position 3925: 7.451549292186628e-05
Position 654: 7.054395168522256e-05
Position 990: 6.740750759696358e-05
Position 316: 6.333541346432093e-05
Position 1878: 6.257540959241664e-05
Position 477: 5.464065524940171e-05
Position 327: 4.888551109117014e-05
Position 1791: 4.698161974788816e-05
