Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  100
Partition function (log Z): -18.977084966513015

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9139286312116285
Position 4303: 0.8363056338129919
Position 87: 0.054716948777478416
Position 92: 0.049031000667490054
Position 1135: 0.04609521824605106
Position 1060: 0.046072020134243837
Position 900: 0.03198836516082688
Position 909: 0.02258738230083205
Position 3808: 0.01886761175565759
Position 2387: 0.016707918524425838
Position 594: 0.015276880276919912
Position 292: 0.009646051336440812
Position 2633: 0.00963799521128746
Position 7437: 0.009234468865476448
Position 704: 0.007784716285409895
Position 2287: 0.005756734942381576
Position 504: 0.003597699599786929
Position 758: 0.0031128266786391336
Position 2709: 0.0019728534432947955
Position 954: 0.001703076784826644
Position 142: 0.00019880309120375844
Position 133: 0.0001085683334064902
Position 396: 2.0359447894324127e-05
Position 181: 6.595745551161737e-06
Position 107: 5.633132352135689e-06
Position 170: 5.199948334568021e-06
Position 110: 3.891097864159831e-06
Position 156: 1.3242974138274038e-06
Position 20: 9.344870076304981e-07
Position 47: 7.379595972216493e-07
Position 27: 5.58168474326849e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4155: 0.982994388985416
Position 11127: 0.2963038034372007
Position 7685: 0.13616543137496062
Position 858: 0.09874429451080358
Position 10069: 0.08176152768360807
Position 6626: 0.046901218026150826
Position 10927: 0.04658629428843575
Position 5539: 0.04385699123755121
Position 167: 0.029580619862768325
Position 7365: 0.027692892653573508
Position 9419: 0.02609209414649241
Position 2171: 0.024767791594541875
Position 6901: 0.019763920748364062
Position 7626: 0.01932369154409439
Position 4402: 0.018625561909776607
Position 5491: 0.013910727175391185
Position 1020: 0.013847813078409956
Position 7993: 0.012802767118525812
Position 8122: 0.011960660824878146
Position 969: 0.011744750879424127
Position 3645: 0.011087638594411113
Position 652: 0.009975199815646839
Position 920: 0.009617944538820644
Position 8381: 0.00945619436812488
Position 503: 0.008187436833008585
Position 3737: 0.0077799731612464805
Position 7066: 0.00762679309895913
Position 2537: 0.007122418883881319
Position 190: 0.006517599216551222
Position 757: 0.005588231812924581
Position 4933: 0.005582721935254978
Position 6470: 0.004546857719396508
Position 2580: 0.0044884297707009375
Position 4455: 0.0043201747877811714
Position 4654: 0.004074839018226416
Position 623: 0.00386293959031542
Position 6805: 0.0036538893710047335
Position 899: 0.003471114747235915
Position 6065: 0.002967038440021544
Position 4985: 0.002583228794394391
Position 4856: 0.0024992396910812472
Position 193: 0.0022352384656352925
Position 1050: 0.0019860001392077047
Position 5573: 0.001927367552846634
Position 4694: 0.001909655195131217
Position 5008: 0.0017577274393360998
Position 5283: 0.0017403672488321023
Position 250: 0.001702217249200746
Position 1025: 0.0012136290310787961
Position 1571: 0.0009424900048995667
Position 2708: 0.0004507454979390031
Position 816: 2.23231315721343e-05
Position 222: 9.846472079255573e-06
Position 255: 7.856148513279771e-06
Position 771: 6.9348180599787276e-06
Position 763: 6.613042228224776e-06
Position 952: 2.940559103690682e-06
Position 740: 2.9124232834409557e-06
Position 735: 2.5465567329031257e-06
Position 514: 2.446638273902604e-06
Position 483: 2.0274419192124867e-06
Position 480: 2.0154433006304197e-06
Position 209: 1.4691791300169974e-06
Position 487: 1.1166301664977123e-06
Position 154: 7.514675260535925e-07
Position 395: 6.811575072001692e-07
Position 219: 4.0690777866542704e-07
Position 132: 3.83211113385445e-07
Position 402: 2.8305181387308746e-07
