Gene = Stk17b
index = 1037
Annotated 5SS: [  151  8708 13615 19304 21193 22636 24243]
Annotated 3SS: [ 8544 13401 19158 21065 22586 24062 27453]
SMsplice 5SS: [  151  2633  8708 10931 19304 20218 22636 24243]
SMsplice 3SS: [ 2527  8544 10798 19158 20059 22586 24062 27453]
top_k =  100
Partition function (log Z): -3.902803534214936

Sorted 5' Splice Sites (High to Low Probability):
Position 8708: 0.9999999999999998
Position 13615: 0.9923177762547949
Position 10931: 0.9754063354921805
Position 151: 0.9690001251266437
Position 19304: 0.9601831121971103
Position 22636: 0.9551030235095939
Position 24243: 0.732738855746792
Position 2633: 0.684148869122223
Position 20218: 0.4127760832828266
Position 3720: 0.28844977355797474
Position 11997: 0.2765289058702117
Position 943: 0.2666382703670539
Position 11954: 0.25461064172860115
Position 9596: 0.2541852525472804
Position 12376: 0.19200682851458237
Position 20222: 0.1661774475766136
Position 8452: 0.16313056202388715
Position 12348: 0.1395056148291502
Position 11142: 0.1358624451214396
Position 3675: 0.10311791898044026
Position 20187: 0.0991419079573615
Position 12166: 0.08609392607664758
Position 12068: 0.07974745620266784
Position 10467: 0.0462700558786616
Position 24418: 0.03944876773981426
Position 11311: 0.03757635570793717
Position 26065: 0.03083110822951589
Position 11353: 0.02484454860477179
Position 3550: 0.01528149999673425
Position 15948: 0.014678512872473019
Position 3759: 0.014434661905033392
Position 3462: 0.013190731037390654
Position 26370: 0.010690480693938053
Position 25887: 0.010366728254321753
Position 22657: 0.0077765608393945435
Position 22648: 0.004233634157446236
Position 442: 0.002716145051008648
Position 54: 0.0023887070341398874
Position 223: 0.002248939078058812
Position 67: 0.002236761659181478
Position 3085: 0.0015466073916629772
Position 13543: 0.0006121802991146064
Position 175: 0.00044764020378461637
Position 2835: 0.0003310760420195742
Position 446: 2.8959714027710776e-05
Position 432: 2.8661481245057634e-05
Position 424: 1.1667306857562731e-05
Position 227: 6.826824404910232e-06
Position 144: 6.198042842507673e-06
Position 375: 6.027210818768651e-06
Position 332: 5.617454229742498e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8544: 0.9999999999999997
Position 13401: 0.9929299565539098
Position 22586: 0.9732620578177229
Position 10798: 0.9699305084716842
Position 19158: 0.9601831121971103
Position 24062: 0.9485507685932397
Position 20059: 0.67972441824259
Position 11874: 0.6599790908678602
Position 2527: 0.5881148714049601
Position 27453: 0.4941202716766185
Position 3549: 0.4060023544434484
Position 12207: 0.3315124433437327
Position 866: 0.22138139879570065
Position 11013: 0.17341380134338624
Position 9416: 0.16392901734903076
Position 8200: 0.16313056202388707
Position 9508: 0.09025623519824964
Position 27573: 0.07232290790535578
Position 2485: 0.0717437886673486
Position 27925: 0.04839729392536277
Position 25809: 0.04320475441892979
Position 10335: 0.041346325129995205
Position 12041: 0.036641443545213676
Position 24318: 0.03626573451981893
Position 26251: 0.03228363626213216
Position 27559: 0.028999181027548414
Position 25458: 0.02747846171052573
Position 25929: 0.025112994728075502
Position 24115: 0.014872353175424444
Position 15852: 0.014787775487057331
Position 3287: 0.013190731037390654
Position 25461: 0.012666346542402139
Position 784: 0.012396520866999425
Position 27387: 0.011173760413239213
Position 11207: 0.010991469320983957
Position 3461: 0.01073344683058624
Position 2360: 0.010479292507184037
Position 26697: 0.009579765951005733
Position 25550: 0.008633456935110919
Position 2434: 0.007891723677189462
Position 11238: 0.007604534424419558
Position 532: 0.006575469547839932
Position 11131: 0.0062830426553407495
Position 2611: 0.0059191928655405795
Position 10670: 0.005475827020496341
Position 10424: 0.004923730748666443
Position 3515: 0.004548053166148012
Position 629: 0.0034595464527290886
Position 24913: 0.0025163402417006605
Position 892: 0.001104972789033134
Position 2947: 0.0009646848909407756
Position 791: 0.000852638101995007
Position 2986: 0.0005819225007222016
Position 12118: 0.0003617284413026942
Position 2769: 0.00033107604201957415
