Gene = Lsmem2
index = 650
Annotated 5SS: [  87 2990 3250]
Annotated 3SS: [2878 3063 3405]
SMsplice 5SS: [  87 2990]
SMsplice 3SS: [2878 3063]
top_k =  100
Partition function (log Z): -6.134165943578598

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9979058597020947
Position 2990: 0.8443128936357854
Position 3946: 0.13640780197120525
Position 3250: 0.12199506990155037
Position 3195: 0.11725199470635606
Position 2944: 0.0966002632916191
Position 1321: 0.06612963887389388
Position 2152: 0.0580863204709456
Position 989: 0.04667443423169305
Position 3550: 0.021137577674539887
Position 3749: 0.014933689492009516
Position 3554: 0.010239049493895785
Position 3951: 0.009348700060583299
Position 3517: 0.007186620561193193
Position 3162: 0.002039474826465317
Position 219: 0.0018866044067306466
Position 2147: 0.0012342729085964368
Position 2157: 0.001181856168756369
Position 3304: 0.0007624667107591319
Position 773: 0.00017840063094327224
Position 1660: 0.0001652896235594898
Position 442: 0.00012132018515377138
Position 3591: 9.830886712713157e-05
Position 595: 5.1531938250664884e-05
Position 254: 3.651654196034921e-05
Position 1735: 9.05763288375082e-06
Position 390: 6.322619045714527e-06
Position 320: 7.706099185234419e-08
Position 495: 7.427909441338713e-08
Position 175: 9.144839169080856e-10
Position 97: 1.569198946022444e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3063: 0.6757757819975785
Position 2878: 0.6395246416100284
Position 3695: 0.29194612219475374
Position 4247: 0.25649168456258864
Position 2898: 0.21972128566373167
Position 3405: 0.15199338909147042
Position 2021: 0.06405476046103901
Position 1220: 0.04797149626862307
Position 3812: 0.03441324187635842
Position 2777: 0.032064504975479496
Position 2801: 0.030127196237286498
Position 645: 0.01831961707731001
Position 860: 0.017051457663174598
Position 2824: 0.016249727079929936
Position 894: 0.011861281685444602
Position 4081: 0.011107437004025491
Position 1175: 0.006926750955212821
Position 2940: 0.006731339430547205
Position 1225: 0.005368496985038799
Position 732: 0.00454400858236185
Position 1136: 0.0027362074908705808
Position 189: 0.0022504969663644046
Position 3725: 0.0022239808750666966
Position 1279: 0.0016357918653404854
Position 837: 0.0015601613652537704
Position 1282: 0.0014898810000322387
Position 3147: 0.0008093624706401312
Position 1502: 0.0008080661291448233
Position 3092: 0.0001731823121864239
Position 1546: 4.067966559236658e-05
Position 1594: 4.87716528924993e-06
Position 291: 2.1516473020800435e-06
Position 1028: 1.0143087758850725e-06
Position 370: 8.737346562251718e-07
Position 353: 5.41140583351763e-07
