Gene = Iqce
index = 588
Annotated 5SS: [  197  2694  5371  8964  9585 10779 12423 12566 14594 16051 16334 19003
 19977 21663 24305 24963 27301 28042 30572 31035 31912 36371]
Annotated 3SS: [ 2645  5324  8834  9449 10707 12308 12514 14522 15977 16283 18838 19920
 21432 24199 24871 27129 28017 30451 30912 31810 36169 36884]
SMsplice 5SS: [  197  2694  5371 10779 12423 12566 14594 16051 21663 24305 24963 27301
 30572 31035 33357 37034]
SMsplice 3SS: [ 2645  5324 10707 12308 12514 14522 15977 21520 24199 24871 27129 30451
 30912 33257 36884 38271]
top_k =  100
Partition function (log Z): 16.506422146503983

Sorted 5' Splice Sites (High to Low Probability):
Position 24305: 0.9999999999999978
Position 10779: 0.9996453905500219
Position 12423: 0.9936427723583772
Position 12566: 0.9915283186855249
Position 31035: 0.9871049166678277
Position 24963: 0.9726082196439614
Position 16051: 0.9650242729710583
Position 37034: 0.9631177097564313
Position 30572: 0.9599188932394799
Position 5371: 0.8862453070268114
Position 2694: 0.8745875365985901
Position 197: 0.8411886572605298
Position 33357: 0.8083700551466305
Position 27301: 0.7992408771610886
Position 8964: 0.5852412631484905
Position 14594: 0.5322246155433903
Position 437: 0.44055463496583386
Position 19003: 0.38494863750111535
Position 28042: 0.3282479947938191
Position 16334: 0.2872750801519788
Position 31912: 0.23479106418243617
Position 14620: 0.20484699570758277
Position 28126: 0.16456671218372107
Position 36260: 0.15184575624247643
Position 35659: 0.12530013128363088
Position 28139: 0.11205839644561919
Position 2496: 0.06303889021584284
Position 27200: 0.054456687737975136
Position 15900: 0.048160364479095094
Position 36308: 0.04742701886418429
Position 36371: 0.044965757680073326
Position 17848: 0.04054319965951443
Position 24782: 0.038912945456078665
Position 2554: 0.027031154056077495
Position 10946: 0.017153609811631203
Position 11154: 0.01637186697339264
Position 15550: 0.015352245020917058
Position 1689: 0.01111401181547426
Position 15755: 0.009667080664203983
Position 4749: 0.007998033582524778
Position 14359: 0.006640343974762678
Position 1594: 0.006204570630180969
Position 12833: 0.0037485166282636945
Position 14114: 0.0036376641026406205
Position 1263: 0.0033301097842178004
Position 11120: 0.003162492888861584
Position 12418: 0.002505506339919316
Position 13278: 0.0020706044775175726
Position 16128: 0.0013746584835562536
Position 12718: 0.0012327136911349204
Position 85: 0.0005845582976844898
Position 10808: 0.0003519967974452197
Position 76: 3.8855418609353905e-06
Position 234: 1.7896425908858458e-06
Position 62: 1.2301029668878104e-06
Position 288: 1.4619590974139143e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 36884: 0.9999999999999998
Position 24199: 0.999999999999998
Position 12514: 0.9954359940014226
Position 10707: 0.9713179685592356
Position 30451: 0.9599188932394777
Position 24871: 0.9556275397890301
Position 12308: 0.9536846589964454
Position 15977: 0.930310217538675
Position 30912: 0.9292507519795182
Position 5324: 0.884807501365699
Position 33257: 0.8029832186441159
Position 14522: 0.7369742177360862
Position 2645: 0.6954553431526749
Position 27129: 0.6365207738265823
Position 28017: 0.5718942169110681
Position 18838: 0.3849486375011157
Position 8776: 0.3229881729525237
Position 16283: 0.2872154477505004
Position 38271: 0.2790433568835736
Position 8834: 0.26225309019596726
Position 37218: 0.25393929747805033
Position 36169: 0.24423853278673358
Position 31810: 0.23009725375025117
Position 27106: 0.21717679107248197
Position 38890: 0.13785314356621306
Position 39046: 0.13660385837913372
Position 35537: 0.12530013128363088
Position 2415: 0.1209138023865732
Position 318: 0.11197710586238234
Position 2567: 0.09432044548779972
Position 37540: 0.08944128286116895
Position 15821: 0.07220178473439133
Position 315: 0.06558458051455314
Position 273: 0.05700944614630419
Position 24701: 0.05589362531101043
Position 30938: 0.05348887107823194
Position 17763: 0.04054319965951445
Position 12323: 0.03824529682743832
Position 10897: 0.035023704428018755
Position 27886: 0.03297888651209149
Position 2368: 0.03292590879325521
Position 10735: 0.028679418788231187
Position 346: 0.02202891848336913
Position 15663: 0.021714374324846762
Position 360: 0.019218686060078708
Position 2512: 0.019101861156819566
Position 37233: 0.018472759058698263
Position 15369: 0.01535224502091707
Position 37963: 0.014513475728842465
Position 40097: 0.013775156794450133
Position 37385: 0.011870047205674809
Position 4555: 0.007998033582524775
Position 37374: 0.007605331800626324
Position 1515: 0.007058562513755775
Position 32951: 0.005386836502514347
Position 31789: 0.0046938104321850044
Position 275: 0.00467259851035105
Position 30640: 0.004365293610077848
Position 1553: 0.004339071118261009
Position 12247: 0.0042193314808344606
Position 13989: 0.0036376641026406205
Position 14299: 0.0035104391612093416
Position 14230: 0.003185876091153263
Position 1176: 0.002438828471898287
Position 1476: 0.00224119479167002
Position 2438: 0.001940219893388032
Position 1590: 0.00187556182761352
Position 1520: 0.0018041921943548964
Position 11033: 0.0016642652458666663
Position 5163: 0.0014378056611118169
Position 325: 0.0010950420080113271
Position 12521: 0.0010711728491742394
Position 13137: 0.0008979239334021062
Position 1108: 0.0008912813123195147
Position 364: 0.0007485244223309498
Position 13144: 0.0006575051936609259
Position 13099: 0.0003604584957706069
Position 12922: 0.00015471685468393368
Position 16127: 5.9632401478538444e-05
Position 14554: 3.0513444666874683e-05
Position 14545: 1.0908792620139254e-05
Position 12542: 1.3735479061619885e-06
