Gene = Lyar
index = 653
Annotated 5SS: [  166  4328  5534  7493  7664 10521 10890 12858]
Annotated 3SS: [ 4156  5418  7384  7579 10090 10802 12771 13520]
SMsplice 5SS: [  166  4328  5534  7493  7664 10890 12858]
SMsplice 3SS: [ 4156  5418  7384  7579 10802 12771 13520]
top_k =  100
Partition function (log Z): 8.53524121556258

Sorted 5' Splice Sites (High to Low Probability):
Position 5534: 0.9984922956316342
Position 12858: 0.9751117901750589
Position 7493: 0.9678612101095762
Position 166: 0.952789599451385
Position 7664: 0.9336933545092299
Position 10890: 0.9182345181551581
Position 4328: 0.9060973676111227
Position 2057: 0.15671786816668223
Position 1713: 0.14236942749460824
Position 2348: 0.11978375600156424
Position 13623: 0.09380412714401962
Position 1648: 0.08999589247633753
Position 10945: 0.07597713931037789
Position 9874: 0.06782619821269004
Position 7631: 0.06630664549076964
Position 12521: 0.06013813611590253
Position 12499: 0.050019962441075136
Position 8963: 0.04752156151606575
Position 11647: 0.04336399286249227
Position 6434: 0.03759886886694483
Position 10521: 0.02275931558433443
Position 320: 0.02217590670472484
Position 325: 0.017672041117166304
Position 13085: 0.01592350696897996
Position 1624: 0.01323148237232795
Position 11426: 0.012981977965347691
Position 13652: 0.01070093546450187
Position 656: 0.008443981301523058
Position 13209: 0.003083404901079962
Position 1865: 0.0020180623261977465
Position 9559: 0.0019873869087818543
Position 5982: 0.0018651330120969239
Position 13638: 0.0015594681315083698
Position 5505: 0.0011149669364267718
Position 8173: 0.000972428830428354
Position 8169: 0.0009247949670671953
Position 1297: 0.0008339584366750058
Position 7427: 0.0006553842439385583
Position 9959: 0.0005533435614593984
Position 6707: 0.0005193476073224779
Position 12914: 0.00032344790193518917
Position 8967: 0.00031374571006634853
Position 6216: 0.0003067555324525482
Position 13170: 0.00026114588735976114
Position 7045: 0.00016929424255286325
Position 6504: 0.00011954809752868707
Position 13066: 0.00010681560886747221
Position 136: 2.044785170745315e-06
Position 154: 8.12624441972633e-07
Position 802: 2.505366319204905e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7579: 0.9999993044380471
Position 5418: 0.9996072625680615
Position 10802: 0.9862245852981361
Position 12771: 0.9537092876805094
Position 7384: 0.933321935091885
Position 4156: 0.9060973676111237
Position 13520: 0.8962943420533883
Position 1564: 0.18418198838538957
Position 1919: 0.13622789544492622
Position 12409: 0.10048467473689497
Position 13766: 0.07788989575554123
Position 2281: 0.07628112758189112
Position 12972: 0.07284431572540287
Position 9716: 0.06837954177414943
Position 8874: 0.04783214212346535
Position 11512: 0.04336399286249226
Position 1550: 0.03346998934005233
Position 6298: 0.03212338886830318
Position 2172: 0.031533895788075035
Position 13527: 0.028717625611102783
Position 12815: 0.023793613962103995
Position 10090: 0.022759315584334423
Position 13721: 0.020477744456631676
Position 1893: 0.01935353252055526
Position 7473: 0.01784982666607768
Position 1667: 0.015892916690792114
Position 7183: 0.01568554026254094
Position 11229: 0.012266963790266013
Position 2152: 0.011968732631598127
Position 13247: 0.010617011464829844
Position 1473: 0.01016169306055394
Position 12359: 0.009673423820082731
Position 10677: 0.00798707216739996
Position 13771: 0.007696890527856918
Position 6342: 0.005593226139128959
Position 12682: 0.005079453425225352
Position 13594: 0.003754461520718321
Position 9397: 0.0019873869087818543
Position 8046: 0.0018972237974955496
Position 7107: 0.0016592923330114012
Position 5842: 0.0016073929506843637
Position 1349: 0.0015476993364522257
Position 1759: 0.001281119427563949
Position 1993: 0.0011364402012007525
Position 1503: 0.0008066583485396585
Position 6579: 0.0005193476073224775
Position 11234: 0.0004925896664364521
Position 1181: 0.00048590951210292216
Position 6017: 0.00030855748949397193
Position 1810: 0.00027280008012769616
Position 555: 0.0002668618463136061
Position 5891: 0.00025355946264615044
Position 632: 0.00023347301547815068
Position 11211: 0.00022242450864522542
Position 483: 0.000196872784717669
Position 6933: 0.00016929424255286325
Position 960: 0.00014326589542633196
Position 532: 0.0001270830911647395
Position 294: 0.00011933234545795677
Position 1188: 0.0001033514360355364
Position 942: 0.00010143159311021543
Position 575: 7.809999712822675e-05
Position 395: 6.291344078158984e-05
Position 5853: 3.520905479134856e-06
Position 8845: 3.1651026667389686e-06
Position 7547: 6.955619520727035e-07
Position 5874: 6.596932872740935e-07
