Gene = Ufc1
index = 1161
Annotated 5SS: [ 104  391 4876 5141 5507 5854]
Annotated 3SS: [ 196 4807 5076 5429 5762 6052]
SMsplice 5SS: [ 104  391 3457 4876 5170 5507 5854]
SMsplice 3SS: [ 196 3309 4807 5076 5429 5762 6052]
top_k =  100
Partition function (log Z): 7.116632912637472

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9735162783281534
Position 391: 0.9281946371270736
Position 5170: 0.874326479985142
Position 5507: 0.8179600544257232
Position 3457: 0.7977793061246174
Position 5854: 0.7176870588914167
Position 104: 0.7117196371771449
Position 3749: 0.30820805948828356
Position 2419: 0.22673472419412927
Position 5141: 0.11894136906129654
Position 40: 0.0904735187666546
Position 3447: 0.053334769123634745
Position 5540: 0.04898678619784335
Position 108: 0.04114145725304442
Position 798: 0.037897363153171486
Position 348: 0.03765616664154864
Position 5524: 0.035012781158030276
Position 4017: 0.03478800195169435
Position 217: 0.02069220535514953
Position 1538: 0.01984801259904527
Position 1609: 0.016943610859487618
Position 1503: 0.01662009740569279
Position 2196: 0.01451635153630566
Position 213: 0.014163118399949898
Position 4895: 0.010396217103165111
Position 4901: 0.00920845568726802
Position 55: 0.005361238991099859
Position 4884: 0.0051217660497042804
Position 3971: 0.00456124845526309
Position 158: 0.0013350905044696032
Position 5521: 0.0011142098428525114
Position 5188: 0.0010262766235037846
Position 64: 0.001024323408643588
Position 352: 0.0008934536771604471
Position 5200: 0.0007781671598902245
Position 5279: 0.0007016046221097435
Position 18: 0.0002945460673820411
Position 310: 0.0002939520154908095
Position 635: 0.00020917540669872431
Position 444: 0.00017152020203717075
Position 82: 8.397618724199289e-05
Position 21: 1.1151075805524324e-06
Position 196: 2.0711833156538552e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5076: 0.9881298516527259
Position 4807: 0.9006049525549066
Position 3309: 0.840924160394107
Position 5429: 0.8343189091283609
Position 5762: 0.8276306452923885
Position 196: 0.7821043428269758
Position 6052: 0.6781701944607162
Position 3603: 0.30801630072866265
Position 2259: 0.13705915211028558
Position 5958: 0.09940551924056262
Position 4787: 0.07159048260161506
Position 6202: 0.07109463089059291
Position 5305: 0.06444049050608952
Position 1369: 0.05341172086422569
Position 2346: 0.0476864714129127
Position 245: 0.039727569150843356
Position 3846: 0.03934925040695745
Position 657: 0.03617435482759013
Position 4691: 0.024519332758436096
Position 267: 0.02096274279310973
Position 2052: 0.019843504780399496
Position 2318: 0.018397950077364132
Position 2280: 0.018263997349473
Position 6071: 0.012098557153011176
Position 3273: 0.01018991485414548
Position 6094: 0.010069805114520153
Position 201: 0.008352607963235562
Position 5046: 0.0074373329374803595
Position 6033: 0.007377923738620465
Position 5469: 0.004459542983534419
Position 5702: 0.0030750311479995907
Position 5381: 0.0030424727649991275
Position 6097: 0.0028807770533449267
Position 5810: 0.002286282362267014
Position 303: 0.00223873677644887
Position 682: 0.0017230083255813512
Position 4654: 0.001527949283510788
Position 4965: 0.00034502598300754954
Position 3701: 0.00019175875962070996
Position 491: 0.00016329713407195633
Position 4954: 0.00014371970618879976
Position 5007: 9.677278231973558e-05
Position 170: 6.169649569819419e-05
Position 318: 5.5589397921760354e-05
Position 5634: 2.7178134000235417e-05
Position 156: 1.711414079308704e-05
Position 107: 1.4166068924840588e-05
Position 337: 1.1476658677730966e-05
Position 4968: 2.8882668554835246e-06
Position 5245: 6.529804838976665e-07
Position 5274: 5.836575620717817e-07
