Gene = Mto1
index = 723
Annotated 5SS: [  303  1411  1628  4846  9115  9399  9840 12830 13484 16795 22584]
Annotated 3SS: [ 1210  1509  4555  9001  9207  9708 12624 13311 16675 22422 25581]
SMsplice 5SS: [  303  1411  9115  9399  9840 13484 16795 18671 22584]
SMsplice 3SS: [ 1210  9001  9207  9708 13343 16675 18457 22422 25581]
top_k =  100
Partition function (log Z): -1.9803442839317231

Sorted 5' Splice Sites (High to Low Probability):
Position 1411: 0.9999999999999973
Position 9115: 0.9999999999999973
Position 16795: 0.9989135743898842
Position 9840: 0.9946026470283872
Position 9399: 0.9719856054416057
Position 22584: 0.8501422571065174
Position 18671: 0.7736002612102132
Position 13484: 0.7418678794768644
Position 303: 0.7362968448335017
Position 12830: 0.5636417680614945
Position 997: 0.4913013231609405
Position 13387: 0.2579066361701306
Position 22906: 0.13313507353761758
Position 433: 0.058866467698814165
Position 13001: 0.04770250935139252
Position 51: 0.041767469859257736
Position 11818: 0.04172564450436949
Position 520: 0.03866147500126377
Position 22889: 0.02284137548282183
Position 203: 0.008237084310482281
Position 57: 0.0057757732197457595
Position 9533: 0.005374993813084224
Position 569: 0.004382466232375554
Position 559: 0.002565146747674326
Position 956: 0.0023617338038120815
Position 381: 0.0019125816709314315
Position 390: 0.0018671265254446368
Position 959: 0.0018379819529588243
Position 66: 0.0008636500858553787
Position 337: 0.00011200175349260388
Position 364: 6.020263818574998e-05
Position 358: 2.172997331258266e-05
Position 374: 7.121596183966507e-06
Position 200: 7.08151938760466e-06
Position 91: 4.953073578580179e-06
Position 153: 3.816451423194353e-06
Position 290: 1.6020882482886805e-06
Position 108: 1.1818398108417237e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1210: 0.9999999999999973
Position 9001: 0.9999999999999973
Position 9708: 0.8353703619361538
Position 16675: 0.822684646805786
Position 25581: 0.7403148335871058
Position 13311: 0.5606428175816278
Position 18457: 0.5460120872850729
Position 22422: 0.5389010380835076
Position 13343: 0.43914424528218393
Position 9207: 0.3780689433789304
Position 12613: 0.32943749040270803
Position 9262: 0.32626723636877863
Position 22451: 0.31480064810597264
Position 22803: 0.28232375142978045
Position 9232: 0.26471575848670836
Position 12624: 0.23420427765878626
Position 18547: 0.23049266060730628
Position 16634: 0.17622892758409772
Position 894: 0.10128978883679711
Position 788: 0.07577683140559756
Position 811: 0.07460212421391084
Position 9735: 0.04695852450195971
Position 12904: 0.04555920192064796
Position 22653: 0.04528765824542581
Position 11744: 0.041753671124483555
Position 9666: 0.03786199499052497
Position 468: 0.036980226727814376
Position 9800: 0.03519195682055984
Position 917: 0.029738665695224653
Position 23347: 0.02619598043525382
Position 165: 0.02527194487463733
Position 25341: 0.02161601044750822
Position 9746: 0.021425252826555774
Position 24787: 0.013507247927828203
Position 24810: 0.012355112611817704
Position 727: 0.010690495735803246
Position 853: 0.00990657753187567
Position 877: 0.009096570811283457
Position 9606: 0.007213328953522604
Position 743: 0.006147401262305126
Position 9676: 0.00460347206061499
Position 9332: 0.00428769561436579
Position 9311: 0.004020965405906921
Position 138: 0.0038390782190060434
Position 843: 0.003500658322149609
Position 125: 0.003376739437684126
Position 9764: 0.0033203290301802037
Position 9523: 0.002657425908315531
Position 672: 0.0020657486011588784
Position 703: 0.0016711864855372567
Position 21406: 0.001555271103934421
Position 17542: 0.0013013613788737505
Position 17470: 0.0011887863449696384
Position 598: 0.0011806167103913866
Position 12916: 0.0011159587575550929
Position 12927: 0.0010273486731894614
Position 20770: 0.0009661451814964209
Position 508: 0.000830541234813846
Position 19968: 0.0006856173422671442
Position 16164: 0.0006603624177879727
Position 171: 0.00048006656373828296
Position 19538: 0.0004717271510679513
Position 432: 0.0004704897111253906
Position 19180: 0.00043055766975819403
Position 17750: 0.00022604678810779602
Position 10281: 0.00018491051607139234
Position 14174: 0.00016314101625623648
Position 13765: 3.743782306812429e-05
