Gene = Dbf4
index = 321
Annotated 5SS: [  250  1496 10596 12707 14223 14483 16915 17846 19105 19637 23029]
Annotated 3SS: [ 1322 10415 12655 14152 14405 16877 17799 18975 19524 22903 24553]
SMsplice 5SS: [  250  1496 10596 12707 14223 14483 15433 19105 23029 23957]
SMsplice 3SS: [ 1322 10415 12655 14152 14355 15352 18975 22903 23854 24046]
top_k =  100
Partition function (log Z): 1.5313239511937824

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9997523360044951
Position 14483: 0.9890974332100843
Position 19105: 0.9862944224668383
Position 23029: 0.9482675092403903
Position 12707: 0.921768965547187
Position 15433: 0.8659376198558116
Position 10596: 0.840914556534454
Position 14223: 0.7200121218007258
Position 250: 0.4641001755300299
Position 17003: 0.32251169169272637
Position 14969: 0.3184760745603402
Position 169: 0.3157493218916397
Position 23957: 0.2940667329337985
Position 15182: 0.2768919159277289
Position 14251: 0.2517716736893219
Position 19643: 0.13983627231456514
Position 19637: 0.12407236207418697
Position 184: 0.1055440008495962
Position 17846: 0.08040888431514802
Position 10864: 0.07995353938509442
Position 16915: 0.061421384123267767
Position 1025: 0.06128060692293949
Position 15194: 0.03651854385595036
Position 19867: 0.026450015682250187
Position 15235: 0.025736737571959316
Position 579: 0.02374216116155662
Position 8390: 0.022847930452279928
Position 2622: 0.01919371993799334
Position 17071: 0.01697915399590466
Position 3034: 0.01311935602920026
Position 577: 0.012131670167427982
Position 188: 0.01185373913286352
Position 10942: 0.011270803300249722
Position 12778: 0.010270878164015139
Position 560: 0.010144492892417907
Position 12711: 0.009442310986518852
Position 5901: 0.009044305046162304
Position 15219: 0.006965808816855414
Position 1172: 0.006066850282860496
Position 13248: 0.003970346962575143
Position 583: 0.002430296874015836
Position 939: 0.00218209156185892
Position 274: 0.001140845615493148
Position 286: 0.0009145244910814337
Position 585: 0.0009064298837889865
Position 673: 0.0008781439911354858
Position 587: 0.0007283708661290822
Position 404: 0.0005375926707363883
Position 14369: 0.00014391244932488847
Position 1500: 0.00012467316034403794
Position 796: 5.0740219990374454e-05
Position 1534: 3.774428269471172e-05
Position 1458: 2.7683555115319057e-05
Position 1524: 1.727802851929567e-05
Position 363: 2.476554931270263e-06
Position 142: 5.208476413540308e-07
Position 195: 8.972095371943276e-08
Position 541: 2.1439528917967216e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1322: 0.9999110621891617
Position 14152: 0.9825842056416791
Position 22903: 0.9733449314009281
Position 12655: 0.9414821546977209
Position 10415: 0.840914556534454
Position 15352: 0.8334527257285715
Position 14355: 0.7300888316884978
Position 18883: 0.6037307563860055
Position 23854: 0.4969822998515553
Position 24046: 0.4453001821485195
Position 14927: 0.3965815855470393
Position 16877: 0.38726583036633955
Position 18975: 0.38256366608083275
Position 19524: 0.2698205387482163
Position 15103: 0.23842105092009844
Position 10720: 0.09122434268534416
Position 14368: 0.08565967047951799
Position 14388: 0.07996124997618409
Position 17802: 0.0743313314767132
Position 14405: 0.06990695338005982
Position 24553: 0.05579867435838062
Position 25652: 0.04894454392411306
Position 19818: 0.04090719365076042
Position 23514: 0.03278407479862791
Position 15321: 0.029038117862334557
Position 23240: 0.027108331285727264
Position 23182: 0.026576037018908934
Position 24620: 0.025663586204127075
Position 25416: 0.02549900246973641
Position 8272: 0.022847930452279928
Position 14762: 0.020867837491326608
Position 24650: 0.02047597134134887
Position 23265: 0.016964442194636793
Position 16808: 0.013834185924625628
Position 23143: 0.012270636684462426
Position 2415: 0.011775364810720484
Position 25380: 0.01141151737035544
Position 14327: 0.0106570876324769
Position 5808: 0.009044305046162304
Position 916: 0.0076908761472508315
Position 2464: 0.007418355127272861
Position 2923: 0.006813411687348416
Position 17528: 0.0060775528384348215
Position 14742: 0.005400563838761549
Position 482: 0.004699190410364723
Position 15016: 0.004034596499319193
Position 12985: 0.003970346962575143
Position 2939: 0.003016018195189765
Position 656: 0.0028722759399212243
Position 14824: 0.0026905733865700762
Position 19310: 0.002439193939803924
Position 14428: 0.0021671423510413513
Position 2898: 0.00144748660798497
Position 384: 0.0010594432461524322
Position 2695: 0.0009613490340428738
Position 938: 0.0009524240450630012
Position 837: 0.0009356773931600076
Position 2692: 0.0008810905046342369
Position 1107: 0.0007414589724418038
Position 457: 0.0005617007033405044
Position 1121: 0.0003853921231862136
Position 1075: 0.00020472218681173208
Position 1024: 0.00011487446099925354
Position 14854: 9.913297963372878e-05
Position 14895: 8.854795838583527e-05
Position 14704: 6.591675252216331e-05
Position 816: 6.405878740164977e-05
Position 766: 5.584233649813201e-05
Position 408: 4.722681602427882e-05
Position 1375: 4.066382888998321e-05
Position 1247: 7.989013117648909e-06
