Gene = Rrm1
index = 936
Annotated 5SS: [  349  1381  5033  6207  7560  8381  9369 12943 14860 15619 15945 17896
 18746 19157 19989 22087 24119 25372]
Annotated 3SS: [ 1291  4854  6105  7499  8340  9205 12800 14775 15456 15864 17693 18595
 18934 19911 21950 24022 25182 26599]
SMsplice 5SS: [  160  1381  5033  6207  8381 12943 14860 15619 15945 17896 18746 22087
 24119 25372]
SMsplice 3SS: [ 1291  4854  6105  8340 12800 14775 15456 15864 17693 18595 21950 24022
 25182 26599]
top_k =  100
Partition function (log Z): 18.45728660996542

Sorted 5' Splice Sites (High to Low Probability):
Position 22087: 0.9999999999999969
Position 14860: 0.9999999999999966
Position 1381: 0.9999999999999951
Position 6207: 0.9992648834665316
Position 5033: 0.9729893434069099
Position 24119: 0.9574095099558203
Position 15619: 0.8863708533305291
Position 8381: 0.7955954544582193
Position 17896: 0.7598874929304507
Position 18746: 0.7532759775284542
Position 12943: 0.686990905093027
Position 160: 0.5768920115227878
Position 15945: 0.5243956915250285
Position 25372: 0.515587753256024
Position 19989: 0.51386190267099
Position 349: 0.3953369647812594
Position 15952: 0.2996936181025792
Position 735: 0.2850572133439771
Position 21458: 0.2850477133277863
Position 12904: 0.2216458478334699
Position 9373: 0.19593466754037075
Position 174: 0.18346307579021706
Position 25277: 0.17136503325994584
Position 7560: 0.14746434286493001
Position 23517: 0.14238522158141975
Position 3766: 0.13551713306640434
Position 17777: 0.11903007787220168
Position 22299: 0.0973233319453068
Position 26741: 0.0750112183740977
Position 16081: 0.06939735608665162
Position 740: 0.06527333712637583
Position 14139: 0.06385864142778924
Position 24385: 0.05758046326451316
Position 5980: 0.05208687603437016
Position 101: 0.05101215903150521
Position 645: 0.040268271172242145
Position 3962: 0.039142954363069915
Position 21413: 0.03527033425387474
Position 22600: 0.031818088258090294
Position 24974: 0.026808822291937467
Position 24970: 0.021397709008806925
Position 4339: 0.01502870768678045
Position 5219: 0.014578209127482923
Position 152: 0.011689128847350695
Position 25346: 0.01145798815180266
Position 148: 0.011082201690112528
Position 22481: 0.010370182453893408
Position 22284: 0.008959710841731524
Position 356: 0.007895074106780128
Position 5042: 0.007404572122635433
Position 129: 0.007038975102029073
Position 25361: 0.006468816730186412
Position 18861: 0.00607034824041004
Position 5215: 0.005327120150682942
Position 921: 0.004714584518708102
Position 731: 0.003672532821460385
Position 8375: 0.00266130882125947
Position 105: 0.0026482505737121954
Position 6812: 0.0021013040675849763
Position 3522: 0.0012975633476545313
Position 728: 0.001201940913035212
Position 6331: 0.0007351165334643331
Position 294: 0.0005373167472413354
Position 214: 0.00033754675994428413
Position 122: 0.00027350943249805274
Position 110: 0.00021847085035776005
Position 493: 0.00017403333385428504
Position 336: 7.277814521967964e-05
Position 46: 4.951066254113178e-05
Position 183: 2.397485529741151e-05
Position 87: 2.022326296936727e-05
Position 78: 1.8236664079481336e-05
Position 489: 1.2676280905844594e-05
Position 34: 4.422400463812603e-09
Position 23: 3.306284907455332e-09
Position 25: 3.0791003736477135e-09
Position 30: 1.68753935947342e-09
Position 164: 9.683659598506917e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21950: 0.9999999999999968
Position 14775: 0.999999999999996
Position 1291: 0.9994913404766506
Position 6105: 0.9936349545809463
Position 4854: 0.9750681321458323
Position 26599: 0.9700499347279629
Position 12800: 0.9086367529264966
Position 24022: 0.8816970179701082
Position 8340: 0.7694617765480937
Position 18595: 0.7593463257688643
Position 25182: 0.7242577395949347
Position 15456: 0.693510425652889
Position 15864: 0.5679917827157497
Position 17693: 0.5665913892853945
Position 19911: 0.3651078448605629
Position 580: 0.35883186639499376
Position 21306: 0.32031804758166094
Position 17655: 0.31232618151725877
Position 9205: 0.1959346675403707
Position 15689: 0.18827777041164234
Position 19948: 0.14875405781042708
Position 23425: 0.14238522158141975
Position 7499: 0.14068052824865918
Position 223: 0.13821314169689425
Position 3624: 0.12534944228164394
Position 15803: 0.12353606574318776
Position 22201: 0.1029077945250796
Position 255: 0.08247816634138817
Position 15486: 0.08003826018322513
Position 23944: 0.06522973797130564
Position 15499: 0.062068644746077366
Position 5818: 0.05208687603437017
Position 24859: 0.04820653130074441
Position 27782: 0.0351910989175749
Position 13993: 0.03282726877804518
Position 13997: 0.03103137264974407
Position 642: 0.029380596626208032
Position 8018: 0.02879498673138491
Position 27718: 0.025130264864847703
Position 15586: 0.02503040598119084
Position 15404: 0.022631654527795777
Position 24267: 0.02054748168380947
Position 24233: 0.02004738896689729
Position 5129: 0.019317993536776438
Position 200: 0.019069661506669174
Position 3657: 0.018002065725609907
Position 3803: 0.01726789425240314
Position 22416: 0.015860106382496766
Position 4220: 0.015028707686780447
Position 3858: 0.014040685169817336
Position 24310: 0.012901501500012968
Position 22519: 0.011228129126788128
Position 23970: 0.011075745615888567
Position 309: 0.010529612949994967
Position 16074: 0.010237867618711993
Position 22440: 0.00944906483932452
Position 22207: 0.008832924830535202
Position 27389: 0.008490128411489533
Position 25836: 0.007060935616788008
Position 7174: 0.006783814616270827
Position 6063: 0.006363944491769061
Position 283: 0.005813792857642572
Position 4788: 0.005325783383711695
Position 24189: 0.004084091113793433
Position 27455: 0.0038972587496316153
Position 15777: 0.003408444357595438
Position 15358: 0.003091462239351073
Position 25534: 0.002917989856790073
Position 28025: 0.002302467430553972
Position 672: 0.0022027224949211677
Position 810: 0.002038597821613305
Position 6757: 0.0013739621985832512
Position 3301: 0.0012975633476545313
Position 6590: 0.000727341869001725
Position 5184: 0.0005873357413894525
Position 1095: 0.00034429013390523274
Position 317: 0.00016949225560798685
Position 1211: 0.000164369389440328
Position 220: 0.0001564838895162121
Position 22228: 0.00015192924665997733
Position 183: 6.516911373432147e-05
Position 22171: 4.136454813786604e-05
Position 15665: 3.473486737182668e-05
Position 324: 2.2213794164427585e-05
Position 344: 1.1384960128971203e-05
Position 602: 1.109096679580997e-06
Position 6008: 1.1009272799725457e-06
