Gene = Sbspon
index = 947
Annotated 5SS: [  284  9077 32462 33834]
Annotated 3SS: [ 8881 32370 33656 36859]
SMsplice 5SS: [  284  4418  8930 25831 33834]
SMsplice 3SS: [ 4316  8881 25729 33656 36859]
top_k =  100
Partition function (log Z): -26.526577443449874

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9943055615957591
Position 4418: 0.6720104583205915
Position 1707: 0.26732922034296325
Position 7863: 0.25582485533288857
Position 5911: 0.0929841205694475
Position 1185: 0.07375860812352181
Position 1764: 0.051113870611760814
Position 1345: 0.00429959122804003
Position 1051: 0.0012592010107903985
Position 38: 0.000520060763676032
Position 559: 0.00014830655405665875
Position 927: 0.00013735664525432427
Position 88: 5.230154909613275e-05
Position 703: 4.6101170391309025e-05
Position 93: 4.060412367791517e-05
Position 979: 3.1637420180965815e-05
Position 540: 2.682161027419353e-05
Position 1034: 2.0898971179117417e-05
Position 276: 7.629387436206629e-07
Position 752: 7.492621476562215e-07
Position 334: 5.476349590672619e-08
Position 288: 3.529649385582084e-08
Position 375: 3.079355241146162e-08
Position 205: 2.48233643621823e-08
Position 224: 1.8321307724399316e-08
Position 239: 1.3855258867716557e-08
Position 155: 1.2961980814637395e-08
Position 52: 5.3675108056774195e-09
Position 134: 4.161694723684048e-09
Position 50: 6.441536704236581e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4316: 0.7143363273419877
Position 8881: 0.5566830024427755
Position 7628: 0.33107238679999396
Position 1536: 0.3075667456134947
Position 8242: 0.1324659489442553
Position 5766: 0.10649025491176498
Position 7485: 0.0665713450648887
Position 908: 0.0510737948088273
Position 5157: 0.032345114020818695
Position 1607: 0.028241113860018315
Position 1685: 0.013925589453189651
Position 1021: 0.013176737584136082
Position 4658: 0.008665443627979566
Position 1797: 0.00752947787260864
Position 2426: 0.006930352599754798
Position 1049: 0.005299220508295606
Position 926: 0.005179394000346183
Position 2906: 0.004211458336075283
Position 411: 0.0037541137324809824
Position 2072: 0.0034655182577720523
Position 1073: 0.002732253568648684
Position 3795: 0.0018596474531159572
Position 3124: 0.0014576328786433076
Position 3014: 0.0012718014100229185
Position 2565: 0.0011192211889647747
Position 2366: 0.0010398235518072304
Position 2786: 0.0008034541222834919
Position 2394: 0.00074747158354028
Position 2379: 0.0006869787706188299
Position 1164: 0.000454472505278991
Position 1180: 0.0004064569726695238
Position 1266: 0.000390764847995974
Position 836: 0.0003737292388788028
Position 1184: 0.000290815764474635
Position 1304: 0.0002519994446172548
Position 1067: 0.00017253139277921838
Position 892: 0.00016966949093981338
Position 1237: 0.00015382090680931176
Position 965: 0.00014254284992531923
Position 869: 0.0001007736713971394
Position 1311: 9.592216767205097e-05
Position 932: 5.1703640588934344e-05
Position 1116: 5.071933947502231e-05
Position 1290: 4.4039206243739904e-05
Position 1098: 3.342851476292521e-05
Position 1587: 1.5620721104370185e-05
Position 788: 1.0654148535888787e-05
