Gene = Ecsit
index = 357
Annotated 5SS: [   82  1416  7291  9211 10848 11756 12013 12457]
Annotated 3SS: [ 1229  7172  8792 10623 11697 11863 12350 12857]
SMsplice 5SS: [   82  9211 11756 12457]
SMsplice 3SS: [ 9110 11650 12350 12857]
top_k =  100
Partition function (log Z): -9.418750002176834

Sorted 5' Splice Sites (High to Low Probability):
Position 1416: 0.9542382748143184
Position 82: 0.8919734032077977
Position 11756: 0.752769506342392
Position 12013: 0.2635198331590581
Position 90: 0.09526589451255872
Position 736: 0.023609418689736903
Position 86: 0.006540341289352956
Position 270: 0.0006934262657766484
Position 1143: 0.0002460752775046581
Position 66: 1.0127370016996833e-05
Position 243: 4.69659151892641e-06
Position 153: 4.5529564097409304e-07
Position 108: 6.930654086081539e-08
Position 94: 3.247543793273332e-08
Position 46: 2.398759991183679e-08
Position 101: 1.3623572182190104e-08
Position 202: 5.862445064171257e-09
Position 5: 5.0061624005201146e-09
Position 191: 2.5530760545622845e-09
Position 136: 1.4910577231181163e-09
Position 38: 2.5032098658346654e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11697: 0.8832389468979011
Position 12857: 0.5824345345228916
Position 1229: 0.5673089207391904
Position 11863: 0.43385480497855866
Position 1319: 0.19113145477822086
Position 1281: 0.1226664703365517
Position 1354: 0.028003479057617235
Position 1173: 0.026937406165015235
Position 1233: 0.023711016940479564
Position 8792: 0.02021475510042742
Position 4106: 0.014298199623331552
Position 1530: 0.012505973322869679
Position 429: 0.010932507427452094
Position 5948: 0.009502819113196578
Position 2535: 0.00872663418157836
Position 266: 0.007681511321188181
Position 3412: 0.005103479796036211
Position 4606: 0.004539105933101485
Position 3505: 0.004511812539990985
Position 2066: 0.0034118990457654304
Position 641: 0.0028167277584397942
Position 660: 0.002809533656878513
Position 604: 0.0026714750743508184
Position 3591: 0.0025981214278205703
Position 2514: 0.002590492522119227
Position 220: 0.002152314290667683
Position 1699: 0.002025717372644378
Position 1558: 0.0017138748039381342
Position 282: 0.0011366931748232549
Position 325: 0.0009076061480136369
Position 147: 0.0008774480972203757
Position 1034: 0.0008648610533169861
Position 3127: 0.0008310726426066612
Position 3262: 0.0007954055452589755
Position 189: 0.00047921007852071466
Position 1498: 0.00043216757634285583
Position 1778: 0.00042555434407683405
Position 1647: 0.0003673144826189124
Position 617: 0.0003354044484471303
Position 698: 0.0003129810486969619
Position 590: 0.0003037590409811947
Position 469: 0.00018700526572960132
Position 495: 0.00017533974509730584
Position 1129: 0.00017148408042263742
Position 1022: 5.890799809602116e-05
Position 525: 5.260462170927163e-05
Position 410: 4.788681270854365e-05
Position 191: 1.1145130504206436e-05
Position 156: 2.302881523516688e-06
Position 499: 6.760605692867743e-07
Position 720: 2.6392406893965175e-07
Position 532: 2.040131362647024e-07
Position 158: 1.6677644331339566e-07
Position 242: 1.536527277290033e-07
