Gene = Tchh
index = 1063
Annotated 5SS: [138]
Annotated 3SS: [1062]
SMsplice 5SS: [138]
SMsplice 3SS: [1062]
top_k =  100
Partition function (log Z): -7.776973033529904

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9893567219518802
Position 987: 0.332964144205832
Position 1343: 0.21389056939100107
Position 1481: 0.018694601379688668
Position 689: 0.0048433308491793075
Position 364: 0.0030197541689703303
Position 492: 0.0023065263686779195
Position 172: 0.0014838099941365303
Position 404: 6.562840998879658e-05
Position 781: 6.11146083521525e-05
Position 594: 4.509355326188078e-05
Position 905: 3.347382599280413e-05
Position 569: 2.231813532352672e-05
Position 467: 2.16155185677289e-05
Position 64: 4.714265760152706e-07
Position 287: 4.3987696724168905e-07
Position 347: 3.6848317034813423e-07
Position 292: 7.710840346527518e-08
Position 301: 6.740589194925593e-08
Position 274: 6.474109717543686e-08
Position 129: 2.987442604456368e-08
Position 174: 6.600601742179496e-09
Position 24: 3.136014030678744e-10
Position 312: 2.1996374236192045e-10
Position 351: 1.5510704285428898e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.6550484585427573
Position 5918: 0.3811910420540059
Position 805: 0.20250692270953952
Position 1164: 0.0634422796680182
Position 759: 0.056909792034246155
Position 839: 0.03310060650733576
Position 450: 0.02498006342559718
Position 6196: 0.02244431274159292
Position 2211: 0.020463343946583498
Position 5861: 0.01420691437445761
Position 883: 0.013934021238330246
Position 1262: 0.010097142556889321
Position 5517: 0.01004013342499643
Position 1197: 0.008431300873740418
Position 1204: 0.0059523820957814375
Position 659: 0.005849004186069909
Position 1239: 0.004770579176848639
Position 827: 0.004495500552030265
Position 934: 0.0037089289967164527
Position 1087: 0.0032501030078960803
Position 2864: 0.0030413269471851606
Position 249: 0.002799100580527812
Position 636: 0.0027876280538393413
Position 1255: 0.0015753609404209092
Position 354: 0.0013758195718239666
Position 1099: 0.0013684292567614402
Position 717: 0.001162598728330112
Position 1064: 0.0011017864212764952
Position 814: 0.0010642974144039006
Position 3222: 0.001060970811554577
Position 1241: 0.001051859382897352
Position 785: 0.0007411154145363541
Position 404: 0.0005632687744217697
Position 504: 0.0005273685891121225
Position 200: 0.0004255016822344091
Position 375: 0.0003720638120322578
Position 560: 0.0003377750318414848
Position 689: 0.00017127931793260582
Position 967: 0.0001553181691971041
Position 729: 8.713786290312762e-05
Position 351: 6.554525437417199e-05
Position 204: 5.8623864676702964e-05
Position 1371: 2.5318842585759655e-05
Position 538: 1.772245224685522e-05
Position 557: 1.5093915680717747e-05
Position 607: 1.4327072639596592e-05
Position 456: 1.0156769915863586e-05
Position 408: 9.003990557998829e-06
Position 527: 1.5975273146644841e-06
