Gene = Prpf3
index = 858
Annotated 5SS: [  137  2442  4323  6971  8121  8511 10961 11700 15216 19472 20242 20532
 21802 22133 23325]
Annotated 3SS: [ 2247  4191  6823  8036  8289 10653 11532 15135 19327 20141 20417 21682
 22048 23262 24919]
SMsplice 5SS: [  137  2351  4323  6191  6971  8121  8511 10961 11700 15216 19472 20242
 20470 21802 22133]
SMsplice 3SS: [ 2247  4191  6094  6823  8036  8317 10653 11532 15135 19327 20141 20359
 21682 22048 24919]
top_k =  100
Partition function (log Z): 23.54159436055192

Sorted 5' Splice Sites (High to Low Probability):
Position 4323: 0.9974063893854024
Position 8121: 0.9934472107940342
Position 11700: 0.9892175493765879
Position 20242: 0.9434753359598252
Position 15216: 0.9401062412486564
Position 8511: 0.8667818251022201
Position 137: 0.8491682359165525
Position 6971: 0.8413246340359721
Position 10961: 0.8365162808337597
Position 2351: 0.8288216678026854
Position 19472: 0.7964954749819916
Position 21802: 0.7532355904085627
Position 20470: 0.5950726775594662
Position 6191: 0.59248157234387
Position 21515: 0.5280694889745254
Position 6512: 0.5277956237439668
Position 22133: 0.5195046933283092
Position 20532: 0.39480471438149306
Position 23325: 0.387685545446412
Position 19501: 0.14574249253920074
Position 4023: 0.1400477399005637
Position 13453: 0.13536114234424754
Position 8470: 0.10457708103784806
Position 2442: 0.1019535567191161
Position 11431: 0.0942700845381426
Position 323: 0.08911244220615634
Position 22143: 0.07663051849628134
Position 6920: 0.072617757320224
Position 18056: 0.06489589997677482
Position 16827: 0.06391004734726707
Position 13532: 0.05904775278510062
Position 19505: 0.053263099341002346
Position 828: 0.04636587153047587
Position 20256: 0.03892016786271713
Position 20683: 0.03525984330206764
Position 10739: 0.029826909328225206
Position 8571: 0.02849517336846771
Position 23462: 0.026830484790891868
Position 566: 0.02575582124290045
Position 8750: 0.020461761920563405
Position 5200: 0.01909455823661218
Position 6902: 0.016429534276160077
Position 417: 0.015764844940277065
Position 2505: 0.01565080975372004
Position 7440: 0.014420943694728478
Position 6998: 0.014321964331599631
Position 763: 0.013214280813060307
Position 176: 0.013150138480011947
Position 1189: 0.012177903384724489
Position 1548: 0.010849958661484896
Position 2387: 0.010235570126299364
Position 8698: 0.010201545805037867
Position 10439: 0.009850398678657425
Position 20251: 0.00957898158324021
Position 3303: 0.009458889437669748
Position 2848: 0.008255527199253637
Position 9259: 0.008237826579455963
Position 361: 0.0056698961341317645
Position 7318: 0.005555777102711396
Position 652: 0.004524889130919605
Position 40: 0.0040318366763215825
Position 22176: 0.004016406099031456
Position 1136: 0.003980767421163595
Position 8162: 0.003736512084924037
Position 20201: 0.003357524410126001
Position 2535: 0.0033195577976942777
Position 5790: 0.002795491654999196
Position 3675: 0.0025741404384755423
Position 3293: 0.002215495783962518
Position 3062: 0.002181797067904414
Position 4333: 0.0021805981301491104
Position 2360: 0.0019754204589952484
Position 82: 0.0016440762054145358
Position 20261: 0.0013862090067837517
Position 345: 0.0012678158796616185
Position 303: 0.001104515689498555
Position 50: 0.0010807891029169926
Position 1446: 0.0010514292483183977
Position 5080: 0.0009368767835230909
Position 8126: 0.0008944124143217473
Position 102: 1.803170810967453e-05
Position 254: 1.1927640017512945e-05
Position 132: 1.1919559040159809e-05
Position 97: 6.875527740638078e-06
Position 128: 6.780230670259272e-06
Position 8151: 6.216149008746893e-06
Position 66: 4.993582930346796e-06
Position 241: 2.5050045657542123e-07
Position 166: 2.2693173999730288e-07
Position 95: 2.2360663567818614e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 20141: 0.9967182188226915
Position 19327: 0.9955010668621939
Position 11532: 0.9892175493765887
Position 4191: 0.9810844440679861
Position 2247: 0.9592724151356782
Position 20359: 0.9116233518076233
Position 10653: 0.8077414640148461
Position 15135: 0.7903347544270828
Position 24919: 0.7259424492311181
Position 8036: 0.7159818019771761
Position 22048: 0.7086978992038064
Position 6823: 0.6707438931385241
Position 6094: 0.658836183512398
Position 23262: 0.5407820841065659
Position 8317: 0.5177757326675557
