Gene = Srrt
index = 1030
Annotated 5SS: [  251   629  4763  5148  5549  7431  7708  7921  8117  8949  9284  9447
  9876 10335 10596 10900 11208 11457 11688]
Annotated 3SS: [  488  4633  5000  5359  7260  7522  7821  8001  8790  9221  9367  9686
 10160 10441 10705 11050 11354 11560 11767]
SMsplice 5SS: [  251   629  4162  4763  5148  5549  7431  7708  7921  8117  9284  9447
 10596 11208 11457 11688]
SMsplice 3SS: [  477  4076  4633  5000  5460  7260  7522  7821  8001  9221  9367 10441
 11050 11330 11581 11767]
top_k =  100
Partition function (log Z): 33.42473332936887

Sorted 5' Splice Sites (High to Low Probability):
Position 5148: 0.9991902888169724
Position 9447: 0.9984457336359241
Position 10596: 0.9983434667954684
Position 11457: 0.9932413796711661
Position 629: 0.9915157646414908
Position 11688: 0.9863674560331541
Position 7431: 0.982039721081182
Position 9284: 0.9519374596043015
Position 7921: 0.9485295055664912
Position 251: 0.9456861995679872
Position 7708: 0.8809232250281899
Position 8117: 0.8385385953538348
Position 4763: 0.7691292911459215
Position 5549: 0.7686079900947496
Position 11208: 0.7058091374611246
Position 4162: 0.5847756563177942
Position 10900: 0.5262417594859662
Position 10218: 0.29879569432960823
Position 1046: 0.26676413132621063
Position 10335: 0.21752624057593792
Position 4895: 0.18467491747301168
Position 11108: 0.15621782651852792
Position 8949: 0.11786815278527465
Position 8163: 0.10961559289445146
Position 8866: 0.10445991901897023
Position 9876: 0.0585372325782037
Position 11120: 0.04109422431765291
Position 2353: 0.0377099370758686
Position 3973: 0.03703639430362498
Position 7926: 0.036368208962876646
Position 8173: 0.02748196868832007
Position 4354: 0.021177693745296693
Position 9311: 0.01955212287576974
Position 8595: 0.015800799327134057
Position 8185: 0.014041513814670031
Position 193: 0.011596202806295726
Position 7446: 0.011184590593986101
Position 3968: 0.011117593395259908
Position 8169: 0.010322329248724765
Position 10927: 0.009559545185710302
Position 10756: 0.007672245774761511
Position 6357: 0.005187845109637282
Position 4851: 0.004412090237376429
Position 7340: 0.003839044126277799
Position 6790: 0.002900636063911675
Position 7369: 0.0010205673127151335
Position 5153: 0.0008097111830312241
Position 10921: 0.0007230902612995721
Position 356: 0.0005755125936003795
Position 10866: 0.0005475872668235996
Position 348: 0.000308146216108818
Position 61: 0.0002385456474744315
Position 339: 0.00018158457308189616
Position 414: 0.00016804826470723512
Position 302: 0.00015471583774343754
Position 14: 0.00014166656875560694
Position 127: 0.00013461488132048414
Position 419: 0.00011160862676011974
Position 180: 0.0001112669925544152
Position 9579: 9.83465643453816e-05
Position 321: 9.709342605497129e-05
Position 104: 6.991273700300419e-05
Position 56: 1.2544527311352312e-05
Position 173: 1.215307597681296e-05
Position 150: 7.877636444943408e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8001: 1.000000000000002
Position 7260: 0.9980839231141642
Position 11767: 0.9980726418971956
Position 10441: 0.9964753955802095
Position 9221: 0.9876243340128906
Position 9367: 0.9369683281346421
Position 5000: 0.9338075314364355
Position 7821: 0.9247093621938264
Position 11050: 0.7883886609637099
Position 4633: 0.7743814450536638
Position 488: 0.739393633548882
Position 7522: 0.7365339443917432
Position 11330: 0.6125530361197543
Position 4076: 0.5957127108177332
Position 11581: 0.44512745127870446
Position 11560: 0.4299013007752332
Position 11366: 0.38319251800120757
Position 10160: 0.3624355970664898
Position 5460: 0.26689785592009607
Position 10705: 0.2631578648899604
Position 502: 0.17954889541322971
Position 4796: 0.17508881460913747
Position 5359: 0.1718711526958601
Position 8790: 0.16245064375275062
Position 10671: 0.15172303048396837
Position 10113: 0.14322101263610296
Position 7575: 0.1396113174422185
Position 11590: 0.10681774374226154
Position 788: 0.10509404082664447
Position 10992: 0.09500415684681815
Position 5411: 0.092023195951387
Position 957: 0.07902112030959753
Position 5236: 0.06936817529312214
Position 10683: 0.06366586332873639
Position 874: 0.06227686743213735
Position 9686: 0.053888116169218736
Position 3828: 0.05066580156056063
Position 5462: 0.0481331380400944
Position 9403: 0.0452853242993681
Position 5030: 0.04225936159389717
Position 5421: 0.03701609334945076
Position 8793: 0.03455005858626031
Position 10780: 0.030476235997763893
Position 2266: 0.0271452219051867
Position 5330: 0.02707012657623879
Position 8766: 0.02532736946523439
Position 5456: 0.02360317586493658
Position 11147: 0.021829286030912547
Position 10782: 0.02123799305280008
Position 7808: 0.01904428067851381
Position 517: 0.01536742266057069
Position 5088: 0.014964536193396195
Position 7584: 0.014835903380112305
Position 538: 0.013398180619456197
Position 5281: 0.010721599769356226
Position 10049: 0.010385452115990478
Position 5287: 0.009810661808071282
Position 7578: 0.009748665169123151
Position 4561: 0.009531752751760412
Position 8400: 0.008960775574435352
Position 10848: 0.008875989389735066
Position 7533: 0.007940100410430239
Position 4000: 0.007728825383682229
Position 2161: 0.007628304254972821
Position 7540: 0.006965203905592671
Position 8426: 0.006840023752698707
Position 5241: 0.006172734724922965
Position 10776: 0.005607250831596638
Position 731: 0.005566554101163511
Position 6026: 0.005187845109637286
Position 9721: 0.004649116408984894
Position 4851: 0.004603697916926428
Position 762: 0.0035782770052943196
Position 5334: 0.0032294953118125343
Position 991: 0.00305622867503769
Position 6634: 0.002900636063911679
Position 544: 0.0028273641478293284
Position 5489: 0.0026668314331620107
Position 768: 0.0025660773628721017
Position 5142: 0.0021640151847982375
Position 10019: 0.0021479443022208496
Position 2128: 0.0021435829577332952
Position 7587: 0.00209499455013374
Position 7581: 0.00194540014727544
Position 7593: 0.0017751107374524558
Position 913: 0.001767560502637427
Position 961: 0.001674892290367767
Position 809: 0.0016542284995806618
Position 4385: 0.0014085702545445526
Position 11659: 0.0012185716130298258
Position 2205: 0.0007928279579758147
Position 11903: 0.0006246567328035318
Position 7572: 0.0006166565511422366
Position 819: 0.00047298662201199145
Position 592: 0.00023513367126967388
Position 386: 0.00020443438460513642
Position 9518: 9.834656434538161e-05
Position 9437: 5.732966909235248e-05
Position 348: 4.526225408629104e-05
Position 559: 3.807752420056905e-05
Position 5538: 2.375335623918438e-05
Position 407: 2.149493049394155e-05
Position 568: 1.9977423779981154e-05
Position 563: 1.0532681602381844e-05
Position 848: 9.583645401868669e-06
Position 917: 9.316845018849246e-06
Position 883: 7.887082590615673e-06
Position 403: 7.724314333152622e-06
Position 1018: 6.988963223287503e-06
Position 4523: 6.573861757497442e-06
Position 561: 1.998116852786906e-06
Position 329: 1.976984333235381e-06
Position 796: 1.5211626312360653e-06
Position 601: 1.3434609031351279e-06
Position 250: 3.472209936828808e-09
Position 609: 3.012014881893544e-09
