Gene = Krtdap
index = 613
Annotated 5SS: [ 118 1639 1850 2052 2711]
Annotated 3SS: [1599 1807 2006 2662 3014]
SMsplice 5SS: [118]
SMsplice 3SS: [2006]
top_k =  100
Partition function (log Z): -8.617479051833582

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.548970181613073
Position 360: 0.4503941065289585
Position 2052: 0.36814394210253354
Position 2136: 0.0952408054267204
Position 1639: 0.08792544489549983
Position 2711: 0.08631009077898598
Position 1681: 0.08370210884148147
Position 2476: 0.0667072321632372
Position 2081: 0.0603314954758767
Position 942: 0.025167168665665852
Position 592: 0.02154247500518182
Position 960: 0.011209074254353874
Position 1495: 0.0042327500434088524
Position 2158: 0.0037980371438674524
Position 1673: 0.0027720172659983153
Position 996: 0.0021229146451329957
Position 612: 0.0012504666626344761
Position 1850: 0.001117388334281448
Position 191: 0.00039782364833872673
Position 130: 5.25129670349973e-05
Position 79: 4.8913691315641625e-05
Position 364: 1.4891841904875585e-05
Position 43: 1.1805922069482511e-05
Position 275: 8.253092902576584e-06
Position 333: 5.300715792368817e-06
Position 46: 9.78924571707023e-07
Position 167: 2.534825058163923e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2006: 0.745867727170098
Position 3014: 0.46426188179003247
Position 1599: 0.18357035274151742
Position 1807: 0.13929778565469475
Position 2662: 0.11206119577794463
Position 2322: 0.04306713495191632
Position 2858: 0.03270126775386418
Position 828: 0.029898991038718438
Position 2514: 0.02894113600979873
Position 1892: 0.026931377689597323
Position 222: 0.020482480556408264
Position 2389: 0.01489168100951443
Position 2710: 0.014855164878537929
Position 509: 0.01197314714100417
Position 3067: 0.010528432825939904
Position 2205: 0.009289784375746712
Position 876: 0.006918440768523
Position 1935: 0.005702695261352794
Position 3050: 0.005437506502954728
Position 1965: 0.00471111882243008
Position 1431: 0.003044092006990906
Position 1356: 0.0020791405952629597
Position 1452: 0.001643296312631748
Position 1381: 0.0011495244941878715
Position 191: 0.0006960395961638984
Position 254: 0.0006114603510775282
Position 1394: 0.00038299613727549704
Position 450: 0.00011468042400988422
Position 835: 9.819543077969798e-05
Position 226: 8.744092547099962e-05
Position 797: 6.166750102956453e-05
Position 716: 5.012467848401017e-05
Position 921: 3.6065746286982625e-05
Position 228: 2.7652585664445487e-05
Position 519: 1.3722829793161544e-06
Position 459: 1.1327466372952696e-06
Position 416: 9.015078336231193e-07
Position 493: 5.72937424428125e-07
Position 165: 5.425668798064625e-07
Position 474: 4.788773003487262e-07
Position 299: 4.007557344929671e-07
Position 387: 3.8942160981837964e-07
Position 188: 3.655879391103564e-07
Position 558: 2.549743432035402e-07
Position 309: 1.774564444653196e-07
Position 259: 1.6551228919517457e-07
