Gene = Nomo1
index = 757
Annotated 5SS: [  275  3951  4891  7872  8941 10606 11716 12289 13301 16678 16999 20979
 23039 23511 24855 27269 28135 29365 32683 32845 34841 35101 36339 37205
 38942 42461 44439 45895 47817 49630]
Annotated 3SS: [ 3860  4844  7770  8833 10532 11562 12150 13210 16571 16847 20803 22896
 23378 24717 27180 28070 29268 32463 32761 34680 34973 36224 37076 38799
 42376 44327 45792 47696 49536 49904]
SMsplice 5SS: [  275  3951  7872  8941 10606 11716 12289 13301 16678 16999 20979 23039
 23511 23904 24855 27269 29365 32683 32845 34841 35101 36339 37205 38942
 42461 44439 45895 47817 49630 50033]
SMsplice 3SS: [ 3860  7770  8833 10532 11562 12150 13210 16571 16847 20803 22896 23378
 23742 24717 27180 29268 32463 32761 34680 34973 36224 37076 38799 42376
 44327 45792 47696 49536 49904 50184]
top_k =  100
Partition function (log Z): 65.33750940073426

Sorted 5' Splice Sites (High to Low Probability):
Position 47817: 0.9999999999999987
Position 45895: 0.9999999999999972
Position 38942: 0.9999999999999944
Position 16678: 0.9992978344691106
Position 32845: 0.9985772287227707
Position 32683: 0.9883189247783194
Position 3951: 0.9851218679121713
Position 29365: 0.9815579205814371
Position 20979: 0.9717620287207976
Position 8941: 0.9704391052926535
Position 24855: 0.9598113282764189
Position 16999: 0.957260212689145
Position 42461: 0.9517035982205009
Position 49630: 0.9482411443787384
Position 7872: 0.9457332150647358
Position 275: 0.937825091242395
Position 23511: 0.9152914654909083
Position 44439: 0.9023718105782091
Position 35101: 0.8961027728087104
Position 12289: 0.8766549379722606
Position 13301: 0.852897493041706
Position 34841: 0.8466322087418444
Position 36339: 0.8141404104115451
Position 27269: 0.808411656075466
Position 10606: 0.7890682715798524
Position 37205: 0.7548207889151586
Position 23039: 0.7215913642405506
Position 11716: 0.719796457788949
Position 4891: 0.6405555079864086
Position 23904: 0.5826501689182195
Position 50033: 0.5162820278841391
Position 18230: 0.4702008903069534
Position 17891: 0.41960398560128714
Position 2675: 0.39990122643642606
Position 28135: 0.3216256123579188
Position 28255: 0.269833824919638
Position 45447: 0.22619294380749738
Position 23044: 0.2239754989767911
Position 21990: 0.21648550174467712
Position 37229: 0.1960145243040862
Position 43752: 0.16755379152209776
Position 27313: 0.12611633563680913
Position 3214: 0.1116293226670349
Position 12293: 0.10512326244618314
Position 967: 0.10478019707720429
Position 35106: 0.1038972271912844
Position 4217: 0.0991212583445529
Position 14332: 0.09280851626354623
Position 45680: 0.09130116198137232
Position 13327: 0.07157937748564361
Position 25415: 0.06700542987657115
Position 28163: 0.06581720497996331
Position 25618: 0.06294270873207256
Position 5570: 0.061480874445455407
Position 28815: 0.05819112955121284
Position 34895: 0.056256396622417874
Position 26644: 0.05442202367185909
Position 13894: 0.04962986117037009
Position 34831: 0.049464352437381516
Position 27962: 0.04603499394077144
Position 2137: 0.04508582088710689
Position 14904: 0.04448304985722364
Position 47028: 0.04411039284151625
Position 17016: 0.042739787310858826
Position 23427: 0.040952223756087175
Position 1441: 0.04025549761303395
Position 30980: 0.03779481832326759
Position 30814: 0.03633614461315565
Position 1843: 0.035485818392267804
Position 23266: 0.030923362274626897
Position 6882: 0.030097514134745554
Position 26281: 0.029114714019641746
Position 21925: 0.02728607795739163
Position 23057: 0.026012547860996646
Position 44547: 0.025275952266651944
Position 10634: 0.024856476310953314
Position 13429: 0.023999070620385556
Position 48423: 0.02292846216178169
Position 14908: 0.02059320890926896
Position 8992: 0.019686953786110645
Position 49017: 0.019229109285523953
Position 27282: 0.018787333181996782
Position 28398: 0.018507070645477894
Position 45501: 0.017817608877477166
Position 37253: 0.016751749633576674
Position 7860: 0.016329327662869205
Position 14874: 0.016115156082745743
Position 11793: 0.015049055192252556
Position 3958: 0.01429112322501895
Position 36367: 0.014251033209365322
Position 35318: 0.012740034401992239
Position 218: 0.011370305734798405
Position 47591: 0.010887160813586042
Position 22948: 0.010663039765806612
Position 6810: 0.010651261635021465
Position 9355: 0.01052859991242133
Position 45004: 0.01050371819814554
Position 17997: 0.009800155331687583
Position 48825: 0.009118382495121627
Position 50053: 0.009105038230896773
Position 13061: 0.008943128896278456
Position 42525: 0.006590518805106899
Position 10652: 0.0065240713238051765
Position 17456: 0.00649356901602116
Position 35967: 0.006473145098595824
Position 112: 0.006059835095530303
Position 12452: 0.005867653044565033
Position 9830: 0.0058140371328785695
Position 8876: 0.005737974494752768
Position 4573: 0.005271076786718928
Position 47246: 0.004904200577008137
Position 733: 0.0048493605471761105
Position 300: 0.0047017679797998965
Position 1910: 0.0045855456998413705
Position 757: 0.004233996612729252
Position 478: 0.004161410366134432
Position 11743: 0.003929113635803482
Position 10782: 0.0038704120799570637
