Gene = Rbm42
index = 888
Annotated 5SS: [ 380  734 2587 2758 4399 4651 5492 5819 9010]
Annotated 3SS: [ 597 2501 2682 4332 4474 5158 5700 8814 9096]
SMsplice 5SS: [ 380  734 2587 2758 4399 4651 5492 5819 9010]
SMsplice 3SS: [ 597 2501 2682 4332 4495 5383 5700 8814 9096]
top_k =  100
Partition function (log Z): 26.903031620073584

Sorted 5' Splice Sites (High to Low Probability):
Position 5819: 0.9999847361739449
Position 4651: 0.9999505891117428
Position 2758: 0.9991222927052203
Position 2587: 0.9886515941338165
Position 4399: 0.9691649989769427
Position 9010: 0.9690497334316519
Position 734: 0.8145528054303931
Position 380: 0.7675653085801205
Position 5492: 0.7099604806102185
Position 2918: 0.25344108775152197
Position 739: 0.18432507666193962
Position 8616: 0.16240361153997757
Position 231: 0.16053801155895905
Position 5387: 0.10814255177109583
Position 3394: 0.05160335136917867
Position 2950: 0.041189588249608514
Position 6466: 0.04029232392609484
Position 1888: 0.03802045615947068
Position 2895: 0.035777556734038644
Position 8344: 0.03539999888817576
Position 6417: 0.033156099115645765
Position 1389: 0.0286681266933116
Position 1761: 0.019291125920905237
Position 392: 0.016051362072881884
Position 8913: 0.013453061903529661
Position 7746: 0.012505468506394786
Position 147: 0.012248061570955957
Position 5574: 0.01186169624963474
Position 285: 0.010960064357564563
Position 7123: 0.01014438675469888
Position 7777: 0.009427978506124497
Position 6561: 0.00834611534113435
Position 9014: 0.007815679649006075
Position 9169: 0.007138332639580072
Position 1589: 0.006634015088329114
Position 300: 0.006425764000517939
Position 4175: 0.006343905233242907
Position 458: 0.005635888111669696
Position 447: 0.0037221674945334482
Position 2003: 0.0031250362922771143
Position 8418: 0.002884702566564557
Position 1047: 0.0017434780180803485
Position 7834: 0.0016940646318653395
Position 7679: 0.0016861192077080472
Position 8853: 0.0015963187434439045
Position 1895: 0.0014813452824572653
Position 2559: 0.001147622830848497
Position 87: 0.0010629384857461953
Position 200: 0.000878723433779398
Position 436: 0.0007997382481147506
Position 2762: 0.0005118189431305757
Position 5384: 0.00048307317992701614
Position 3874: 0.00044370373965841936
Position 303: 0.0004293429331402735
Position 8985: 0.0004110350437938067
Position 141: 0.00033021171668541155
Position 316: 0.00031373959655093934
Position 5: 0.0002906731016884656
Position 531: 0.0002845755832576015
Position 15: 0.00027344890065336214
Position 19: 0.00023667428030592054
Position 97: 0.00022281596390395992
Position 560: 0.00014987959542235956
Position 6066: 0.00011892639614123152
Position 466: 9.953451786399606e-05
Position 318: 8.499359350993958e-05
Position 410: 5.664517095333517e-05
Position 665: 3.56183108430481e-05
Position 680: 3.350430978540772e-05
Position 5961: 2.7568724081929128e-05
Position 598: 2.5294037919227934e-05
Position 4692: 1.7135189354013214e-05
Position 2008: 1.624545622799498e-05
Position 2719: 1.4668164138030404e-07
Position 2741: 1.0656595009913976e-07
Position 122: 5.6387392860821155e-08
Position 89: 4.301795370557297e-08
Position 109: 2.694897102512758e-08
Position 158: 3.4000095207863692e-09
