Gene = Mlip
index = 681
Annotated 5SS: [   83 12438 22345 34853 61158 61506 70478 77871 87065]
Annotated 3SS: [ 12044  20874  34780  61091  61445  70432  77825  86935 149435]
SMsplice 5SS: [    83    503  12126  12438  17044  34853  61158  70478  87065  91514
 104772 113212 134700 137426 143471]
SMsplice 3SS: [   398  12044  12331  16905  34780  61091  70432  86935  91333 104609
 113098 134476 137331 143367 149435]
top_k =  100
Partition function (log Z): -88.95209144661615

Sorted 5' Splice Sites (High to Low Probability):
Position 83: 0.9793007343129785
Position 503: 0.9619288846801786
Position 1628: 0.3234514189548475
Position 2781: 0.309162664924826
Position 2770: 0.27812371289729465
Position 1173: 0.015897056088776874
Position 2528: 0.015292187972551703
Position 998: 0.013065150745167264
Position 2161: 0.010838629161082152
Position 3084: 0.009230908506717843
Position 513: 0.00785075808160717
Position 139: 0.005884522358654287
Position 211: 0.004362657529317891
Position 298: 0.003413635401720734
Position 332: 0.0031350911645835694
Position 113: 0.0014968079491215443
Position 153: 0.0006115752862237389
Position 304: 0.000488394612892798
Position 155: 0.00038751423798309085
Position 2344: 0.00023948845711502665
Position 316: 0.00019046285839143212
Position 93: 0.00016673940774642026
Position 531: 5.750344603128308e-05
Position 321: 3.308807783054831e-05
Position 133: 2.327614705908338e-05
Position 220: 1.5989804509490465e-05
Position 258: 1.485189090290358e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 398: 0.9705109202115454
Position 2623: 0.5314392337987668
Position 3827: 0.24787969402375726
Position 4498: 0.23487351970158957
Position 5047: 0.134612163904549
Position 1538: 0.12620442905551602
Position 1545: 0.12212039600908774
Position 2463: 0.11209065118102252
Position 2606: 0.06016054632913109
Position 4347: 0.056597264767471706
Position 2986: 0.04637474085306466
Position 716: 0.042927683711162574
Position 3994: 0.03784065515681152
Position 1564: 0.034236985109871616
Position 1326: 0.03179421060600029
Position 585: 0.02671080183274114
Position 2657: 0.02658437077482994
Position 4223: 0.01919230882574856
Position 3494: 0.013084522317639194
Position 1579: 0.012321335918588465
Position 1430: 0.010185249259584712
Position 1057: 0.009742918168209576
Position 2058: 0.004842142148968876
Position 600: 0.0047672246754370835
Position 2322: 0.0038191940567353744
Position 621: 0.0036952174942733455
Position 595: 0.003568365280588769
Position 1756: 0.003248825620899027
Position 332: 0.0030910978524641155
Position 1994: 0.0024826295739074173
Position 2132: 0.0018000989930411014
Position 1927: 0.0017137584451648025
Position 1071: 0.0012595894178046316
Position 969: 0.0009451538553402667
Position 740: 0.000695646551413084
Position 220: 0.00029487339237093047
Position 207: 0.0002852274880696455
Position 336: 0.0001527685880348559
Position 406: 9.401015736352968e-05
Position 2182: 8.466090759367665e-05
Position 2160: 7.972062783863269e-05
Position 2210: 7.510692168271745e-05
Position 490: 3.450969609751423e-05
Position 931: 3.3455052723438134e-05
Position 990: 3.229069878633777e-05
Position 883: 3.1109482334198206e-05
Position 296: 1.0048736359646031e-05
Position 409: 9.10028998684174e-06
Position 268: 8.42964687549326e-06
Position 1353: 5.900533778363052e-06
Position 274: 4.391462766555444e-06
Position 338: 4.018492387989577e-06
Position 452: 2.8838340497009985e-06
Position 432: 2.1624800910477243e-06
Position 413: 1.9080361672895347e-06
Position 425: 1.6228265173259502e-06
Position 298: 6.68912392234664e-07
Position 224: 5.772729672548437e-07
Position 151: 4.258834562495588e-07
Position 245: 2.1873258298053238e-07
Position 226: 6.932011529625676e-08
