Gene = Polr3e
index = 834
Annotated 5SS: [  127  5185  6489  9238 10220 10727 13203 13527 14470 15609 15947 16141
 17110 19901 21272 21513 22027 23042 24784 26889]
Annotated 3SS: [ 5114  6437  9159 10103 10643 13094 13476 14349 15522 15901 16048 16988
 19818 21211 21354 21964 22517 24705 26762 27691]
SMsplice 5SS: [  127  5185  6489  9238 10220 10727 13203 13527 14470 15609 15947 16141
 17110 19254 21272 21513 22027 23042 26889]
SMsplice 3SS: [ 5114  6437  9159 10103 10643 13094 13476 14349 15522 15901 16048 16988
 19147 21211 21354 21964 22946 26762 27691]
top_k =  100
Partition function (log Z): 24.93905722919099

Sorted 5' Splice Sites (High to Low Probability):
Position 17110: 0.9999999999999974
Position 10727: 0.998298882991541
Position 16141: 0.9913036228129446
Position 21513: 0.9786297950978051
Position 15609: 0.9686844727332347
Position 14470: 0.9492061304041907
Position 6489: 0.9331874698164672
Position 5185: 0.9318442295209118
Position 19254: 0.8601918802811591
Position 13203: 0.8412947867000239
Position 127: 0.8375792668020479
Position 21272: 0.8159039159265472
Position 10220: 0.7562726944624993
Position 13527: 0.7538403813159947
Position 15947: 0.73322193518629
Position 9238: 0.677945195449205
Position 22027: 0.3698826299554568
Position 16418: 0.36510928891782657
Position 22049: 0.2581632553865952
Position 13771: 0.23991333963725603
Position 10255: 0.23521131633649267
Position 16329: 0.22842401229220666
Position 13241: 0.15218361040419964
Position 7057: 0.15192568336648413
Position 12177: 0.15184006882494988
Position 19735: 0.1252132322459352
Position 21242: 0.1247498555066963
Position 9928: 0.11070422117018645
Position 14821: 0.10511491399623595
Position 9267: 0.10052673012550926
Position 15951: 0.0969287829482307
Position 19901: 0.08514379391505981
Position 349: 0.0794306001341759
Position 9410: 0.07352257350192998
Position 10933: 0.0655740142072562
Position 6511: 0.06112526829740136
Position 10026: 0.05524977373310921
Position 973: 0.05072549177247315
Position 2203: 0.046625539298836935
Position 5135: 0.0368786428064027
Position 778: 0.033751964233840276
Position 5987: 0.02862066820579487
Position 9611: 0.02433891098261127
Position 2456: 0.02405442362200047
Position 5242: 0.023789047481018993
Position 900: 0.02282462802675144
Position 6242: 0.019165459781530114
Position 3877: 0.01908823120510716
Position 12629: 0.018891470618853726
Position 18645: 0.018588298416333696
Position 22289: 0.01748615533329111
Position 9276: 0.017199221835477407
Position 3680: 0.016206038496524595
Position 24626: 0.016086544440809328
Position 4763: 0.013746830389901283
Position 9695: 0.013141390232243647
Position 2189: 0.013102270258969522
Position 3658: 0.01241811291254335
Position 10559: 0.009970851625185335
Position 5969: 0.0092684501550526
Position 13561: 0.008442266642221292
Position 5464: 0.007957481335307758
Position 14579: 0.007751693843645288
Position 8080: 0.007465411439762768
Position 15635: 0.007001579519702873
Position 15294: 0.006827015102387801
Position 640: 0.006590590515771776
Position 7601: 0.00625323489938538
Position 13577: 0.005988762189642045
Position 1860: 0.0059885062506614545
Position 332: 0.005808594816643918
Position 9404: 0.005587674323376167
Position 15622: 0.004749801333579946
Position 1583: 0.004708156259830647
Position 275: 0.00433159638578549
Position 10186: 0.0037925946790192994
Position 9335: 0.003331543644246804
Position 14583: 0.0031055646388650337
Position 10261: 0.002578396355680208
Position 15577: 0.0025756964168761496
Position 10915: 0.002422158655666373
Position 21545: 0.00197774938492012
Position 13263: 0.0014252982893502902
Position 5409: 0.0014204877202512159
Position 21754: 0.0008888363155105687
Position 11256: 0.0007197788820733758
Position 15755: 0.0003210800114286771
Position 182: 0.0001119640733342562
Position 83: 3.283787298593682e-05
Position 159: 1.5382650799680577e-06
Position 168: 4.491703270282554e-07
Position 66: 3.053334407900669e-07
Position 231: 2.207672162096314e-07
Position 4: 1.8873064452549511e-07
Position 94: 1.758993363193292e-07
Position 14: 1.4897224896083465e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 16988: 0.9939886028792405
Position 6437: 0.9860785652792413
Position 15522: 0.9841954062860611
Position 10103: 0.9837937783824823
Position 14349: 0.9827063833875211
Position 10643: 0.9802174040702919
Position 21354: 0.9711693572524205
Position 13094: 0.9638554576590778
Position 5114: 0.9240803201297001
Position 16048: 0.9112874148471943
Position 21211: 0.8702861131231071
Position 21964: 0.8357069858103542
Position 19147: 0.8169067662887027
Position 9159: 0.7712551512015929
Position 15901: 0.7074771502476809
Position 16227: 0.5935111620122239
Position 13476: 0.37706739509771053
Position 13341: 0.25803890486364445
Position 22546: 0.253738238961114
Position 22360: 0.21923057261009574
Position 13656: 0.21913730309581006
Position 15825: 0.15911144820716647
Position 22201: 0.15572635363023357
Position 25281: 0.14923298129394752
Position 12034: 0.1477924830345963
Position 9826: 0.129200701520372
Position 6930: 0.12271190764537865
Position 19818: 0.08514379391505984
Position 19686: 0.07259030358170075
Position 13479: 0.06833865864064924
Position 10837: 0.06419146515376632
Position 9114: 0.06388819173725052
Position 21188: 0.06170871307210633
Position 13289: 0.05149966053153342
Position 19516: 0.051060753460102956
Position 19117: 0.04328511399245623
