Gene = Strit1
index = 1038
Annotated 5SS: [  65 2594]
Annotated 3SS: [2497 2685]
SMsplice 5SS: [  65 2594]
SMsplice 3SS: [2497 2685]
top_k =  100
Partition function (log Z): -7.9180738457366395

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9818890703417443
Position 2594: 0.4204507333457009
Position 1513: 0.21735368794724402
Position 1341: 0.15545181967959285
Position 410: 0.027379548297609833
Position 1664: 0.004586114729248496
Position 818: 0.002917130973604378
Position 234: 0.0027431075020707286
Position 783: 0.0010052667359254919
Position 1293: 0.0007144243895777578
Position 393: 0.0005785236868649464
Position 85: 0.00018660729163916744
Position 898: 3.64726849525399e-05
Position 729: 3.2180926618212255e-05
Position 77: 9.660952147022761e-06
Position 151: 9.344105949515573e-06
Position 230: 3.6089469587846297e-06
Position 299: 1.5900635918155856e-06
Position 376: 2.937361467303298e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.5123411762816951
Position 2497: 0.25506049224488625
Position 1422: 0.2267028308781043
Position 1325: 0.2253843923555995
Position 2342: 0.1574800742321817
Position 701: 0.08906690909394545
Position 1169: 0.07277531909790601
Position 1760: 0.061597599343011594
Position 2494: 0.04729138699554229
Position 2448: 0.025332994635074987
Position 1625: 0.02044924454419318
Position 1510: 0.016836129254791176
Position 1545: 0.012032339786040408
Position 324: 0.011879944562367947
Position 2086: 0.011260461910465158
Position 2589: 0.010814981470045082
Position 1959: 0.010733905963714556
Position 1789: 0.00965142910928107
Position 131: 0.008235318511401905
Position 1186: 0.005520507509174575
Position 2752: 0.005368539718886954
Position 608: 0.0045792877938701385
Position 951: 0.00422688594247875
Position 706: 0.002400758035507584
Position 299: 0.0021932283565401236
Position 2715: 0.001771093504165534
Position 588: 0.0015895381922648038
Position 1331: 0.0006376864502899823
Position 238: 0.0004854720068156821
Position 261: 0.0003149039656021864
Position 335: 0.00027787053188931606
Position 218: 0.0002271621919183883
Position 1063: 0.00020249533711416405
Position 154: 0.0001955969910768214
Position 364: 0.00013880062677713566
Position 400: 6.76318335018258e-05
Position 204: 5.849972988389801e-05
Position 168: 5.8308101600013916e-05
Position 177: 5.752549508994404e-05
Position 1340: 2.5007018574529684e-05
Position 342: 1.6509933707169098e-05
Position 392: 8.946800210420477e-06
