Gene = Pcf11
index = 798
Annotated 5SS: [  506  4195  5968  6473  8976  9935 10137 12627 16785 20479 21009 21993
 23007 23505 23945]
Annotated 3SS: [ 4068  5778  6277  7857  9753 10045 11067 16684 20358 20902 21808 22850
 23411 23908 25156]
SMsplice 5SS: [  125  4195  5968  6473  8976  9935 10137 11242 12627 16785 20479 21009
 21993 23007 23505]
SMsplice 3SS: [ 4068  5778  6277  8774  9753 10045 11067 12517 16684 20358 20902 21808
 22850 23411 23908]
top_k =  100
Partition function (log Z): 4.835319235265207

Sorted 5' Splice Sites (High to Low Probability):
Position 12627: 1.0000000000000024
Position 23505: 0.9963415136221921
Position 6473: 0.9883568445380326
Position 21009: 0.9772937456263647
Position 21993: 0.9430387719941155
Position 4195: 0.9232717617575387
Position 5968: 0.9053096007670137
Position 10137: 0.8864108221364004
Position 16785: 0.8363666867850281
Position 23007: 0.8352399252586032
Position 8976: 0.6846863901146871
Position 125: 0.6636639473362199
Position 9935: 0.5894464965618053
Position 11242: 0.565386634699863
Position 23945: 0.3555026491531254
Position 506: 0.24157186533357272
Position 17955: 0.1805066028417509
Position 867: 0.17128384247343303
Position 8147: 0.1688484636328183
Position 23775: 0.10562113630016429
Position 21482: 0.06557012575305979
Position 7969: 0.05439484972730709
Position 10154: 0.03668264332220016
Position 2068: 0.03167675045631336
Position 152: 0.02992210483437781
Position 8891: 0.029302330115976917
Position 958: 0.0280205834215847
Position 10185: 0.022481921901481988
Position 3706: 0.015532707232750628
Position 23018: 0.014134306400938674
Position 3064: 0.013185621607954164
Position 187: 0.01301124427872349
Position 1171: 0.01286376954835655
Position 2071: 0.012230554341838762
Position 5996: 0.011054436434826809
Position 11407: 0.01087510713954792
Position 2078: 0.010034962721746024
Position 23164: 0.008922783903790362
Position 21013: 0.00861172858089241
Position 21064: 0.007259985687634296
Position 6199: 0.0068422651010569685
Position 21977: 0.005389618280204778
Position 23189: 0.0035846512133880177
Position 10530: 0.00348230727332892
Position 6709: 0.0013134506330950944
Position 138: 0.0011532859721974475
Position 23001: 0.0010742337008953571
Position 7547: 0.001006570521460365
Position 574: 0.000992506358865267
Position 23147: 0.0007902810167557305
Position 22929: 0.0007311058491177978
Position 663: 0.00041101357045460044
Position 476: 0.0003397673074957458
Position 316: 0.0003037823772157359
Position 198: 0.0002527304665144834
Position 641: 0.0001916629822970971
Position 166: 0.0001854278902421657
Position 385: 0.00018403518919151096
Position 7673: 0.00015621533647608015
Position 7746: 0.00013749739949078517
Position 929: 0.00010032848942691007
Position 6682: 8.952283633604922e-05
Position 18: 8.54933999429869e-05
Position 184: 8.32897519689093e-05
Position 73: 8.028101723523875e-05
Position 369: 7.044931247695663e-05
Position 260: 6.806404551523949e-05
Position 7552: 5.9504794280825015e-05
Position 6903: 5.135949910451217e-05
Position 7536: 4.81814623627807e-05
Position 241: 6.982112604138581e-06
Position 195: 4.881554439249806e-06
Position 258: 3.4267080791758313e-06
Position 77: 3.1178442871217892e-06
Position 6477: 5.65038937696006e-07
Position 1440: 2.6972551439974296e-07
Position 810: 2.6111907506840864e-07
Position 833: 2.56625671833915e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 23411: 0.9948995634980254
Position 20902: 0.9685874761741344
Position 6277: 0.9645550214227231
Position 10045: 0.9451431187952237
Position 21808: 0.9427593845710945
Position 4068: 0.9232717617575382
Position 5778: 0.9232063023028981
Position 16684: 0.8363666867850281
Position 22850: 0.832807600364325
Position 12517: 0.7620643528413062
Position 8774: 0.7139887202306635
Position 23908: 0.6025320867651219
Position 11067: 0.5507215694040303
Position 9753: 0.4509907904448954
Position 25156: 0.31164301547922096
Position 12411: 0.23793564715869628
Position 17774: 0.1805066028417509
Position 7857: 0.1584145043296794
Position 736: 0.14820443549369336
Position 9642: 0.11239409942412532
Position 24981: 0.11150514834463657
Position 25188: 0.10612380039348972
Position 23609: 0.07030620623269239
Position 1975: 0.05394226751989819
Position 23636: 0.04771857188075988
Position 21351: 0.047057337440324885
Position 24812: 0.04300461631635338
Position 24600: 0.03398622192542682
Position 8057: 0.03252759466775617
Position 7968: 0.03230121436268982
Position 9669: 0.026061606692784626
Position 20925: 0.024577983720756865
Position 26035: 0.022986022676136413
Position 11117: 0.019676206387667268
Position 6305: 0.018397556253588816
Position 24272: 0.017756633370103896
Position 3621: 0.015532707232750631
Position 21363: 0.014817267974625972
Position 24307: 0.013772677588180415
Position 2910: 0.013185621607954164
Position 25551: 0.011700059177424876
Position 23847: 0.011514672721172417
Position 23627: 0.01066750894254912
Position 25192: 0.01041737933593517
Position 443: 0.010387656115551269
Position 24235: 0.010347031958510423
Position 22946: 0.01032817855172708
Position 23093: 0.010250448187238649
Position 22916: 0.008306416845588065
Position 24773: 0.007910798913423481
Position 24145: 0.005995939511165544
