Gene = Pgam5
index = 812
Annotated 5SS: [ 236 2801 3977 4148 4376]
Annotated 3SS: [2621 3850 4058 4244 9449]
SMsplice 5SS: [ 236 3977 4148 4376]
SMsplice 3SS: [3850 4058 4241 9449]
top_k =  100
Partition function (log Z): -2.604165523220321

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.9893595601334931
Position 236: 0.9717254136872848
Position 3977: 0.9359149424027993
Position 4148: 0.7786109100971617
Position 2801: 0.6595457685651951
Position 2974: 0.3563180561528782
Position 2962: 0.11183728340036032
Position 3801: 0.049764842657655614
Position 6593: 0.04015067789863704
Position 7749: 0.03635881847956651
Position 698: 0.031861985015800294
Position 6947: 0.029059500873242758
Position 251: 0.02665337472415887
Position 4095: 0.024033815600635562
Position 7946: 0.023094967917506676
Position 2814: 0.019594860059958873
Position 1113: 0.014836437736367886
Position 1330: 0.014360011660700181
Position 654: 0.011566454514975281
Position 3851: 0.005663138146552766
Position 2966: 0.002153221930702023
Position 3835: 0.0019056632185566523
Position 129: 0.0007352321026331817
Position 483: 0.00019471911547151193
Position 334: 0.000165790147507971
Position 302: 9.063336173452733e-05
Position 31: 7.240031904294415e-05
Position 145: 5.615015477925491e-05
Position 3182: 4.7149342054376284e-05
Position 572: 4.6901953912784155e-05
Position 391: 4.126863100888328e-05
Position 85: 2.121081177965307e-06
Position 94: 2.100475243218522e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9449: 0.8391507451298558
Position 4058: 0.7965733151536244
Position 4241: 0.6644311983883544
Position 3850: 0.5562568257750881
Position 2621: 0.5310065816182369
Position 2892: 0.46272825988943544
Position 3728: 0.3662702035335862
Position 4244: 0.3206593878050554
Position 3834: 0.06826757488888129
Position 2652: 0.06135533031090703
Position 9669: 0.050037860154588165
Position 6494: 0.0467603622321586
Position 7614: 0.046383306815273286
Position 599: 0.04273985715841685
Position 6764: 0.04020722331007795
Position 2657: 0.034820603741953525
Position 2552: 0.029305098676083975
Position 9285: 0.027034700965930216
Position 2677: 0.018089066757374775
Position 1019: 0.01652600252127584
Position 7775: 0.014153518240843594
Position 7796: 0.01194423973983069
Position 4068: 0.01188842592227736
Position 2431: 0.009232097801856248
Position 4040: 0.009092398428485709
Position 6256: 0.0059032407852082115
Position 6221: 0.005242492513833755
Position 4844: 0.005134569898523015
Position 4981: 0.004941523725827437
Position 1238: 0.00490613039046778
Position 5655: 0.004019089548630785
Position 5676: 0.0036732245553447044
Position 1195: 0.003656295323560715
Position 7988: 0.0032521638658703942
Position 5493: 0.0029447765415488445
Position 2417: 0.0029121513132466786
Position 6241: 0.00249553378411812
Position 3940: 0.0024431112325563947
Position 4763: 0.0021697403283409025
Position 4948: 0.0019497539938640117
Position 1160: 0.0018668500427397288
Position 1280: 0.0007626407061814883
Position 5015: 0.0006254591727780562
Position 1045: 0.00048825325349172453
Position 390: 0.00047468812631501614
Position 1244: 0.00034283446639528554
Position 1112: 0.0003399570001753791
Position 919: 0.00030748569278015055
Position 3079: 4.714934205437628e-05
Position 3746: 1.0870995451784902e-05
