Gene = 4930579G24Rik
index = 60
Annotated 5SS: [278]
Annotated 3SS: [2049]
SMsplice 5SS: [278]
SMsplice 3SS: [2736]
top_k =  100
Partition function (log Z): -7.157217782146523

Sorted 5' Splice Sites (High to Low Probability):
Position 278: 0.9418142545844939
Position 1696: 0.10466505763230094
Position 50: 0.10212044564116649
Position 1715: 0.0691270191215443
Position 194: 0.057762110936575795
Position 2454: 0.04942036711143131
Position 1415: 0.04879533975364918
Position 2581: 0.014880630327752182
Position 2906: 0.010264855847762972
Position 1002: 0.00654141765139305
Position 56: 0.001977114466324599
Position 46: 0.0010779965677055847
Position 1179: 0.000823880426323015
Position 74: 0.0004637493251751084
Position 79: 0.00041314557720231813
Position 115: 0.00010778270480572784
Position 61: 8.717080497389373e-05
Position 1629: 6.12910460244852e-05
Position 35: 4.9627414494776946e-05
Position 1621: 4.258408110361447e-05
Position 175: 6.332426318664931e-08
Position 160: 6.018340960959346e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2736: 0.3379888009355151
Position 2049: 0.2876036616039563
Position 1572: 0.18833715610911514
Position 2856: 0.08624401646422179
Position 164: 0.07339012479206118
Position 401: 0.06805991594029767
Position 2859: 0.05005143702535686
Position 1510: 0.047162470413402796
Position 1324: 0.04222609550850013
Position 186: 0.03220310424829379
Position 2417: 0.026799187424203987
Position 787: 0.01688988417716838
Position 3370: 0.01498408722512029
Position 2489: 0.014861458048236825
Position 2560: 0.014727868862642369
Position 3439: 0.014055562531714211
Position 2284: 0.012206214647492799
Position 1136: 0.01067802845711669
Position 530: 0.010644913701938671
Position 2151: 0.00904941800190678
Position 2385: 0.007201632851640709
Position 1030: 0.006798576912879462
Position 3494: 0.006131008257764798
Position 2890: 0.005385927254179622
Position 2098: 0.0045449468926073554
Position 2398: 0.004065802730677588
Position 2131: 0.004050027239785896
Position 1278: 0.0037550473683182098
Position 1613: 0.003271526943709933
Position 1714: 0.002739905738230132
Position 1751: 0.001799796265699818
Position 826: 0.0007345694852424709
Position 943: 0.0005151091835801267
Position 898: 0.0003766352407754862
Position 1104: 0.00032510838475624597
Position 1256: 0.0002936443370797641
Position 112: 0.00012223709821615946
Position 257: 7.337179055421294e-05
Position 1069: 6.300083445083436e-05
Position 222: 3.4378250685341275e-05
Position 194: 3.36778091890981e-05
Position 268: 6.194933743113637e-06
Position 225: 4.853236407844562e-06
Position 115: 2.196130910042872e-06
Position 253: 1.6680537235884892e-06
Position 198: 6.575140606846436e-07
Position 262: 6.232808675482768e-07
Position 219: 3.4651598227598657e-07
Position 275: 8.787589860856632e-08
