Gene = A630095N17Rik
index = 79
Annotated 5SS: [ 116 8797]
Annotated 3SS: [ 8659 11516]
SMsplice 5SS: [ 116 8797]
SMsplice 3SS: [ 8659 11516]
top_k =  100
Partition function (log Z): -10.355549330740706

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9994377020830936
Position 8893: 0.3445316194604821
Position 8797: 0.3439359478697519
Position 9172: 0.10186834020582382
Position 6775: 0.09091424287587294
Position 6652: 0.07737264806685157
Position 1662: 0.07218655638672362
Position 824: 0.0709735494193947
Position 437: 0.00020139023546091503
Position 524: 0.00017225867845594982
Position 497: 0.00015392605632795516
Position 74: 3.472294666649169e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.7480446840866977
Position 11516: 0.5742029270172774
Position 9055: 0.3100100825499667
Position 6465: 0.18874685067642666
Position 8579: 0.06783341431081895
Position 661: 0.030191445521097104
Position 613: 0.021291861915149445
Position 1580: 0.020757620097053116
Position 1506: 0.019185542325169485
Position 681: 0.012341793359393389
Position 1420: 0.012277186392345544
Position 7380: 0.011823282796582757
Position 6774: 0.010966798134183758
Position 1382: 0.010464048144069293
Position 1395: 0.008549529638936732
Position 3568: 0.0076507685459232914
Position 6163: 0.007097494490325398
Position 6195: 0.006004541232895046
Position 699: 0.005897269658722953
Position 5102: 0.0047258726748099205
Position 3677: 0.0039007485927063735
Position 1090: 0.002551181970309047
Position 5995: 0.0025295083798257227
Position 1441: 0.0019839509049803506
Position 522: 0.0017080232169169156
Position 5657: 0.001407148922076726
Position 780: 0.001274264677721003
Position 3635: 0.001064024529276049
Position 4540: 0.0008440527988358629
Position 2217: 0.0008389482516277093
Position 2265: 0.0007347211166756843
Position 1062: 0.0007253104967324942
Position 2626: 0.0006168599895545623
Position 2249: 0.0005559194933618605
Position 3432: 0.00043580925565154795
Position 268: 0.00041854409287597245
Position 3701: 0.0003941511512355244
Position 456: 0.00032965745493667684
Position 994: 0.000289811451061672
Position 2950: 0.00028426572024711506
Position 1021: 0.00021448442568097677
Position 2126: 0.00017277451374566412
Position 1306: 0.00015726695015085487
Position 478: 0.00014643017477508833
Position 385: 0.00012614233224821257
Position 553: 8.175715549328149e-06
Position 615: 2.5828002793616648e-06
Position 819: 2.0334502404345105e-06
Position 704: 1.3556074261572225e-06
Position 736: 9.075256151375726e-07
Position 636: 8.347547350128303e-07
