Gene = Kri1
index = 611
Annotated 5SS: [  110   271  1391  2729  5796  5921  6155  6308  6928  7607  7806  8609
 11410 11585 11915 12126 12533 12701]
Annotated 3SS: [  196  1284  2601  5740  5870  6057  6229  6799  7479  7709  8437 11333
 11495 11787 11994 12467 12601 13720]
SMsplice 5SS: [  110   271  1391  2729  5921  6155  6308  6928  7806  8609 11410 11585
 11915 12126 12533 12701]
SMsplice 3SS: [  196  1284  2601  5740  6057  6229  6765  7709  8437 11333 11495 11787
 11994 12467 12601 13720]
top_k =  100
Partition function (log Z): 33.20033764795921

Sorted 5' Splice Sites (High to Low Probability):
Position 2729: 0.9999999999999984
Position 7806: 0.9935176233760084
Position 11410: 0.9926660150745147
Position 110: 0.9828145666836837
Position 271: 0.9811249368752851
Position 1391: 0.9750967398699341
Position 11915: 0.9264967212404154
Position 5921: 0.9152311985913599
Position 11585: 0.8879892453490684
Position 6155: 0.8566925798388259
Position 8609: 0.8420860474410333
Position 6308: 0.7421657314080407
Position 6928: 0.7097698670365901
Position 12533: 0.7001060672835894
Position 12126: 0.6097614375066975
Position 12701: 0.5555384791329516
Position 12080: 0.21151320064874196
Position 8532: 0.1529628507133326
Position 8325: 0.14880625077685541
Position 2166: 0.13996233947423464
Position 5796: 0.13949123255829465
Position 7570: 0.1387252959595555
Position 6965: 0.08266783079690401
Position 12547: 0.051984736382679836
Position 7625: 0.04921327854296871
Position 12285: 0.047946294809681766
Position 11920: 0.04690477552171145
Position 11611: 0.043999017517354126
Position 7607: 0.04256016051726565
Position 9281: 0.04095447870741169
Position 7912: 0.03656513666995834
Position 12180: 0.03289093988351472
Position 6441: 0.029778186424949022
Position 8857: 0.027035272914738458
Position 11600: 0.024694681373460245
Position 481: 0.022118844717326426
Position 12755: 0.019233001486798393
Position 12201: 0.015419002784015841
Position 11565: 0.013437445251533606
Position 8693: 0.012307092803249826
Position 12784: 0.011181630443582386
Position 12329: 0.00774151796469532
Position 92: 0.007408825608773846
Position 296: 0.005931553661083153
Position 2458: 0.005786022652390466
Position 8298: 0.005184449650311004
Position 10051: 0.004729838157783792
Position 114: 0.0045965680388023135
Position 307: 0.003957687536078958
Position 11865: 0.0037000351936889173
Position 13833: 0.0021954929410991837
Position 1880: 0.001968277522883203
Position 11615: 0.0010741393509712763
Position 11598: 0.0010131456377653393
Position 49: 0.0009978103605965117
Position 268: 0.0008319302523220468
Position 1453: 0.0008033153378675105
Position 139: 0.0006552315039058621
Position 2202: 0.0005427873622289934
Position 11904: 0.000381965256894409
Position 2072: 0.00034507576229424804
Position 1183: 0.0003450042797487152
Position 1137: 0.0003329708264322658
Position 2163: 0.00031227113550383534
Position 6108: 5.2108569887135796e-05
Position 11884: 4.810185385051645e-05
Position 11831: 4.5900059456093516e-05
Position 39: 4.7235574323297446e-06
Position 80: 4.71171397664083e-06
Position 60: 3.900033844655862e-06
Position 158: 1.8928831725695643e-06
Position 164: 8.319264608499186e-07
Position 223: 6.850769634376856e-07
Position 153: 3.155208934490686e-07
Position 141: 1.500740743419378e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7709: 0.9985914641419545
Position 196: 0.9896060005317399
Position 2601: 0.9889096202504242
Position 8437: 0.9812183328420371
Position 11787: 0.9704940983209218
Position 11495: 0.9663930188376219
Position 1284: 0.9451213989395953
Position 13720: 0.9271473156386084
Position 11994: 0.9123491085393792
Position 11333: 0.9083427204931028
Position 5740: 0.8890971285504993
Position 12467: 0.803473008986699
Position 6057: 0.7854910371923692
Position 6229: 0.6065552563363023
Position 12601: 0.5457490469602486
Position 6765: 0.41851039054275174
Position 6799: 0.35402465356545165
Position 7479: 0.22546024064903497
Position 5870: 0.1395979526894386
Position 6013: 0.10650206965021568
Position 8133: 0.10611161534304057
Position 11314: 0.08919460956864421
Position 2038: 0.07926877321078324
Position 6235: 0.06140849876037013
Position 14190: 0.0496191222530091
Position 9143: 0.04095447870741172
Position 8685: 0.03435904741001873
Position 1879: 0.03282926687878962
Position 5672: 0.030495739091545914
Position 6374: 0.029795592864996247
Position 7871: 0.02943228691320717
Position 12247: 0.018744927846018004
Position 1174: 0.014798952022593596
Position 6265: 0.014093014983040386
Position 8138: 0.012684926521796536
Position 6081: 0.011679681527029927
Position 1965: 0.011283109776308557
Position 8252: 0.011203150606469413
Position 8287: 0.010648991821211127
Position 6723: 0.010039332582444944
Position 6830: 0.009845914702798459
Position 8184: 0.009836261912037684
Position 2619: 0.009447714316800693
Position 8440: 0.009233599324023841
Position 402: 0.008357673630904429
Position 1302: 0.007966726542017855
Position 8443: 0.00733096127492904
Position 6242: 0.00719337385323916
Position 373: 0.006851319657151821
Position 1990: 0.0064854348896408
Position 7273: 0.00644549590757027
Position 11810: 0.005435877943825373
Position 1299: 0.005133707059879015
Position 12021: 0.005035246887582757
Position 2044: 0.0047438176221542075
Position 9919: 0.004729838157783792
Position 2040: 0.0039787666353439735
Position 354: 0.0032755330889200096
Position 2118: 0.002573304721241311
Position 8226: 0.0024681416186700415
Position 8411: 0.0021871050477776017
Position 13230: 0.0017184422873399584
Position 2282: 0.001696507092158055
Position 12002: 0.0016526677407781311
Position 2607: 0.00164266543277906
Position 5396: 0.0015190983323578738
Position 2234: 0.001507248730836369
Position 2347: 0.0014295243652972483
Position 1699: 0.001372289095512983
Position 1305: 0.0012081498749850026
Position 7960: 0.0010410490348115044
Position 1256: 0.0008852340494244829
Position 202: 0.0008757500556340554
Position 11667: 0.0008067479100761241
Position 2419: 0.0006275968784917176
Position 11530: 0.0005939019774660171
Position 375: 0.0005923871105596357
Position 11848: 0.0005474447379854774
Position 2328: 0.0005251455856070738
Position 239: 0.000508422461311324
Position 1319: 0.0004523765257370134
Position 955: 0.00034884837712511517
Position 1567: 0.00033337086438724477
Position 7878: 0.0003230207973840083
Position 7873: 0.000320608154416019
Position 1309: 0.0002998809711839035
Position 1110: 0.00027283500534490873
