Gene = Htatip2
index = 549
Annotated 5SS: [  183   665  3039 11819 13509]
Annotated 3SS: [  412  2930 11680 13446 14171]
SMsplice 5SS: [  183   665  3039  7501 11819 13509 14311]
SMsplice 3SS: [  468  2930  7394 11680 13446 14171 14505]
top_k =  100
Partition function (log Z): 1.888318621727874

Sorted 5' Splice Sites (High to Low Probability):
Position 3039: 1.0000000000000004
Position 7501: 0.9014717535464548
Position 11819: 0.865399634376266
Position 13509: 0.8214009409090345
Position 183: 0.7901488438001064
Position 14311: 0.7845540991703566
Position 665: 0.6050850568550992
Position 5715: 0.3414752583169982
Position 14058: 0.3092489030837199
Position 1633: 0.2997862438216086
Position 9918: 0.2423818663478812
Position 9296: 0.22495763612949227
Position 566: 0.1600031746576901
Position 9893: 0.14610862527562485
Position 11968: 0.13409131587668421
Position 13584: 0.1266475561005647
Position 5092: 0.1171503536589403
Position 2787: 0.11462314809935804
Position 6941: 0.10386292785173819
Position 2575: 0.10269690467142985
Position 11823: 0.09057600542640122
Position 3360: 0.08613188877044839
Position 193: 0.08577233169488882
Position 370: 0.07503748735928084
Position 608: 0.06782743004495605
Position 669: 0.05167025732269147
Position 11813: 0.038788621881668484
Position 2580: 0.03562686171330986
Position 13530: 0.031191386510590606
Position 17: 0.0235267059518761
Position 6202: 0.022266931335815497
Position 5349: 0.018815355976723735
Position 1393: 0.013467014404710858
Position 306: 0.013014599464357665
Position 2698: 0.01116614960099214
Position 14262: 0.01091092370493895
Position 301: 0.005110450431582193
Position 165: 0.003101065199984355
Position 100: 0.0018689420396469161
Position 1592: 0.0015844602169526848
Position 354: 0.001161923407463926
Position 1106: 0.0010574163496271213
Position 115: 0.0004458188247041336
Position 127: 0.00031120693447986205
Position 112: 0.00019121569328932412
Position 152: 0.0001590027884873865
Position 333: 0.00011464182975866383
Position 92: 2.107034626534499e-05
Position 244: 1.4694233829092541e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11680: 1.0000000000000004
Position 13446: 0.97651954324642
Position 14171: 0.9600531797772002
Position 7394: 0.9014717535464549
Position 468: 0.7803633516740055
Position 14505: 0.698421269027687
Position 2930: 0.6126188612794703
Position 9813: 0.3884904916235062
Position 5610: 0.3414752583169982
Position 13985: 0.27587018520730533
Position 9219: 0.22495763612949227
Position 2871: 0.19561763233251314
Position 1444: 0.18234860589612678
Position 2574: 0.15987456511664408
Position 2891: 0.14142611705179126
Position 11927: 0.12353616026513523
Position 1392: 0.10762974876811052
Position 6824: 0.10386292785173819
Position 412: 0.0984525639626214
Position 2340: 0.08535710114382893
Position 14626: 0.08345898601380686
Position 4847: 0.07532417075358094
Position 3256: 0.06411735130478469
Position 2985: 0.05033738933622611
Position 13954: 0.04238545374154236
Position 5028: 0.04182618290535936
Position 6064: 0.022266931335815494
Position 3224: 0.022014537465663703
Position 14807: 0.019238104164511712
Position 2312: 0.01888139782461685
Position 5204: 0.018815355976723735
Position 1544: 0.011392349374323995
Position 14245: 0.010402134520166617
Position 13286: 0.008932311679412039
Position 1180: 0.007840083450409338
Position 11892: 0.0053194172958842606
Position 1275: 0.0053127572917556634
Position 14696: 0.0038135302052433933
Position 549: 0.003442448988009602
Position 14510: 0.002419921131519793
Position 444: 0.0021596761747969084
Position 14057: 0.0016091165358459666
Position 13167: 0.000830074228544479
Position 971: 0.0008252943267890126
Position 1296: 0.0003141736625458566
Position 1026: 0.00023212202283810914
Position 391: 0.00016708166283689032
Position 577: 7.964181662731297e-07
