Gene = 1700066M21Rik
index = 19
Annotated 5SS: [327]
Annotated 3SS: [5122]
SMsplice 5SS: [169 327]
SMsplice 3SS: [ 236 5122]
top_k =  100
Partition function (log Z): -6.644086372200752

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9531592219495314
Position 169: 0.7231902428241798
Position 2609: 0.25747536381055364
Position 2193: 0.08801734026400379
Position 2153: 0.052453074829302906
Position 2494: 0.03941195613735072
Position 2181: 0.03138528195414218
Position 25: 0.02911562575246417
Position 909: 0.024775701678744686
Position 826: 0.019049740295126953
Position 1445: 0.012106291872392417
Position 5234: 0.009343261952526294
Position 472: 0.006180388518453012
Position 131: 0.00032229148158977137
Position 87: 0.00018390200557273528
Position 997: 8.490293509982889e-05
Position 74: 8.086663656200543e-05
Position 59: 4.8539493870105196e-05
Position 548: 1.5257479875976068e-05
Position 67: 2.8692378839319517e-06
Position 300: 1.3526698572501189e-06
Position 321: 8.017173870360442e-07
Position 216: 3.4178117799770297e-07
Position 199: 2.614115838408541e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5122: 0.8221251303802514
Position 236: 0.668966419592661
Position 2369: 0.21766282552875998
Position 2086: 0.13720551818472398
Position 2421: 0.09685027059222663
Position 741: 0.04927977086115465
Position 4363: 0.04474930567930359
Position 2035: 0.031172027726341985
Position 4443: 0.030024698637304104
Position 1213: 0.02160366534978378
Position 2829: 0.01974221799563282
Position 143: 0.01485581145089471
Position 241: 0.013507891414396015
Position 1918: 0.013437305013534658
Position 2721: 0.011811533209373785
Position 409: 0.010066898665403666
Position 6000: 0.009343261952526294
Position 1277: 0.009179648948076777
Position 273: 0.007210068168327729
Position 879: 0.004617230677999689
Position 1741: 0.004611452927809644
Position 3023: 0.0026450052975752866
Position 2262: 0.001235944336225945
Position 206: 0.0010604385100827687
Position 2000: 0.00098590377189594
Position 1422: 0.0009170037000565734
Position 1568: 0.0008497508667529266
Position 276: 0.0004284640161073483
Position 766: 6.105743514005301e-05
Position 290: 6.0212940537872125e-05
Position 193: 4.3459788479781675e-05
Position 809: 4.097745453454724e-05
Position 747: 2.3992659364133263e-05
Position 123: 8.092473839395807e-06
Position 411: 7.477375239845396e-06
Position 173: 6.611404475330552e-06
Position 326: 4.338582646201424e-06
Position 188: 2.5997555436365773e-06
Position 150: 3.0558904138493755e-07
Position 287: 2.836388223145316e-08
