Gene = Ccz1
index = 232
Annotated 5SS: [  155  1860  2051  3402  3823  5651 10811 13477 16310 16691 21628 22345
 23382 24216]
Annotated 3SS: [ 1761  1956  3323  3774  5566 10634 13394 16247 16578 21593 22226 23222
 24087 26603]
SMsplice 5SS: [  155  1860  2051  3402  3823  5651 10811 13477 16691 20314 21628 23382
 24216]
SMsplice 3SS: [ 1761  1956  3323  3774  5566 10634 13394 16578 20194 21498 23222 24087
 26603]
top_k =  100
Partition function (log Z): 11.173926057903591

Sorted 5' Splice Sites (High to Low Probability):
Position 5651: 0.9999999999999999
Position 16691: 0.9903017884210038
Position 21628: 0.9867675907853557
Position 3823: 0.9775123043837484
Position 1860: 0.9522104703044887
Position 10811: 0.9495328289232902
Position 155: 0.9187141514885354
Position 23382: 0.9100800584825709
Position 3402: 0.8848433932913174
Position 24216: 0.8694167935477808
Position 2051: 0.7879324126543633
Position 13477: 0.7613521603655614
Position 22475: 0.5850326687167152
Position 20314: 0.572855831024261
Position 22311: 0.3127924938736018
Position 22125: 0.2691614969080347
Position 16996: 0.25115908001307125
Position 2233: 0.18973492091590088
Position 13522: 0.15390335704842037
Position 10262: 0.13979234801708623
Position 24169: 0.11989330533061625
Position 22345: 0.11960349147379051
Position 16310: 0.09479381430136982
Position 10245: 0.04433879288811112
Position 345: 0.03934227942079788
Position 22400: 0.03889011837692756
Position 232: 0.0338527751987582
Position 24992: 0.03353751231122203
Position 24373: 0.03127904165670373
Position 23846: 0.030636786290525662
Position 23446: 0.024182992189012
Position 1090: 0.020329586852109158
Position 5074: 0.018775130059178014
Position 5224: 0.018414365865871817
Position 972: 0.013141369265060989
Position 3407: 0.01181951743308205
Position 276: 0.011129740030437117
Position 2079: 0.010563515481819231
Position 2045: 0.01037391564654917
Position 21089: 0.010315900314033401
Position 24209: 0.009747494121440142
Position 22121: 0.00845456167754527
Position 989: 0.007478988362722489
Position 21820: 0.007435285641672378
Position 331: 0.0055989727471574555
Position 22391: 0.005132938793995808
Position 2066: 0.0049560556438392155
Position 24422: 0.003763536104334303
Position 3372: 0.00329114951768458
Position 3398: 0.002194519550673146
Position 24950: 0.001735686030370964
Position 3355: 0.0016257443409698055
Position 3509: 0.0011935998390995458
Position 2636: 0.00045823272922378556
Position 3041: 0.0004548117234503852
Position 1017: 0.0003317060973410825
Position 1846: 0.0003005345795743964
Position 629: 0.00021832757851867842
Position 663: 7.18138450668719e-05
Position 225: 6.033883503903046e-05
Position 66: 1.9281348944448316e-06
Position 210: 3.2242395792147264e-07
Position 132: 2.6582091177985424e-07
Position 184: 2.5589860810104107e-07
Position 91: 9.190861998546266e-08
Position 257: 2.962840585700673e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16578: 0.9903017884210034
Position 1956: 0.9636467319581447
Position 5566: 0.9513565125587188
Position 24087: 0.9318556050082923
Position 10634: 0.9239600551187798
Position 26603: 0.9202769812983119
Position 1761: 0.9079962357968958
Position 3323: 0.8984253103925367
Position 23222: 0.8903886373319598
Position 21498: 0.825830769928186
Position 13394: 0.7593463903268894
Position 3774: 0.7010205569880362
Position 22226: 0.6954225465473924
Position 20194: 0.5728558310242611
Position 22376: 0.2848229009427681
Position 3664: 0.2717173125755829
Position 22006: 0.263067498102143
Position 16838: 0.25115908001307136
Position 10154: 0.18413114090519717
Position 21593: 0.16349004322004287
Position 16247: 0.09479381430136982
Position 22463: 0.07408844991672338
Position 24832: 0.07340378574802274
Position 13290: 0.06477519333035348
Position 24041: 0.06381045113685822
Position 13174: 0.05324383486171611
Position 5433: 0.048643487441280796
Position 23191: 0.04387441333962344
Position 13226: 0.03789009889502282
Position 23720: 0.030636786290525665
Position 24327: 0.026619599708016913
Position 10493: 0.02557277380451057
Position 4963: 0.020655727732749672
Position 831: 0.019232643861494016
Position 2216: 0.01907649587421911
Position 26520: 0.01683123259350796
Position 21948: 0.014548560483436753
Position 1016: 0.013417202103705896
Position 1581: 0.013211381800993235
Position 24284: 0.01143879844964563
Position 21026: 0.0103159003140334
Position 1765: 0.009659617303569205
Position 1965: 0.009388398991051086
Position 275: 0.008387731253200368
Position 2106: 0.008170351519965969
Position 5114: 0.007222570600181214
Position 5169: 0.00716035241746177
Position 22260: 0.007117813828147142
Position 25552: 0.006671601241480821
Position 1647: 0.005851734766554943
Position 25658: 0.005591972876105236
Position 21706: 0.004882063278799342
Position 3680: 0.004698578305220388
Position 25685: 0.004373044214620413
Position 24092: 0.0043149048492144
Position 3270: 0.004243723579696508
Position 739: 0.004176122767752558
Position 1491: 0.0038756187024348095
Position 1535: 0.0031977812787827866
Position 1703: 0.0031673522115065263
Position 26161: 0.0030641634111725873
Position 1660: 0.00301474128022513
Position 948: 0.002444640996746061
Position 5209: 0.0021508451746571687
Position 2187: 0.0019700913541020456
Position 2956: 0.0016423824858002691
Position 796: 0.0016176852350268409
Position 1637: 0.0013757896311716586
Position 3185: 0.0011113192382439518
Position 24651: 0.0010726237614920601
Position 1611: 0.000962671537399992
Position 2153: 0.0006638699249413602
Position 2172: 0.0006235673169420547
Position 257: 0.0004626608861846229
Position 2565: 0.0004582327292237857
Position 231: 0.00035711844144800024
Position 945: 0.00021768592826760922
Position 848: 0.00017522300823048196
Position 3780: 7.58565149091205e-05
Position 24365: 2.956580009143488e-05
Position 24046: 1.9039005633634657e-05
Position 1999: 2.5011604397577837e-06
Position 926: 4.098951675290751e-07
Position 224: 3.6032970022880914e-07
Position 330: 3.2058411375703365e-07
Position 1892: 1.464320920733741e-09
