Gene = Cox5a
index = 292
Annotated 5SS: [  137  7794  9084 10514]
Annotated 3SS: [ 7676  8961 10389 11002]
SMsplice 5SS: [  137  7794  9084 10514]
SMsplice 3SS: [ 7676  8961 10389 11002]
top_k =  100
Partition function (log Z): -0.4074689343859512

Sorted 5' Splice Sites (High to Low Probability):
Position 7794: 0.9999999999999999
Position 137: 0.9852077536941972
Position 9084: 0.9737321506831077
Position 10514: 0.8337584446577663
Position 8879: 0.561967419932294
Position 3301: 0.25741455042390793
Position 8696: 0.17608837350015583
Position 497: 0.1733797091997371
Position 8221: 0.15314074656291832
Position 10923: 0.10970052959802666
Position 8499: 0.062471916051793704
Position 4531: 0.04271054002961205
Position 360: 0.01311040086565524
Position 142: 0.005240953560206706
Position 635: 0.0034242152802264735
Position 8273: 0.0017684766671481756
Position 8278: 0.0016505431651319376
Position 10666: 0.0015021476899871457
Position 271: 0.00017923015046750752
Position 297: 0.0001639551484374784
Position 262: 9.51548543607795e-05
Position 355: 9.300857239189187e-06
Position 74: 5.928941998846212e-06
Position 170: 5.383044453691072e-06
Position 275: 4.119821917352133e-06
Position 181: 2.3164439311053467e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7676: 1.0
Position 8961: 0.9632481476615001
Position 11002: 0.8327685221168613
Position 10389: 0.5147843767375573
Position 8805: 0.3911291685456673
Position 3043: 0.22633423941317943
Position 10787: 0.203890612976009
Position 8607: 0.1797431398608856
Position 10369: 0.16558786861452696
Position 448: 0.13129570475912633
Position 10256: 0.11680126525859119
Position 8778: 0.08763205189889026
Position 8041: 0.072932222553668
Position 8629: 0.06359085146977801
Position 10434: 0.06222914620336016
Position 8156: 0.04518021492999259
Position 8382: 0.03784338372673795
Position 410: 0.03349575977505926
Position 8021: 0.028659113680226424
Position 4226: 0.02812470444686153
Position 8356: 0.02304784852712607
Position 10588: 0.020301348196943528
Position 8687: 0.01913683237660777
Position 4377: 0.014585835582750513
Position 3266: 0.013047999125445044
Position 3087: 0.011917105403113219
Position 8732: 0.009987676277460748
Position 8129: 0.00966431298009695
Position 10646: 0.007837843048878301
Position 2932: 0.0061152064821702636
Position 10757: 0.005383282641065766
Position 355: 0.004676507193320202
Position 10665: 0.0038654355900438826
Position 10952: 0.0034776173119702766
Position 271: 0.0034283258910169337
Position 213: 0.0033615676816593936
Position 9651: 0.002782443203545444
Position 9827: 0.002571436071195036
Position 359: 0.001960846437617213
Position 8411: 0.0015806837979296959
Position 245: 0.001025241099353063
Position 230: 0.0009876531466646095
Position 542: 0.0002647381576409534
Position 386: 0.00021643657839532897
Position 8132: 0.00012390225121447704
Position 208: 0.00011334786348430187
