Gene = Diablo
index = 334
Annotated 5SS: [ 106  922 4136 6222 6440]
Annotated 3SS: [  794  4003  6110  6342 11468]
SMsplice 5SS: [ 106  922 4136 6222]
SMsplice 3SS: [ 794 4003 6110 6342]
top_k =  100
Partition function (log Z): -2.9879756629029814

Sorted 5' Splice Sites (High to Low Probability):
Position 922: 0.94750887522916
Position 106: 0.9459254615897352
Position 4136: 0.8604237230394776
Position 6222: 0.7778306176934009
Position 6440: 0.7504707762733778
Position 11612: 0.4721592113485346
Position 6198: 0.21093907673171364
Position 4761: 0.09269289170710941
Position 3195: 0.05442702192169019
Position 470: 0.04622413417285596
Position 6884: 0.04512737326636837
Position 169: 0.014005761684307725
Position 6048: 0.013769631903196602
Position 218: 0.008727768502172476
Position 6397: 0.004691151013632163
Position 29: 0.00247588897125445
Position 44: 0.002236552335299042
Position 77: 0.002221881261084627
Position 6234: 0.0021959949763546392
Position 6189: 0.0020565852461591864
Position 117: 0.0009568144775479878
Position 276: 0.0007934501195884445
Position 3061: 0.00029592533871315686
Position 2727: 0.000226906606756629
Position 6443: 0.0002202527587819194
Position 3328: 0.0001449915580191929
Position 2770: 0.00013946237685998322
Position 3022: 0.00013869549928025734
Position 6502: 0.00013589607070973878
Position 4061: 0.0001236052588844678
Position 200: 1.2787260548950916e-05
Position 190: 1.1988077556731598e-05
Position 248: 7.170415582922691e-06
Position 241: 2.7653554453002764e-06
Position 795: 1.0015404206851461e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6110: 0.9701603532176496
Position 6342: 0.9451976620281107
Position 794: 0.9052526931745355
Position 4003: 0.7890579793990686
Position 11468: 0.5530411375659173
Position 12164: 0.19345151018243803
Position 12318: 0.1586017326789331
Position 6634: 0.15433437014585197
Position 11900: 0.13051661774519344
Position 4690: 0.09329229341515026
Position 2951: 0.05325387859741403
Position 3984: 0.0404248191669279
Position 847: 0.031091972774410705
Position 12042: 0.030696991576979756
Position 4067: 0.02744508942898892
Position 12111: 0.025356172902811704
Position 5958: 0.023038496171522874
Position 11208: 0.020526710139025784
Position 6525: 0.020067446017072454
Position 324: 0.013243673549060014
Position 6738: 0.011619097668659558
Position 5811: 0.010943503286889452
Position 7723: 0.008287109565980505
Position 7464: 0.006180874382128257
Position 364: 0.004523259134240673
Position 735: 0.0037214513996868728
Position 3888: 0.0034645168499184077
Position 6667: 0.0031854393301222403
Position 6829: 0.0031099712828378417
Position 5991: 0.0026495538747624324
Position 6975: 0.0025115266908438613
Position 676: 0.0020769744249223634
Position 800: 0.0018844664186828124
Position 8000: 0.0018725155000647324
Position 831: 0.0018636530569468386
Position 415: 0.0018204724782376086
Position 259: 0.0016781753525725684
Position 2960: 0.0016077641622695778
Position 754: 0.0014455693871612107
Position 6788: 0.0013190756813063463
Position 7302: 0.0010574637425506163
Position 6570: 0.0008578431315040199
Position 218: 0.0007950472301784896
Position 375: 0.0007532232188936297
Position 381: 0.0004236981634701911
Position 2626: 0.00036634585964029267
Position 3835: 0.00015492345345810912
Position 6360: 0.0001545394629831659
Position 6323: 0.00014883983228064672
Position 3194: 0.00014499155801919313
Position 340: 0.0001432692430909148
Position 6357: 0.00011061176976797068
Position 222: 8.430863256259672e-05
Position 612: 6.555058420244836e-05
Position 334: 5.9492843432551596e-05
Position 377: 5.866088316797525e-05
Position 679: 4.6932670089982875e-05
Position 702: 3.671872423597011e-05
Position 441: 2.2721553426954893e-05
Position 224: 1.931465508429979e-05
Position 2344: 2.3123976319305138e-08
