Gene = Thumpd1
index = 1078
Annotated 5SS: [ 288 1672 2777]
Annotated 3SS: [1496 2527 3728]
SMsplice 5SS: [ 288 2777]
SMsplice 3SS: [2527 3728]
top_k =  100
Partition function (log Z): -2.6748439702794253

Sorted 5' Splice Sites (High to Low Probability):
Position 2777: 0.9678517363334811
Position 288: 0.9657941235107281
Position 3020: 0.49606138885369666
Position 1672: 0.27253127378650904
Position 3348: 0.2459378835633176
Position 1619: 0.06038433229342369
Position 3311: 0.05711948867748466
Position 933: 0.0560535341198311
Position 3008: 0.04473727084780451
Position 1763: 0.01808186333060304
Position 272: 0.017329915345542644
Position 3263: 0.0172108632522088
Position 561: 0.017153252082201278
Position 224: 0.009452067944525164
Position 1953: 0.008217523084717876
Position 1942: 0.006763536028166029
Position 1009: 0.005616888170284716
Position 2417: 0.00505116947957956
Position 3952: 0.004918917011516183
Position 257: 0.00463414421287509
Position 3656: 0.004417036615417582
Position 952: 0.004298015555111757
Position 565: 0.0033290698910057744
Position 332: 0.0027700447662351675
Position 837: 0.0021519248212009544
Position 1572: 0.0019970748842033123
Position 317: 6.9512995065460105e-06
Position 148: 6.898749600933007e-06
Position 432: 2.4260340179485564e-06
Position 363: 1.7911474211307468e-06
Position 48: 4.971448838933551e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.9359755043620842
Position 3728: 0.9113492428023706
Position 2869: 0.4814508142896072
Position 1496: 0.32528296296247994
Position 3229: 0.19206279760472217
Position 3204: 0.12074453186869924
Position 4346: 0.057766106677662285
Position 2559: 0.041305264839153
Position 2897: 0.03832348824770382
Position 840: 0.03154814623622376
Position 2909: 0.019602533909141164
Position 910: 0.018773117560537365
Position 462: 0.017510789060931557
Position 1503: 0.013544230370621963
Position 1736: 0.01244989527671387
Position 643: 0.012167761569279529
Position 3115: 0.010055529448144612
Position 5549: 0.008795724571421686
Position 1810: 0.007492292015208466
Position 3538: 0.005345561810438168
Position 4578: 0.0052036016242485595
Position 2170: 0.005051169479579569
Position 3281: 0.004829059846939228
Position 845: 0.004136726114888711
Position 3852: 0.00408407096563639
Position 1539: 0.0031741814252109197
Position 1532: 0.0028041378972711445
Position 1528: 0.0021518482123221213
Position 522: 0.001821528835283853
Position 405: 0.0015750103165137544
Position 1733: 0.0013909481098977185
Position 689: 0.0012552951353146007
Position 913: 0.0002553229088707536
Position 2420: 0.0002458784889983372
Position 487: 0.0001489294697051553
Position 795: 0.00010784555535420942
Position 668: 0.00010105296792300277
