Gene = Olfr643
index = 780
Annotated 5SS: [    60  25295  77812 111955 114219 124921 133337]
Annotated 3SS: [ 25219  77769 111831 114063 124676 133204 138358]
SMsplice 5SS: [    60  15794  25295  58115  64064  87424  95881 111955 114219 133337]
SMsplice 3SS: [ 15704  25219  57942  63839  87329  95808 111831 114048 133204 138358]
top_k =  100
Partition function (log Z): -84.21605144865845

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9987571507724787
Position 5450: 0.20062610232000627
Position 7659: 0.07181693024845917
Position 7012: 0.049503565182182505
Position 1937: 0.04846969349351963
Position 7619: 0.047369230156943894
Position 7254: 0.02590905810920263
Position 3816: 0.005901590888702748
Position 278: 0.0004528812586776374
Position 121: 0.00030030410757983197
Position 204: 0.0002868540312549879
Position 192: 0.00020280983002096337

Sorted 3' Splice Sites (High to Low Probability):
Position 7527: 0.3433998685641896
Position 5306: 0.2708597916109868
Position 7784: 0.25281762916155237
Position 6912: 0.16357105937740238
Position 7096: 0.09734806558910374
Position 10261: 0.06544853307680655
Position 1859: 0.05082585889715523
Position 7910: 0.021200766820390658
Position 7760: 0.019362431293912876
Position 7253: 0.01633326768389099
Position 5401: 0.01557886766275584
Position 2860: 0.014017312403988102
Position 5889: 0.013819837398872943
Position 5092: 0.012975887816876277
Position 1706: 0.010833656765643502
Position 4184: 0.008339121590821563
Position 3604: 0.008180314541233944
Position 7125: 0.007159988392071417
Position 362: 0.0066694692102233595
Position 1159: 0.00638645245623328
Position 5114: 0.006296729148119962
Position 1306: 0.00542010239046725
Position 3044: 0.0035516268690715396
Position 4013: 0.0028473182429795503
Position 3451: 0.0023388503695547604
Position 2540: 0.002337528124203823
Position 3948: 0.0023195690309623053
Position 4296: 0.0022903127364542184
Position 3989: 0.002112596459444321
Position 3690: 0.002043255299759237
Position 462: 0.0017720698683398241
Position 2454: 0.0015068420628982493
Position 1863: 0.0014749718748956182
Position 3422: 0.001421825518751887
Position 1681: 0.0011390882220081882
Position 1463: 0.0010350806919610263
Position 3753: 0.000946852536435911
Position 1491: 0.000603787200073867
Position 727: 0.0005967844164202681
Position 662: 0.0005597142063128442
Position 308: 0.0004872259387493575
Position 563: 0.0004697847292138646
Position 347: 0.00035566994665014464
Position 186: 0.0002855144913754466
Position 169: 0.00021636030793730532
Position 1735: 1.6398298695261373e-05
Position 1804: 8.488481857883747e-06
Position 1720: 6.991883962325766e-06
Position 1661: 6.650737349441568e-06
