Gene = Tmem183a
index = 1107
Annotated 5SS: [  218   446  1223  6420  7319  9625 11897]
Annotated 3SS: [  355  1054  6262  7137  9543 11740 13784]
SMsplice 5SS: [ 218  446 1223 6420 7319 9005 9625]
SMsplice 3SS: [  355  1054  6262  7137  8841  9543 13784]
top_k =  100
Partition function (log Z): 7.5876208409639805

Sorted 5' Splice Sites (High to Low Probability):
Position 7319: 1.0000000000000002
Position 446: 0.995415842499016
Position 218: 0.9868565953253602
Position 1223: 0.9840325971797187
Position 6420: 0.9128873919443734
Position 9005: 0.9084605775491778
Position 9675: 0.6261769358767367
Position 7004: 0.3038689815123029
Position 9286: 0.2894859231393111
Position 13946: 0.24383390595569407
Position 4351: 0.14689035916860924
Position 14436: 0.05718791122634875
Position 5877: 0.05304841140087556
Position 5745: 0.05187226986497244
Position 12668: 0.04736278245293905
Position 11897: 0.04115568142106426
Position 6408: 0.03769330789792079
Position 8179: 0.037084023727217856
Position 8329: 0.027905148219599118
Position 4402: 0.017224513306947048
Position 9629: 0.012145029062456594
Position 6329: 0.010878282244625673
Position 6343: 0.010353609148680231
Position 39: 0.009631295594117434
Position 11057: 0.0089674678558463
Position 3514: 0.008356120391870394
Position 2867: 0.007905463078380413
Position 6998: 0.006410236893976212
Position 1118: 0.00578877231211514
Position 1430: 0.005783887884746167
Position 1793: 0.004778784980836584
Position 4470: 0.004668422897878452
Position 4298: 0.004369212416095229
Position 3126: 0.004006943663608866
Position 6590: 0.0036870014241338262
Position 69: 0.003188640278722887
Position 2252: 0.0028023235053550163
Position 2318: 0.0027186924304054153
Position 394: 0.0026420276377995856
Position 186: 0.002085460491023714
Position 456: 0.0011741066235433754
Position 399: 0.0006438590938726731
Position 7635: 0.0005255818689616825
Position 749: 0.00021213306908942397
Position 63: 0.00015006423630743517
Position 593: 0.00012416405713387815
Position 697: 7.19786151432552e-05
Position 154: 2.3896124352168397e-05
Position 1286: 4.337628353228245e-06
Position 1114: 3.226123660830743e-06
Position 15: 2.9999147496376742e-06
Position 1261: 2.069580814548255e-06
Position 1189: 1.379409882656861e-06
Position 1229: 7.983613243586404e-07
Position 1087: 6.690016658526648e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7137: 0.9999380833107121
Position 355: 0.9989618714381487
Position 6262: 0.8838704230538456
Position 1054: 0.8290530580063167
Position 9543: 0.7219983777090727
Position 13784: 0.6975657247547977
Position 8841: 0.590797322024005
Position 9142: 0.2604217760674601
Position 14680: 0.18220527807236936
Position 8905: 0.1576982167261401
Position 8844: 0.14522784430629024
Position 4221: 0.12828984207991798
Position 14328: 0.11881653910967359
Position 10959: 0.10894375914238573
Position 6844: 0.10598202081612275
Position 1002: 0.10347234009587851
Position 6265: 0.09162916960588753
Position 9563: 0.07174199043856391
Position 6944: 0.06864071186474864
Position 12544: 0.06206886667137687
Position 6907: 0.05099888838524057
Position 6889: 0.04555866026607811
Position 5737: 0.04551709563559678
Position 11581: 0.04429854025651111
Position 4231: 0.04243748117911821
Position 6815: 0.03916085376337805
Position 5470: 0.03846883124699643
Position 8040: 0.026651073994170937
Position 8140: 0.023072924478266074
Position 5705: 0.020934754383254796
Position 1078: 0.01515837118301645
Position 1142: 0.014613526952958904
Position 9222: 0.014455506804386413
Position 8932: 0.01400315725064501
Position 10213: 0.012802653938741436
Position 1086: 0.010854686086237549
Position 1145: 0.009674003384071731
Position 8116: 0.009394640775159164
Position 9778: 0.009065782228893695
Position 9102: 0.00839497101066077
Position 2756: 0.007905463078380413
Position 11439: 0.007322201528699362
Position 3308: 0.0063709751356660176
Position 9099: 0.006213669256803731
Position 1349: 0.00578388788474616
Position 3028: 0.004006943663608866
Position 1012: 0.0037153867428680602
Position 8168: 0.0033434656645112883
Position 7967: 0.002527067034709486
Position 4372: 0.002425184530493789
Position 1758: 0.001994455370682757
Position 3385: 0.0019851452562043765
Position 1101: 0.001956545521941206
Position 1697: 0.0019146558368854571
Position 2234: 0.0016446676047030136
Position 1992: 0.0015070687778148488
Position 129: 0.00140502120027811
Position 2095: 0.0012952547275401672
Position 2271: 0.0010740248257024017
Position 933: 0.000921308968577032
Position 1638: 0.00086967377326837
Position 8710: 0.0007340372420970538
Position 327: 0.00046587891123178835
Position 133: 0.00042032959010540816
Position 321: 0.0003810426285466867
Position 1098: 0.0002735920070793498
Position 7518: 0.0002206792073419112
Position 7451: 0.0002121653243780819
Position 297: 0.00017532064721396596
Position 1122: 0.00012209309902456246
Position 620: 0.00010256706838327429
Position 669: 9.627058410634906e-05
Position 168: 5.211664991337501e-05
Position 106: 4.814947817210267e-05
Position 7535: 4.7091273255115184e-05
Position 624: 4.431074160526044e-05
Position 7430: 3.692097286482654e-05
Position 910: 1.5957517484080425e-05
Position 330: 1.54064548099532e-05
Position 691: 1.4367145220122404e-05
Position 630: 1.37736045045524e-05
Position 7416: 8.725091121747614e-06
Position 177: 6.917268836126308e-06
Position 718: 6.8691206475590105e-06
Position 633: 5.953331130839106e-06
Position 170: 3.6604923340574223e-06
Position 172: 2.605566657957036e-06
Position 1164: 9.145482732942852e-07
Position 1168: 6.82615361500799e-07
Position 803: 6.27989955026552e-07
Position 308: 4.774151679374078e-07
Position 1023: 4.377907747085194e-07
Position 800: 1.2620039930154992e-07
Position 186: 1.1240251308215969e-07
Position 778: 1.0818212148316771e-07
Position 883: 8.270519572983816e-08
Position 88: 4.0381103964465826e-08
Position 398: 4.5134459245611497e-10
Position 441: 4.464012273391609e-10
Position 217: 2.2429995813117056e-10
Position 438: 1.7421392081336693e-10
Position 414: 1.1092824584458865e-10
Position 418: 3.241228548702436e-11
