Gene = E130311K13Rik
index = 354
Annotated 5SS: [ 216 2209 4139 9272]
Annotated 3SS: [ 2148  3990  9110 13733]
SMsplice 5SS: [ 533 2209 4139 9272]
SMsplice 3SS: [ 2148  3990  9110 13733]
top_k =  100
Partition function (log Z): -9.110195762911285

Sorted 5' Splice Sites (High to Low Probability):
Position 4139: 0.9871954249090978
Position 2209: 0.9208967564304088
Position 533: 0.599793878477616
Position 216: 0.3296508986672427
Position 2223: 0.0762281724583478
Position 1119: 0.04167094586300905
Position 3418: 0.03225024392246595
Position 2544: 0.01521583965203799
Position 3503: 0.012536210173410686
Position 234: 0.01077607490792934
Position 1550: 0.009031492649582492
Position 1074: 0.007977685852919712
Position 168: 0.0076734108292785975
Position 165: 0.007114605941906794
Position 562: 0.005333481675835565
Position 3510: 0.0045197007768000685
Position 366: 0.003212640771279323
Position 3556: 0.0030068154722824344
Position 521: 0.00258509816708235
Position 3486: 0.0023047940882429483
Position 893: 0.00217305883370707
Position 1171: 0.002139891793958724
Position 4954: 0.0021076874414028904
Position 3465: 0.0020754352041127294
Position 177: 0.001925226030199353
Position 3460: 0.0016298745239328744
Position 1526: 0.0014364139007491366
Position 3547: 0.0013634607811829533
Position 5271: 0.001095110881241079
Position 1536: 0.0009360626973476769
Position 1966: 0.0008767980831065577
Position 1496: 0.000707047124169701
Position 979: 0.0006823318652664214
Position 1047: 0.0006238199051098845
Position 1836: 0.0005857050061975449
Position 867: 0.00046476117360281236
Position 861: 0.000335483219551703
Position 4143: 6.324829364043762e-05
Position 210: 2.210301191327955e-05
Position 363: 1.3581502017014836e-05
Position 128: 8.332031190680912e-06
Position 179: 5.71996142024743e-06
Position 434: 3.715577759348521e-06
Position 504: 7.315329152286212e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2148: 0.9661857620672439
Position 3990: 0.8841336564049178
Position 13733: 0.287704650031916
Position 8045: 0.08413419262404193
Position 8821: 0.07206854718834864
Position 3927: 0.06350390314098645
Position 7536: 0.05777821447506931
Position 3382: 0.054376542919045194
Position 5144: 0.053472428171265796
Position 10971: 0.047320872945638054
Position 4015: 0.041770428899707855
Position 10616: 0.03925462416168086
Position 9110: 0.03908182161939648
Position 4870: 0.03464963001673369
Position 2085: 0.031177020391593775
Position 4335: 0.030983405691524055
Position 6817: 0.022458542172292945
Position 6579: 0.021047566032274506
Position 4850: 0.019358896608092358
Position 9551: 0.016441718382438086
Position 769: 0.015894956972931834
Position 9513: 0.014871141646973755
Position 9081: 0.01366073153723166
Position 4456: 0.01325656057215495
Position 7012: 0.01314464180089327
Position 9220: 0.013137917537867342
Position 7910: 0.011510154674612692
Position 1425: 0.010330933404458642
Position 8383: 0.009421238204781492
Position 5003: 0.009316382825703105
Position 5383: 0.008031704903527689
Position 8109: 0.007766580597582702
Position 4691: 0.007468292997426129
Position 4359: 0.007238977832532165
Position 8054: 0.007192948051819108
Position 2471: 0.005953518192667524
Position 3353: 0.005660132978468622
Position 5093: 0.005549467915993329
Position 2445: 0.005246551491487101
Position 7365: 0.004575374264348699
Position 3956: 0.00421991541256233
Position 6862: 0.004118571955874876
Position 6744: 0.003920919714848468
Position 405: 0.0034898644105225344
Position 4207: 0.0026943689623546725
Position 3125: 0.0026712679159766606
Position 4068: 0.0021964594121370437
Position 2419: 0.0021388207421190555
Position 2396: 0.0018398642116053642
Position 5188: 0.001544229301730276
Position 5330: 0.0015395013792149734
Position 5264: 0.00143912357281597
Position 5202: 0.0012806635684042321
Position 990: 0.0011592885299180353
Position 5527: 0.0011187659977835406
Position 5459: 0.0010976588537571893
Position 887: 0.001024188110713979
Position 1778: 0.0008767980831065564
Position 4556: 0.0007594852044765276
Position 666: 0.0007379023124968624
Position 1022: 0.0006847858012894403
Position 984: 0.0006069981869442118
Position 1662: 0.0005857050061975441
Position 1387: 0.0005143215492201847
Position 434: 0.0004970225798553035
Position 285: 0.00048819616142204835
Position 1333: 0.00038770925901114665
Position 455: 0.0002824046747738772
Position 310: 0.0001999220110093788
Position 3745: 4.416832664888264e-06
