Gene = Arl6ip1
index = 134
Annotated 5SS: [ 194 2529 3267 7737 8502]
Annotated 3SS: [2394 3146 7618 8416 9251]
SMsplice 5SS: [ 194 2529 3267 8502]
SMsplice 3SS: [2394 3146 8416 9251]
top_k =  100
Partition function (log Z): -8.676167791881195

Sorted 5' Splice Sites (High to Low Probability):
Position 2529: 0.9263508241027704
Position 194: 0.8770545609009995
Position 3267: 0.7012808253110113
Position 8502: 0.5308852944624687
Position 207: 0.07989086350615712
Position 348: 0.039292898652672104
Position 395: 0.011911452833868932
Position 7737: 0.009720179990463526
Position 3014: 0.009177261193338303
Position 2533: 0.007223181889928902
Position 3022: 0.0039939497419113085
Position 767: 0.003500373710092061
Position 402: 0.0033813402136110707
Position 2443: 0.0030433869337181435
Position 2507: 0.002322541747634316
Position 3052: 0.0011237249317632533
Position 2995: 0.00019018610411496582
Position 352: 1.8949135795512284e-05
Position 362: 1.6409513771168002e-05
Position 292: 1.2739620713384882e-05
Position 198: 7.372930786138154e-06
Position 204: 4.215932582412116e-06
Position 224: 2.1678083681243746e-06
Position 211: 1.2825288306726396e-06
Position 23: 9.514649685390473e-07
Position 215: 4.852058046141465e-07
Position 122: 4.3122068552020604e-07
Position 94: 1.8948254743497683e-07
Position 120: 1.8597814696545797e-07
Position 78: 1.1108041997775436e-07
Position 148: 5.226921736387583e-08
Position 37: 4.0416142426320346e-08
Position 106: 3.422599076998121e-08
Position 3: 2.38860101558628e-08
Position 134: 2.1593377960977895e-08
Position 126: 1.4886812213585018e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2394: 0.9357353316239568
Position 3146: 0.7408117629779373
Position 9251: 0.7280596991647792
Position 8416: 0.5416991356872111
Position 7618: 0.031716992427766356
Position 4321: 0.027680085417185862
Position 9929: 0.022475103757083923
Position 10265: 0.02214529816695498
Position 9626: 0.01979547870065638
Position 9595: 0.015633117369157606
Position 2912: 0.015551880471973766
Position 4033: 0.012372064369171019
Position 3327: 0.00940558313246523
Position 8673: 0.008053970032610932
Position 291: 0.007111337275138843
Position 4474: 0.007081989260859042
Position 5358: 0.006497186550547021
Position 8770: 0.006395172684503196
Position 3238: 0.005108004267529102
Position 4325: 0.005083750259484427
Position 261: 0.004552251416361068
Position 5882: 0.004405929506671924
Position 5440: 0.004057078229999058
Position 2720: 0.003915391399211524
Position 593: 0.0031530928792069014
Position 2645: 0.002470913915583414
Position 6667: 0.0021805012546904246
Position 2254: 0.00204872685945225
Position 2279: 0.0019260866997160924
Position 4051: 0.0017227688377255122
Position 6220: 0.0014171208451816057
Position 4792: 0.0012733777306590298
Position 4629: 0.001200998054059446
Position 3389: 0.0010962251935428538
Position 4252: 0.0010069809369105877
Position 4721: 0.0009763653735505333
Position 3369: 0.000791201011668699
Position 3348: 0.0006658697007674983
Position 3468: 0.0006545894743745621
Position 3864: 0.0006144080488796028
Position 2748: 0.0006135409593868458
Position 498: 0.00032078819858539023
Position 3308: 0.0002699449107169462
Position 629: 0.00024841556700792644
Position 1870: 0.0001836221588135271
Position 839: 0.0001348048023553067
Position 1011: 9.458784544727605e-05
